CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PRI_PVEM_NA_CP,PVEM_NA,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,6,E,1,1,E01C01,,47,124,3,20,22,,4,11,1,96,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,329,0,21,350,575,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,7,B,1,0,B,,108,81,5,66,52,,7,8,0,68,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,397,0,25,422,616,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,7,C,1,0,C01,,95,86,5,74,44,,5,7,1,69,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,386,0,23,409,615,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,B,1,0,B,,69,66,10,64,39,,13,15,2,98,,,,,,,,,,,,,2,2,0,0,,,,,,,,,,,,,380,0,21,401,618,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,C,1,0,C01,,75,67,6,61,61,,12,13,0,99,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,395,0,12,407,617,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,E,1,0,E01,,8,14,3,29,7,,7,3,2,58,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,131,0,3,134,228,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,9,B,1,0,B,,27,37,3,38,14,,4,7,1,50,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,181,0,3,184,294,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,10,B,1,0,B,,24,14,0,38,2,,2,1,0,6,,,,,,,,,,,,,0,2,0,1,,,,,,,,,,,,,90,0,3,93,140,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,11,B,1,0,B,,82,142,3,58,10,,4,2,0,106,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,407,0,17,424,580,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,11,C,1,0,C01,,111,112,2,46,9,,6,6,0,101,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,394,0,12,406,580,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,12,B,1,0,B,,106,50,14,53,34,,10,23,1,114,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,407,0,25,432,673,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,13,B,1,0,B,,99,109,2,30,25,,4,10,2,58,,,,,,,,,,,,,2,1,0,0,,,,,,,,,,,,,342,0,9,351,459,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,13,C,1,0,C01,,79,74,6,28,33,,5,27,2,77,,,,,,,,,,,,,0,2,0,0,,,,,,,,,,,,,333,0,11,344,458,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,B,1,0,B,,81,62,3,74,5,,4,6,0,68,,,,,,,,,,,,,3,1,1,0,,,,,,,,,,,,,308,0,10,318,447,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,C,1,0,C01,,96,65,5,51,2,,6,6,1,65,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,297,0,26,323,446,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,E,1,0,E01,,33,153,5,106,14,,13,13,3,94,,,,,,,,,,,,,3,0,0,1,,,,,,,,,,,,,438,0,24,462,633,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,E,1,1,E01C01,,43,147,1,86,21,,2,6,0,131,,,,,,,,,,,,,3,1,0,0,,,,,,,,,,,,,441,0,23,464,632,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,15,B,1,0,B,40,,,2,,,,78,2,0,,,,,73,,,,,,,,,0,0,0,0,,,,,,,,,,,,,195,0,14,209,318,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,16,B,1,0,B,33,,,5,,,,76,10,1,,,,,131,,,,,,,,,0,0,0,2,,,,,,,,,,,,,258,0,13,271,354,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,17,B,1,0,B,17,,,1,,,,55,7,0,,,,,85,,,,,,,,,0,0,0,0,,,,,,,,,,,,,165,0,12,177,244,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,18,B,1,0,B,19,,,0,,,,31,3,0,,,,,46,,,,,,,,,0,0,0,1,,,,,,,,,,,,,100,0,2,102,147,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,19,B,1,0,B,48,,,0,,,,69,4,1,,,,,91,,,,,,,,,1,0,0,0,,,,,,,,,,,,,214,0,11,225,306,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,20,B,1,0,B,44,,,0,,,,19,1,0,,,,,63,,,,,,,,,0,0,0,0,,,,,,,,,,,,,127,0,5,132,201,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,21,B,1,0,B,55,,,0,,,,19,0,1,,,,,48,,,,,,,,,0,0,0,0,,,,,,,,,,,,,123,0,2,125,203,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,22,B,1,0,B,36,,,1,,,,26,2,0,,,,,29,,,,,,,,,0,0,0,0,,,,,,,,,,,,,94,0,3,97,196,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,23,B,1,0,B,142,,,3,,,,207,6,0,,,,,172,,,,,,,,,0,0,0,2,,,,,,,,,,,,,532,0,25,557,707,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,24,B,1,0,B,43,,,1,,,,8,0,0,,,,,56,,,,,,,,,0,0,0,0,,,,,,,,,,,,,108,0,4,112,161,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,25,B,1,0,B,8,,,1,,,,45,0,0,,,,,15,,,,,,,,,0,0,0,0,,,,,,,,,,,,,69,1,3,73,106,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,26,B,1,0,B,92,,,2,,,,71,8,1,,,,,104,,,,,,,,,0,0,0,0,,,,,,,,,,,,,278,0,14,292,428,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,26,C,1,0,C01,76,,,0,,,,75,6,2,,,,,106,,,,,,,,,0,0,0,0,,,,,,,,,,,,,265,0,13,278,428,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,27,B,1,0,B,51,,,0,,,,36,1,0,,,,,56,,,,,,,,,0,0,0,0,,,,,,,,,,,,,144,0,2,146,194,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,28,B,1,0,B,196,,,1,,,,106,4,1,,,,,210,,,,,,,,,0,0,0,0,,,,,,,,,,,,,518,0,13,531,699,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,29,B,1,0,B,25,,,0,,,,11,0,0,,,,,54,,,,,,,,,0,0,0,0,,,,,,,,,,,,,90,0,3,93,135,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,30,B,1,0,B,52,,,4,,,,83,15,5,,,,,108,,,,,,,,,2,2,0,2,,,,,,,,,,,,,273,0,21,294,433,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,31,B,1,0,B,51,,,0,,,,94,2,0,,,,,107,,,,,,,,,0,0,0,0,,,,,,,,,,,,,254,0,7,261,371,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,32,B,1,0,B,77,,,0,,,,87,3,0,,,,,91,,,,,,,,,2,0,0,0,,,,,,,,,,,,,260,0,8,268,395,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,33,B,1,0,B,25,,,1,,,,93,0,0,,,,,82,,,,,,,,,0,0,0,0,,,,,,,,,,,,,201,0,9,210,332,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,B,1,0,B,307,,10,4,,,11,,10,0,,,,,173,,,,,8,3,3,0,0,0,0,0,,,,,,,,,,,,,529,0,31,560,709,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,C,1,0,C01,286,,10,3,,,2,,7,1,,,,,196,,,,,15,5,5,0,0,0,0,0,,,,,,,,,,,,,530,0,26,556,709,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,C,2,0,C02,288,,8,7,,,5,,6,1,,,,,197,,,,,13,2,2,0,1,1,0,1,,,,,,,,,,,,,532,10,23,565,709,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,35,B,1,0,B,106,,10,8,,,5,,10,1,,,,,144,,,,,4,4,0,0,1,0,0,0,,,,,,,,,,,,,293,0,10,303,393,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,35,C,1,0,C01,116,,20,18,,,1,,8,0,,,,,130,,,,,8,2,3,0,2,0,0,0,,,,,,,,,,,,,308,0,12,320,392,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,B,1,0,B,136,,1,0,,,1,,3,1,,,,,139,,,,,12,4,0,1,0,0,0,0,,,,,,,,,,,,,298,0,21,319,416,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,C,1,0,C01,115,,1,0,,,0,,8,0,,,,,144,,,,,11,2,1,0,0,0,0,0,,,,,,,,,,,,,282,0,27,309,415,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,E,1,0,E01,182,,3,3,,,2,,10,4,,,,,196,,,,,1,0,0,0,0,1,0,0,,,,,,,,,,,,,402,0,27,429,497,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,37,B,1,0,B,142,,0,2,,,0,,5,3,,,,,215,,,,,14,0,0,0,0,0,0,1,,,,,,,,,,,,,382,0,28,410,524,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,38,B,1,0,B,137,,3,5,,,0,,4,1,,,,,124,,,,,12,2,0,0,0,1,0,0,,,,,,,,,,,,,289,0,17,306,406,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,38,C,1,0,C01,136,,2,4,,,1,,1,0,,,,,152,,,,,4,0,0,0,0,0,0,0,,,,,,,,,,,,,300,0,110,410,405,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,B,1,0,B,176,,2,5,,,4,,5,3,,,,,168,,,,,7,1,1,0,1,0,0,0,,,,,,,,,,,,,373,0,20,393,518,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,C,1,0,C01,162,,6,2,,,2,,5,0,,,,,192,,,,,5,3,1,0,0,1,0,0,,,,,,,,,,,,,379,0,11,390,518,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,C,2,0,C02,159,,8,3,,,3,,9,2,,,,,173,,,,,14,5,1,0,0,0,0,0,,,,,,,,,,,,,377,0,25,402,518,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,40,B,1,0,B,82,,1,1,,,1,,2,0,,,,,52,,,,,6,1,0,0,0,0,0,0,,,,,,,,,,,,,146,0,4,150,178,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,B,1,0,B,147,,27,8,,,5,,4,0,,,,,209,,,,,13,0,0,0,0,1,0,0,,,,,,,,,,,,,414,0,42,456,593,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,C,1,0,C01,131,,22,12,,,1,,11,0,,,,,224,,,,,20,0,0,0,0,4,0,0,,,,,,,,,,,,,425,0,37,462,593,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,E,1,0,E01,93,,0,3,,,0,,3,1,,,,,134,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,236,0,15,251,294,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,42,B,1,0,B,155,,100,2,,,0,,2,1,,,,,255,,,,,7,9,1,2,0,0,0,0,,,,,,,,,,,,,534,0,24,558,676,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,42,E,1,0,E01,101,,5,0,,,0,,0,1,,,,,74,,,,,3,2,0,0,0,0,0,0,,,,,,,,,,,,,186,0,10,196,244,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,B,1,0,B,188,,19,3,,,0,,0,0,,,,,174,,,,,1,1,1,1,0,0,0,0,,,,,,,,,,,,,388,0,16,404,548,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,C,1,0,C01,184,,3,2,,,5,,1,4,,,,,157,,,,,3,0,0,0,1,0,0,0,,,,,,,,,,,,,360,0,23,383,548,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,C,2,0,C02,177,,36,2,,,0,,3,0,,,,,165,,,,,9,1,0,0,0,0,0,0,,,,,,,,,,,,,393,0,19,412,547,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,B,1,0,B,186,,20,6,,,1,,1,1,,,,,227,,,,,9,4,0,0,0,0,0,0,,,,,,,,,,,,,455,0,26,481,618,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,C,1,0,C01,195,,15,6,,,1,,4,1,,,,,219,,,,,14,7,0,0,0,1,0,0,,,,,,,,,,,,,463,0,23,486,617,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,C,2,0,C02,167,,10,7,,,1,,7,0,,,,,239,,,,,7,3,0,0,0,0,0,0,,,,,,,,,,,,,441,0,35,476,617,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,B,1,0,B,121,,27,11,,,1,,8,1,,,,,109,,,,,5,9,1,0,2,0,0,2,,,,,,,,,,,,,297,0,30,327,451,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,C,1,0,C01,105,,40,9,,,4,,13,1,,,,,115,,,,,7,4,2,0,5,3,0,0,,,,,,,,,,,,,308,0,23,331,450,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,E,1,0,E01,163,,37,16,,,2,,3,0,,,,,125,,,,,17,18,1,1,0,1,0,0,,,,,,,,,,,,,384,0,33,417,608,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,B,1,0,B,237,,9,4,,,3,,13,1,,,,,204,,,,,16,8,2,1,0,0,0,0,,,,,,,,,,,,,498,0,47,545,688,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,C,1,0,C01,218,,11,5,,,1,,3,1,,,,,214,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,453,0,47,500,688,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,E,1,0,E01,140,,6,1,,,1,,0,0,,,,,101,,,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,250,0,6,256,334,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,47,B,1,0,B,198,,14,7,,,3,,9,6,,,,,118,,,,,8,4,0,0,0,0,0,0,,,,,,,,,,,,,367,0,30,397,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,47,C,1,0,C01,207,,14,10,,,3,,9,2,,,,,115,,,,,6,4,0,1,0,0,0,0,,,,,,,,,,,,,371,0,29,400,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,B,1,0,B,222,,15,31,,,5,,8,1,,,,,174,,,,,10,3,3,0,0,0,0,0,,,,,,,,,,,,,472,0,23,495,659,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,C,1,0,C01,229,,15,29,,,5,,9,2,,,,,145,,,,,17,7,2,0,1,2,2,0,,,,,,,,,,,,,465,0,34,499,659,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,C,2,0,C02,206,,8,39,,,2,,14,1,,,,,148,,,,,10,6,2,0,3,2,1,0,,,,,,,,,,,,,442,0,30,472,659,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,49,B,1,0,B,188,,6,1,,,0,,4,0,,,,,162,,,,,7,3,3,0,0,1,0,0,,,,,,,,,,,,,375,0,17,392,478,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,49,C,1,0,C01,173,,1,5,,,0,,1,0,,,,,151,,,,,13,8,0,0,0,0,0,0,,,,,,,,,,,,,352,0,19,371,478,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,50,B,1,0,B,234,,10,8,,,6,,19,5,,,,,217,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,499,0,45,544,734,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,B,1,0,B,213,,8,7,,,1,,6,2,,,,,118,,,,,7,4,0,0,0,0,0,0,,,,,,,,,,,,,366,0,22,388,506,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,C,1,0,C01,199,,12,6,,,2,,12,2,,,,,131,,,,,16,4,1,0,0,0,0,0,,,,,,,,,,,,,385,0,15,400,506,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,C,2,0,C02,227,,4,3,,,4,,5,1,,,,,114,,,,,6,2,1,0,0,0,0,0,,,,,,,,,,,,,367,0,18,385,506,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,52,B,1,0,B,163,,7,9,,,1,,14,0,,,,,150,,,,,5,4,1,0,0,0,0,0,,,,,,,,,,,,,354,0,24,378,482,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,52,C,1,0,C01,144,,13,7,,,2,,4,4,,,,,149,,,,,17,6,1,0,2,0,0,0,,,,,,,,,,,,,349,0,25,374,482,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,B,1,0,B,192,,7,5,,,2,,3,1,,,,,183,,,,,6,8,1,0,0,0,0,0,,,,,,,,,,,,,408,0,20,428,604,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,C,1,0,C01,205,,6,0,,,4,,4,2,,,,,177,,,,,11,7,1,0,0,0,0,0,,,,,,,,,,,,,417,0,17,434,604,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,C,2,0,C02,210,,7,1,,,2,,1,3,,,,,198,,,,,11,5,0,1,0,1,0,0,,,,,,,,,,,,,440,0,20,460,604,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,54,B,1,0,B,192,,15,1,,,4,,4,1,,,,,130,,,,,9,2,0,0,0,0,0,0,,,,,,,,,,,,,358,0,24,382,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,54,C,1,0,C01,210,,15,4,,,3,,5,1,,,,,125,,,,,10,2,2,0,0,0,0,0,,,,,,,,,,,,,377,0,24,401,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,55,B,1,0,B,201,,0,7,,,0,,3,1,,,,,130,,,,,12,2,2,0,0,0,0,0,,,,,,,,,,,,,358,0,27,385,493,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,55,C,1,0,C01,198,,2,0,,,1,,4,3,,,,,148,,,,,5,3,0,0,0,0,0,0,,,,,,,,,,,,,364,1,16,381,492,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,56,B,1,0,B,190,,3,3,,,1,,0,0,,,,,139,,,,,18,1,2,0,0,0,0,0,,,,,,,,,,,,,357,0,18,375,442,ACTA LEVANTADA EN CONSEJO,,,
