CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C,3,0,C03,182,54,8,8,24,4,3,69,3,21,0,9,5,0,0,0,2,1,0,0,,,,,,,393,0,18,411,663,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0040CON03.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C,4,0,C04,173,56,4,9,27,8,4,77,3,15,1,7,6,2,0,0,1,0,0,0,,,,,,,393,0,8,401,663,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0040CON04.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,B,1,0,B,207,45,17,2,24,0,0,79,3,20,2,3,5,3,0,0,0,0,0,0,,,,,,,410,0,7,417,634,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0041BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,C,1,0,C01,180,47,11,5,27,2,2,57,1,25,0,7,3,5,0,0,2,0,0,1,,,,,,,375,1,7,383,634,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0041CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,C,2,0,C02,170,35,12,7,50,3,0,69,1,34,1,3,1,2,0,0,1,0,0,0,,,,,,,389,0,8,397,633,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0041CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,42,B,1,0,B,146,62,7,11,24,4,1,63,4,25,2,7,2,2,0,0,1,0,0,0,,,,,,,361,0,13,374,583,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0042BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,B,1,0,B,144,46,5,4,12,1,8,31,1,9,0,2,7,2,0,0,0,0,0,0,,,,,,,272,0,10,282,420,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0043BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,C,1,0,C01,143,31,2,3,23,5,7,36,2,7,1,4,3,1,1,0,0,1,0,0,,,,,,,270,0,4,274,420,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0043CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,B,1,0,B,153,68,3,7,10,5,2,56,2,6,0,8,0,4,0,0,1,1,0,0,,,,,,,326,0,11,337,580,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0044BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,C,1,0,C01,127,72,3,8,19,2,8,42,5,12,0,5,2,0,0,0,1,2,1,0,,,,,,,309,0,13,322,580,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0044CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,B,1,0,B,145,34,5,1,22,0,1,38,4,6,1,2,2,1,0,0,0,0,0,0,,,,,,,262,0,5,267,429,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0045BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,C,1,0,C01,123,30,4,4,16,2,2,48,5,8,1,3,1,2,1,0,2,1,0,0,,,,,,,253,0,5,258,428,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0045CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,B,1,0,B,133,34,8,6,16,1,2,29,3,9,0,4,4,1,0,0,1,0,0,0,,,,,,,251,0,9,260,413,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0046BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,C,1,0,C01,118,31,8,3,13,0,2,31,0,11,0,2,1,0,0,0,0,0,0,0,,,,,,,220,0,5,225,413,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0046CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,B,1,0,B,124,29,7,2,34,1,1,41,0,14,0,5,7,0,0,0,2,1,0,0,,,,,,,268,0,14,282,402,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0047BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,C,1,0,C01,120,28,2,5,37,5,1,54,0,17,1,9,3,1,0,0,1,1,1,0,,,,,,,286,0,5,291,402,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0047CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,B,1,0,B,152,33,9,4,21,9,6,65,4,20,0,16,3,3,1,0,0,0,0,0,,,,,,,346,0,16,362,628,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0048BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,1,0,C01,163,60,7,8,20,6,5,57,1,11,1,12,0,2,0,0,0,0,0,0,,,,,,,353,0,14,367,628,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0048CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,2,0,C02,168,63,6,4,20,4,4,59,2,16,1,13,1,2,0,0,2,0,0,0,,,,,,,365,0,7,372,628,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0048CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,3,0,C03,152,57,7,7,26,6,6,59,3,8,0,15,2,1,1,0,2,3,0,0,,,,,,,355,0,5,360,627,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0048CON03.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,4,0,C04,169,48,13,8,20,5,5,72,3,15,0,16,2,4,0,0,2,0,0,0,,,,,,,382,0,12,394,627,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0048CON04.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,5,0,C05,176,58,4,5,26,3,7,56,5,7,1,9,1,2,1,0,3,0,0,1,,,,,,,365,0,15,380,627,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0048CON05.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,49,B,1,0,B,174,52,7,6,29,4,2,46,3,17,0,2,5,1,0,0,0,1,0,0,,,,,,,349,0,11,360,574,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0049BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,B,1,0,B,153,39,12,7,43,4,1,54,6,23,0,2,2,0,0,0,1,0,0,0,,,,,,,347,0,7,354,531,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0050BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,C,1,0,C01,172,32,3,8,38,2,2,32,2,14,0,1,2,2,0,0,1,1,0,0,,,,,,,312,0,11,323,531,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0050CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,S,1,0,S01,9,5,0,1,6,0,0,9,1,2,0,2,0,0,0,0,0,0,0,1,,,,,,,36,0,1,37,0,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0050ESP00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,B,1,0,B,143,42,9,2,29,3,1,34,1,7,0,2,1,1,0,0,0,0,0,0,,,,,,,275,0,4,279,417,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0051BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,C,1,0,C01,124,33,3,6,26,7,2,46,0,8,1,3,1,4,1,0,1,0,0,0,,,,,,,266,1,5,272,417,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0051CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,52,B,1,0,B,204,68,6,10,14,5,5,43,4,5,1,6,1,5,0,0,0,1,0,0,,,,,,,378,0,14,392,605,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0052BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,B,1,0,B,201,46,9,7,18,7,1,69,3,1,0,12,5,3,1,0,3,3,0,1,,,,,,,390,0,13,403,687,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0053BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,C,1,0,C01,224,47,9,10,19,6,3,59,5,4,0,13,4,7,0,0,1,3,0,1,,,,,,,415,1,10,426,687,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0053CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,C,2,0,C02,189,38,20,5,30,0,4,67,13,14,0,13,1,6,1,1,4,0,0,1,,,,,,,407,0,13,420,687,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0053CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,B,1,0,B,160,75,7,6,20,7,3,49,3,9,1,16,2,4,1,0,3,1,1,0,,,,,,,368,0,11,379,667,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0054BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,1,0,C01,181,73,9,6,16,4,2,41,0,9,1,31,3,1,1,0,2,0,0,0,,,,,,,380,0,9,389,666,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0054CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,2,0,C02,183,82,16,4,15,4,1,63,2,11,0,9,6,4,0,0,0,1,0,1,,,,,,,402,0,14,416,666,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0054CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,3,0,C03,177,78,11,3,10,6,3,41,2,7,1,14,2,3,1,1,1,0,0,0,,,,,,,361,0,7,368,666,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0054CON03.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,4,0,C04,206,79,5,3,11,7,1,51,4,8,0,9,5,5,2,0,2,0,0,0,,,,,,,398,0,8,406,666,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0054CON04.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,B,1,0,B,208,94,9,5,17,5,4,58,3,20,0,7,2,2,0,1,0,1,0,1,,,,,,,437,0,7,444,700,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0055BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,C,1,0,C01,220,73,5,9,17,13,2,51,3,4,0,9,4,2,0,0,2,0,0,0,,,,,,,414,0,14,428,700,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0055CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,B,1,0,B,201,109,52,11,10,9,4,51,3,6,0,11,15,8,2,0,3,0,0,1,,,,,,,496,0,25,521,735,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0056BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,C,1,0,C01,258,80,33,10,13,6,1,38,2,6,1,8,11,9,0,0,3,2,1,1,,,,,,,483,0,11,494,734,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0056CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,B,1,0,B,160,126,37,8,18,5,10,40,7,12,0,7,13,8,1,0,2,1,0,1,,,,,,,456,0,15,471,748,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0057BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,C,1,0,C01,177,99,42,11,31,5,8,36,1,11,3,3,7,9,0,0,0,2,0,1,,,,,,,446,0,18,464,748,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0057CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,B,1,0,B,95,58,19,10,7,4,2,45,2,2,1,3,2,1,0,0,1,0,0,0,,,,,,,252,0,6,258,411,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0058BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,C,1,0,C01,90,55,12,3,4,2,1,39,1,5,0,6,3,8,1,0,3,1,0,0,,,,,,,234,0,11,245,410,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0058CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,59,B,1,0,B,140,34,13,11,18,1,1,87,2,6,1,1,1,0,0,0,1,1,0,1,,,,,,,319,0,12,331,527,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0059BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,60,B,1,0,B,31,34,5,2,7,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,,,,,,,87,0,8,95,126,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0060BAS00.jpg
1,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS ,61,B,1,0,B,6,63,3,3,94,3,66,8,1,34,0,7,0,0,0,0,1,0,0,0,,,,,,,289,0,13,302,411,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0061BAS00.jpg
1,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS ,61,C,1,0,C01,2,41,2,2,111,1,68,15,7,22,0,7,0,1,0,0,0,0,0,0,,,,,,,279,0,19,298,411,Acta levantada en consejo,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/A0061CON01.jpg
