ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
16,MICHOACAN,11,BRISEÑAS,6,11,34,1731,73,35,155,22,1794,191,,,,,,3,1,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4046,0,267,4313,6266,http://iem.org.mx/actas_mpio/A4_BRISEÑAS.pdf
16,MICHOACAN,12,BUENAVISTA,23,55,547,1963,4632,774,578,204,69,7898,,,,,,117,59,3,32,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17158,1,631,17790,31230,http://iem.org.mx/actas_mpio/A4_BUENAVISTA.pdf
16,MICHOACAN,13,CARÁCUARO,12,16,804,1324,2477,29,38,12,,33,,,81,176,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976,3,362,5341,7441,http://iem.org.mx/actas_mpio/A4_CARÁCUARO.pdf
16,MICHOACAN,14,COAHUAYANA,12,20,162,396,1988,51,33,28,3116,358,,,0,11,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6155,0,518,6673,10578,http://iem.org.mx/actas_mpio/A4_COAHUAYANA.pdf
16,MICHOACAN,15,COALCOMÁN DE VAZQUEZ PALLARES,17,30,232,4611,2948,105,,69,45,477,,,,,,57,56,4,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8626,1,452,9079,14274,http://iem.org.mx/actas_mpio/A4_COALCOMÁN DE VAZQUEZ PALLARES.pdf
16,MICHOACAN,16,COENEO,29,42,260,3286,3009,199,,77,193,1295,1273,,,,,34,32,4,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9702,17,601,10320,18795,http://iem.org.mx/actas_mpio/A4_COENEO.pdf
16,MICHOACAN,17,CONTEPEC,13,39,188,6638,1104,1202,242,143,1007,2897,,,0,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13776,0,834,14610,22656,http://iem.org.mx/actas_mpio/A4_CONTEPEC.pdf
16,MICHOACAN,18,COPÁNDARO,6,12,148,1016,1243,1049,566,71,190,121,,,,,,31,28,0,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512,1,175,4688,7283,http://iem.org.mx/actas_mpio/A4_COPÁNDARO.pdf
16,MICHOACAN,19,COTIJA,19,36,2644,1012,376,202,648,157,85,3450,,,38,37,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8721,1,425,9147,16692,http://iem.org.mx/actas_mpio/A4_COTIJA.pdf
16,MICHOACAN,20,CUITZEO,16,42,621,1885,1479,1833,204,880,3410,1298,,,33,12,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12068,24,762,12854,22454,http://iem.org.mx/actas_mpio/A4_CUITZEO.pdf
16,MICHOACAN,21,CHARAPAN,4,9,75,220,583,108,946,31,104,707,,,,,,2,5,0,1,8,,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,253,344,4039,5929,http://iem.org.mx/actas_mpio/A4_CHARAPAN.pdf
16,MICHOACAN,22,CHARO,15,29,2601,686,327,142,2398,82,2194,1388,,,,,,58,45,10,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9979,1,462,10442,16105,http://iem.org.mx/actas_mpio/A4_CHARO.pdf
16,MICHOACAN,23,CHAVINDA,11,18,1108,344,467,105,1590,82,,760,,,,,,34,37,10,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4572,8,221,4801,8988,http://iem.org.mx/actas_mpio/A4_CHAVINDA.pdf
16,MICHOACAN,24,CHERÁN,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,Sin dato
16,MICHOACAN,25,CHILCHOTA,15,40,260,4114,3118,915,174,144,228,5737,,,,,,52,30,2,16,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14939,1,520,15460,23573,http://iem.org.mx/actas_mpio/A4_CHILCHOTA.pdf
16,MICHOACAN,26,CHINICUILA,8,11,18,1010,1164,141,,7,,248,,,,,,9,8,0,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634,0,92,2726,3955,http://iem.org.mx/actas_mpio/A4_CHINICUILA.pdf
16,MICHOACAN,27,CHUCÁNDIRO,6,11,48,1464,874,24,,15,,220,,,,,,15,11,1,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686,0,112,2798,4942,http://iem.org.mx/actas_mpio/A4_CHUCÁNDIRO.pdf
16,MICHOACAN,28,CHURINTZIO,8,13,0,524,1380,65,22,0,,864,,,,26,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2903,0,137,3040,6014,http://iem.org.mx/actas_mpio/A4_CHURINTZIO.pdf
16,MICHOACAN,29,CHURUMUCO,13,22,6,4511,2073,34,512,19,,177,,,0,57,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7390,0,349,7739,11076,http://iem.org.mx/actas_mpio/A4_CHURUMUCO.pdf
16,MICHOACAN,30,ECUANDUREO,13,23,2775,1526,366,78,,95,,1222,,,,,,52,42,7,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203,0,224,6427,11343,http://iem.org.mx/actas_mpio/A4_ECUANDUREO.pdf
16,MICHOACAN,31,EPITACIO HUERTA,11,21,94,1604,1417,94,1487,111,,2413,,,3,,,,,,,39,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7587,1,338,7926,11548,http://iem.org.mx/actas_mpio/A4_EPITACIO HUERTA.pdf
16,MICHOACAN,32,ERONGARÍCUARO,10,19,107,3436,431,540,89,67,314,2212,,,,,,3,3,0,2,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7355,3,365,7723,11327,http://iem.org.mx/actas_mpio/A4_ERONGARÍCUARO.pdf
16,MICHOACAN,33,GABRIEL ZAMORA,13,28,52,1622,3055,131,2116,57,43,2782,,,,,,10,11,0,12,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9926,3,483,10412,15944,http://iem.org.mx/actas_mpio/A4_GABRIEL ZAMORA.pdf
16,MICHOACAN,34,HIDALGO,72,154,8795,11485,2986,9816,2456,667,409,6257,,,,,,301,191,62,22,1021,,,,,,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46582,38,2586,49206,87283,http://iem.org.mx/actas_mpio/A4_HIDALGO.pdf
16,MICHOACAN,35,LA HUACANA,28,50,248,8849,1366,395,499,197,,2491,,,1,32,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14188,4,735,14927,24280,http://iem.org.mx/actas_mpio/A4_LA HUACANA.pdf
16,MICHOACAN,36,HUANDACAREO,10,18,1681,1197,1194,139,38,100,172,1461,,,30,11,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6056,6,251,6313,9892,http://iem.org.mx/actas_mpio/A4_HUANDACAREO.pdf
16,MICHOACAN,37,HUANÍQUEO,11,14,135,146,1941,473,15,20,73,1168,,,2,9,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4073,0,229,4302,7569,http://iem.org.mx/actas_mpio/A4_HUANÍQUEO.pdf
16,MICHOACAN,38,HUETAMO,45,66,445,3136,10379,387,,110,204,2919,,,,,,115,96,3,36,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17972,7,840,18819,33021,http://iem.org.mx/actas_mpio/A4_HUETAMO.pdf
16,MICHOACAN,39,HUIRAMBA,4,11,227,1311,1406,913,123,29,,140,75,,,,,24,50,2,15,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,4,196,4581,6406,http://iem.org.mx/actas_mpio/A4_HUIRAMBA.pdf
16,MICHOACAN,40,INDAPARAPEO,13,25,186,3004,2711,167,701,50,299,976,,,,,,43,49,2,18,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8256,0,384,8640,12979,http://iem.org.mx/actas_mpio/A4_INDAPARAPEO.pdf
16,MICHOACAN,41,IRIMBO,8,20,566,2831,1726,90,54,51,,631,1185,,3,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7159,2,425,7586,11974,http://iem.org.mx/actas_mpio/A4_IRIMBO.pdf
16,MICHOACAN,42,IXTLÁN,12,20,241,2642,2832,116,34,86,,710,,,,,,115,53,3,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6870,1,272,7143,11174,http://iem.org.mx/actas_mpio/A4_IXTLÁN.pdf
16,MICHOACAN,43,JACONA,27,80,1437,7512,1051,2180,6005,2469,163,4151,,,,,,280,23,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25324,16,987,26327,50757,http://iem.org.mx/actas_mpio/A4_JACONA.pdf
16,MICHOACAN,44,JIMÉNEZ,14,24,68,2525,2745,232,217,97,17,219,,,,93,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6257,3,406,6666,12099,http://iem.org.mx/actas_mpio/A4_JIMÉNEZ.pdf
16,MICHOACAN,45,JIQUILPAN,30,63,561,3361,3594,454,733,324,469,5050,,,13,200,,,,,,316,,,,,,,884,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,16191,44,706,16941,31681,http://iem.org.mx/actas_mpio/A4_JIQUILPAN.pdf
16,MICHOACAN,46,JOSÉ SIXTO VERDUZCO,18,38,164,1564,3736,543,5592,108,232,702,,,,,,84,40,3,26,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12909,1,844,13754,20949,http://iem.org.mx/actas_mpio/A4_JOSÉ SIXTO VERDUZCO.pdf
16,MICHOACAN,47,JUÁREZ,12,20,113,538,1016,113,3223,170,24,2149,,,,,,77,16,5,27,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7533,2,285,7820,10379,http://iem.org.mx/actas_mpio/A4_JUÁREZ.pdf
16,MICHOACAN,48,JUNGAPEO,16,27,139,1245,3651,93,142,52,656,678,,,,,,32,43,0,33,28,,,,,,,,,1862,,,,,,,,,,,,,,,,,,,,,,,,,,,8654,2,591,9247,14335,http://iem.org.mx/actas_mpio/A4_JUNGAPEO.pdf
16,MICHOACAN,49,LAGUNILLAS,4,9,1214,193,84,790,484,16,7,45,,,,,,92,38,9,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033,0,183,3216,4954,http://iem.org.mx/actas_mpio/A4_LAGUNILLAS.pdf
16,MICHOACAN,50,LÁZARO CÁRDENAS,65,225,2717,7399,17308,11784,750,726,395,21674,952,,,,,147,116,15,54,,,,,,,,,,,,2172,9709,,,,,,,,,,,,,,,,,,,,,,,,75918,32,3687,79637,135477,http://iem.org.mx/actas_mpio/A4_LÁZARO CÁRDENAS.pdf
16,MICHOACAN,51,MADERO,14,25,146,2649,1915,97,,34,3462,135,,,,,,47,36,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8541,6,566,9113,13492,http://iem.org.mx/actas_mpio/A4_MADERO.pdf
16,MICHOACAN,52,MARAVATÍO,44,109,1555,1531,8736,406,7657,383,1813,4913,288,,,,,299,186,25,64,144,,,,,,,,,,,,,1314,,,,,,,,,,,,,,,,,,,,,,,29314,24,2223,31561,61435,http://iem.org.mx/actas_mpio/A4_MARAVATÍO.pdf
16,MICHOACAN,53,MARCOS CASTELLANOS,11,19,876,3323,68,59,1148,44,12,588,,,,,,24,12,5,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6177,5,238,6420,9578,http://iem.org.mx/actas_mpio/A4_MARCOS CASTELLANOS.pdf
16,MICHOACAN,54,MORELIA,351,999,34658,55981,13732,9880,17672,5582,4187,73094,29880,,,,,666,437,190,115,1293,,,,,,,,,,,,,,76869,,,,,,,,,,,,,,,,,,,,,,324236,518,15553,340307,601506,http://iem.org.mx/actas_mpio/A4_MORELIA.pdf
16,MICHOACAN,55,MORELOS,9,16,268,1720,1783,149,99,26,,180,,,,,,29,64,1,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4353,2,196,4551,7748,http://iem.org.mx/actas_mpio/A4_MORELOS.pdf
16,MICHOACAN,56,MÚGICA,24,56,199,8314,2060,0,333,131,257,0,,,,,,15,13,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11330,1,6325,17656,32731,http://iem.org.mx/actas_mpio/A4_MÚGICA.pdf
16,MICHOACAN,57,NAHUÁTZEN,9,21,287,1068,1561,123,344,168,,955,,,11,22,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555,9,606,5170,10357,http://iem.org.mx/actas_mpio/A4_NAHUÁTZEN.pdf
16,MICHOACAN,58,NOCUPÉTARO,13,17,605,2420,1582,34,,24,,454,,,21,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,0,186,5332,7156,http://iem.org.mx/actas_mpio/A4_NOCUPÉTARO.pdf
16,MICHOACAN,59,NUEVO PARANGARICUTIRO,11,26,1224,3952,3011,,,177,,,,,,,,207,91,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8682,1,757,9440,14078,http://iem.org.mx/actas_mpio/A4_NUEVO PARANGARICUTIRO.pdf
16,MICHOACAN,60,NUEVO URECHO,9,13,43,257,2225,1509,22,0,11,100,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201,1,234,4436,6025,http://iem.org.mx/actas_mpio/A4_NUEVO URECHO.pdf
16,MICHOACAN,61,NUMARÁN,9,17,2187,906,1522,73,,0,270,568,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5582,1,212,5795,9526,http://iem.org.mx/actas_mpio/A4_NUMARÁN.pdf
16,MICHOACAN,62,OCAMPO,11,26,488,943,3070,2625,212,65,224,317,31,,11,,,,,,,195,,,,,,,,,,,,,,,2411,,,,,,,,,,,,,,,,,,,,,10592,0,810,11402,15434,http://iem.org.mx/actas_mpio/A4_OCAMPO.pdf
16,MICHOACAN,63,PAJACUARÁN,18,32,1827,2275,137,66,1427,939,369,2323,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9381,0,280,9661,15020,http://iem.org.mx/actas_mpio/A4_PAJACUARÁN.pdf
16,MICHOACAN,64,PANINDÍCUARO,19,29,88,431,2864,366,968,126,,2749,,,,,,44,19,4,12,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7775,82,356,8213,13795,http://iem.org.mx/actas_mpio/A4_PANINDÍCUARO.pdf
16,MICHOACAN,65,PARÁCUARO,16,33,62,1396,3614,172,334,132,49,5509,,,0,47,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11403,0,476,11879,18399,http://iem.org.mx/actas_mpio/A4_PARÁCUARO.pdf
16,MICHOACAN,66,PARACHO,15,43,164,1793,3546,191,5275,132,67,2653,,,,,,37,9,1,14,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13934,9,728,14671,23970,http://iem.org.mx/actas_mpio/A4_PARACHO.pdf
16,MICHOACAN,67,PÁTZCUARO,42,111,1425,6717,4357,2884,2833,648,458,10341,803,,,,,93,62,14,49,386,,,,,,,,,,,,,,,,1101,1927,,,,,,,,,,,,,,,,,,,34098,45,2260,36403,66653,http://iem.org.mx/actas_mpio/A4_PÁTZCUARO.pdf
16,MICHOACAN,68,PENJAMILLO,19,31,105,3294,2795,602,240,90,,1591,,,,,49,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8888,1,378,9267,15754,http://iem.org.mx/actas_mpio/A4_PENJAMILLO.pdf
16,MICHOACAN,69,PERIBÁN,12,33,2042,192,375,184,2675,127,83,1726,,,,,,181,25,5,4,129,,,,,,,,,,,,,,,,,,2886,,,,,,,,,,,,,,,,,,10634,4,471,11109,19546,http://iem.org.mx/actas_mpio/A4_PERIBÁN.pdf
16,MICHOACAN,70,LA PIEDAD,61,136,10213,7144,1966,964,318,9376,261,5260,,527,,,,,,,,423,,,,,,,,,,2074,,,,,,,,,,,,,,,,,,,,,,,,,,38526,43,1387,39956,78169,http://iem.org.mx/actas_mpio/A4_LA PIEDAD.pdf
16,MICHOACAN,71,PURÉPERO,11,22,218,1578,381,91,567,221,2053,653,953,,,,,15,3,5,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,2,380,7128,12742,http://iem.org.mx/actas_mpio/A4_PURÉPERO.pdf
16,MICHOACAN,72,PURUÁNDIRO,46,100,1796,8415,8218,2691,304,702,254,4716,,,,,,186,128,17,75,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27898,13,1469,29380,58090,http://iem.org.mx/actas_mpio/A4_PURUÁNDIRO.pdf
16,MICHOACAN,73,QUERÉNDARO,14,22,1310,609,605,312,339,36,369,1113,,,,72,,,,,,124,,,,,,,,,,,,,,,,,,,1675,,,,,,,,,,,,,,,,,6564,3,408,6975,10838,http://iem.org.mx/actas_mpio/A4_QUERÉNDARO.pdf
16,MICHOACAN,74,QUIROGA,12,31,2128,2629,942,103,833,193,,738,2264,,,,,57,34,7,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9947,4,495,10446,16608,http://iem.org.mx/actas_mpio/A4_QUIROGA.pdf
16,MICHOACAN,75,COJUMATLÁN DE RÉGULES,9,18,57,1974,2441,300,,20,16,169,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990,2,229,5221,8237,http://iem.org.mx/actas_mpio/A4_COJUMATLÁN DE RÉGULES.pdf
16,MICHOACAN,76,LOS REYES,35,92,8540,4055,5006,818,221,415,2363,3918,1172,,174,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26770,4,1601,28375,52620,http://iem.org.mx/actas_mpio/A4_LOS REYES.pdf
16,MICHOACAN,77,SAHUAYO,49,95,13989,7878,820,276,317,187,171,2989,,214,,,,,,,,54,,,,,,,,,,,,,,,,,,,,2549,,,,,,,,,,,,,,,,29444,15,1178,30637,53202,http://iem.org.mx/actas_mpio/A4_SAHUAYO.pdf
16,MICHOACAN,78,SAN LUCAS,20,29,74,4500,636,2462,25,0,,452,,,,4,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8451,0,490,8941,14222,http://iem.org.mx/actas_mpio/A4_SAN LUCAS.pdf
16,MICHOACAN,79,SANTA ANA MAYA,11,18,480,790,380,556,27,1188,,932,1467,,,,,61,7,17,9,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5971,3,240,6214,10891,http://iem.org.mx/actas_mpio/A4_SANTA ANA MAYA.pdf
16,MICHOACAN,80,SALVADOR ESCALANTE,24,56,494,1488,4153,603,1068,239,,1706,3983,,,,,62,63,8,31,79,,,,,,,,,,,,,,,,,,,,,4756,,,,,,,,,,,,,,,18733,3,1585,20321,34040,http://iem.org.mx/actas_mpio/A4_SALVADOR ESCALANTE.pdf
16,MICHOACAN,81,SENGUIO,11,26,1423,3069,1907,69,308,638,65,1272,282,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9054,2,581,9637,14866,http://iem.org.mx/actas_mpio/A4_SENGUIO.pdf
16,MICHOACAN,82,SUSUPUATO,10,15,22,1829,933,121,11,980,,1218,,,24,2,,,,,,45,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,5275,0,176,5451,6896,http://iem.org.mx/actas_mpio/A4_SUSUPUATO.pdf
16,MICHOACAN,83,TACÁMBARO,38,94,3428,7730,7720,648,984,461,670,5549,,,,,,271,235,27,52,189,,,,,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,,,,28816,10,1571,30397,53752,http://iem.org.mx/actas_mpio/A4_TACÁMBARO.pdf
16,MICHOACAN,84,TANCÍTARO,15,35,2663,2835,2300,186,384,216,,822,,,58,71,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9589,1,545,10135,20556,http://iem.org.mx/actas_mpio/A4_TANCÍTARO.pdf
16,MICHOACAN,85,TANGAMANDAPIO,14,40,1516,3029,3574,155,1000,419,,1679,470,,,,,73,67,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,2,673,12690,22328,http://iem.org.mx/actas_mpio/A4_TANGAMANDAPIO.pdf
16,MICHOACAN,86,TANGANCÍCUARO,27,50,5099,3871,493,165,1000,201,331,1169,,,,,,127,53,33,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12570,5,531,13106,26744,http://iem.org.mx/actas_mpio/A4_TANGANCÍCUARO.pdf
16,MICHOACAN,87,TANHUATO,11,22,233,108,1031,542,154,36,,278,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,4543,,,,,,,,,,,,6950,2,315,7267,11408,http://iem.org.mx/actas_mpio/A4_TANHUATO.pdf
16,MICHOACAN,88,TARETAN,9,20,4473,1403,424,57,,16,26,397,,,,,,162,168,17,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7158,2,266,7426,11282,http://iem.org.mx/actas_mpio/A4_TARETAN.pdf
16,MICHOACAN,89,TARÍMBARO,40,109,2554,6537,4320,6835,6595,2009,822,3759,,213,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34084,27,1621,35732,63149,http://iem.org.mx/actas_mpio/A4_TARÍMBARO.pdf
16,MICHOACAN,90,TEPALCATEPEC,16,28,2305,2680,1808,134,74,103,34,1025,,,76,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8273,1,626,8900,16605,http://iem.org.mx/actas_mpio/A4_TEPALCATEPEC.pdf
16,MICHOACAN,91,TINGAMBATO,5,12,32,1617,2048,107,98,43,,1070,,,,,,5,19,0,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,6,200,5274,7186,http://iem.org.mx/actas_mpio/A4_TINGAMBATO.pdf
16,MICHOACAN,92,TINGÜINDÍN,11,21,2432,1536,556,59,876,41,207,868,,,9,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6599,3,208,6810,11042,http://iem.org.mx/actas_mpio/A4_TINGÜINDÍN.pdf
