CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PVEM,NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PRD,PT,PRD_PT,MC,PSD,MORENA,ES,PH,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,6,B,3,88,40,5,3,0,2,0,3,63,,2,114,0,43,22,,,,0,388,9,397,569,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,6,C01,2,83,28,3,0,0,0,8,6,63,,8,127,2,36,26,,,,0,392,12,404,569,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,6,C02,2,65,71,4,0,0,0,0,3,56,,4,131,2,35,12,,,,0,385,10,395,569,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,7,B,1,73,22,25,0,0,1,3,7,19,,3,109,7,12,77,,,,0,359,7,366,532,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,7,C01,0,65,21,34,1,3,2,3,3,17,,5,117,5,12,62,,,,0,350,16,366,531,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,8,B,1,82,30,37,2,2,0,10,4,4,,7,102,4,13,106,,,,0,404,12,416,593,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,8,C01,4,80,31,28,3,0,1,3,4,11,,2,115,2,14,107,,,,0,405,10,415,593,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,9,B,1,50,28,13,2,3,1,2,7,24,,6,84,2,82,16,,,,0,321,23,344,520,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,9,C01,1,44,36,15,4,3,0,4,26,10,,4,84,0,71,20,,,,0,322,10,332,520,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,9,E01,1,25,73,8,3,0,1,1,17,16,,6,45,1,87,10,,,,0,294,8,302,452,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,10,B,3,60,22,13,0,3,4,4,28,42,,19,165,0,47,18,,,,0,428,19,447,642,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,10,C01,2,48,17,12,0,0,0,4,13,35,,37,159,0,40,8,,,,0,375,16,391,642,ACTA CASILLA,,,
,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,11,B,3,46,28,42,2,1,6,6,2,10,,19,212,1,101,4,,,,0,483,3,486,692,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,12,B,66,6,16,52,,,,,10,35,,27,76,8,0,75,18,,,0,389,7,396,571,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,12,C01,60,11,14,51,,,,,6,39,,33,55,5,2,96,24,,,0,396,9,405,571,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,12,C02,63,6,13,58,,,,,5,23,,33,56,2,1,104,16,,,0,380,5,385,571,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,12,C03,71,4,18,36,,,,,10,30,,57,72,0,1,77,18,,,0,394,8,402,570,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,13,B,56,14,10,47,,,,,6,38,,56,82,0,5,106,14,,,0,434,4,438,589,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,13,C01,68,11,14,70,,,,,7,23,,39,90,1,2,68,10,,,0,403,10,413,589,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,13,C02,71,13,22,53,,,,,5,33,,53,96,2,2,75,15,,,0,440,9,449,588,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,14,B,88,3,14,68,,,,,7,28,,59,96,2,8,95,15,,,0,483,10,493,698,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,14,C01,102,3,13,64,,,,,7,32,,41,106,2,5,88,30,,,0,493,7,500,697,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,15,B,77,7,9,39,,,,,18,42,,39,79,1,3,59,19,,,0,392,21,413,660,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,15,C01,98,7,11,29,,,,,11,28,,45,68,2,0,64,24,,,0,387,33,420,660,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,15,C02,92,13,4,38,,,,,15,34,,47,63,4,3,68,18,,,0,399,16,415,659,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,16,B,175,7,5,25,,,,,8,19,,33,27,4,2,79,27,,,0,411,9,420,718,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,17,B,90,7,10,27,,,,,14,14,,28,91,3,0,127,27,,,0,438,15,453,683,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,17,C01,90,17,6,42,,,,,17,31,,27,67,5,3,143,12,,,0,460,7,467,683,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,18,B,67,1,6,13,,,,,3,8,,26,34,9,1,55,137,,,0,360,20,380,504,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,18,C01,58,2,3,14,,,,,5,14,,25,34,2,2,92,86,,,0,337,7,344,504,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,19,B,94,9,5,15,,,,,10,25,,27,47,14,2,71,14,,,0,333,12,345,636,ACTA CASILLA,ANULADA,SDF-JRC-293/2015,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,19,C01,96,8,3,15,,,,,6,20,,32,53,10,2,86,14,,,1,345,7,353,635,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,19,C02,108,8,3,17,,,,,4,14,,31,45,10,1,85,12,,,0,338,7,345,635,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,19,C03,138,9,7,16,,,,,3,9,,23,34,9,6,76,13,,,0,343,14,357,635,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,19,C04,111,6,4,15,,,,,7,26,,27,26,12,1,91,14,,,0,340,12,352,635,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,20,B,50,18,24,3,,,,,3,0,,4,1,31,2,23,11,,,1,170,19,190,432,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,21,B,53,15,24,4,,,,,4,1,,5,0,41,10,20,18,,,0,195,16,211,464,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,22,B,59,16,29,4,,,,,6,5,,9,3,25,10,26,19,,,2,211,18,231,584,ACTA CASILLA,,,
,17,MORELOS,13,YAUTEPEC ORIENTE ,2,ATLATLAHUCAN ,23,B,31,16,21,4,,,,,3,1,,14,3,19,2,20,12,,,0,146,16,162,318,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,24,B,77,44,48,16,,,,,28,41,,2,22,13,0,38,,,,0,329,19,348,566,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,24,C01,73,42,68,14,,,,,32,35,,2,20,20,2,35,,,,0,343,25,368,566,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,24,C02,78,42,71,6,,,,,16,59,,2,23,9,4,32,,,,0,342,23,365,566,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,25,B,92,41,73,12,,,,,16,48,,4,22,16,0,25,,,,0,349,3,352,527,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,25,C01,63,62,87,25,,,,,28,40,,1,7,16,0,17,,,,0,346,8,354,527,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,26,B,77,54,108,12,,,,,27,43,,2,17,29,0,42,,,,0,411,12,423,628,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,26,C01,69,54,73,7,,,,,26,53,,4,36,17,0,47,,,,0,386,13,399,628,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,26,C02,85,55,85,6,,,,,21,47,,2,20,12,2,51,,,,0,386,15,401,628,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,26,C03,60,47,92,10,,,,,31,53,,1,24,13,0,45,,,,0,376,14,390,627,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,27,B,73,68,82,14,,,,,30,55,,2,22,12,0,45,,,,0,403,13,416,588,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,27,C01,80,54,87,12,,,,,37,42,,1,22,10,0,43,,,,0,388,8,396,588,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,28,B,82,68,69,28,,,,,20,31,,9,13,9,0,29,,,,0,358,8,366,551,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,28,C01,85,63,56,8,,,,,31,23,,4,19,14,3,34,,,,0,340,11,351,551,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,29,B,113,55,86,15,,,,,26,52,,5,17,9,0,19,,,,0,397,19,416,683,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,29,C01,114,57,103,16,,,,,31,44,,3,10,7,0,26,,,,0,411,19,430,683,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,29,C02,98,83,83,22,,,,,31,43,,1,11,6,0,37,,,,0,415,27,442,683,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,30,B,115,49,93,23,,,,,11,95,,2,13,6,0,35,,,,0,442,16,458,713,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,30,C01,98,64,112,16,,,,,17,68,,0,9,13,1,33,,,,0,431,23,454,713,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,31,B,103,57,87,20,,,,,11,64,,2,11,9,0,27,,,,0,391,6,397,660,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,31,C01,150,52,73,9,,,,,15,56,,1,19,17,0,32,,,,0,424,13,437,659,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,31,C02,145,48,86,10,,,,,33,64,,0,11,12,1,25,,,,0,435,23,458,659,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,32,B,51,88,62,12,,,,,27,51,,2,13,21,0,23,,,,0,350,10,360,550,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,32,C01,45,84,70,6,,,,,23,36,,0,19,16,1,15,,,,0,315,19,334,550,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,33,B,23,78,61,10,,,,,14,60,,28,42,21,1,19,,,,0,357,14,371,516,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,33,C01,14,72,60,6,,,,,10,65,,28,64,8,0,9,,,,0,336,14,350,516,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,33,C02,8,70,77,10,,,,,10,53,,26,51,10,2,13,,,,0,330,17,347,516,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,34,B,25,30,18,2,,,,,7,29,,11,9,1,0,8,,,,0,140,8,148,215,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,35,B,6,80,152,9,,,,,13,51,,8,5,17,1,9,,,,0,351,15,366,570,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,35,C01,12,78,133,6,,,,,8,59,,5,10,16,0,12,,,,0,339,15,354,570,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,36,B,7,42,102,13,,,,,11,49,,9,8,28,0,8,,,,0,277,16,293,489,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,36,C01,16,38,92,13,,,,,8,33,,12,12,13,1,7,,,,0,245,16,261,488,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,37,B,7,46,111,5,,,,,16,34,,7,19,24,2,11,,,,0,282,19,301,499,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,37,C01,11,44,108,16,,,,,12,30,,10,25,29,0,13,,,,0,298,8,306,499,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,38,B,40,68,88,12,,,,,3,49,,4,30,7,1,37,,,,1,339,15,355,555,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,38,C01,33,68,62,10,,,,,7,50,,5,30,16,2,30,,,,0,313,14,327,554,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,38,C02,32,59,56,10,,,,,17,51,,3,18,9,0,38,,,,0,293,11,304,554,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,39,B,19,82,100,9,,,,,10,16,,1,22,5,1,47,,,,0,312,12,324,524,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,39,C01,25,69,82,5,,,,,12,24,,2,21,4,1,42,,,,0,287,12,299,524,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,40,B,78,70,66,3,,,,,13,12,,1,13,3,0,11,,,,0,270,9,279,459,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,40,C01,68,88,69,8,,,,,18,9,,1,8,9,0,9,,,,0,287,8,295,458,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,41,B,69,63,54,13,,,,,11,11,,2,3,11,1,14,,,,0,252,27,279,432,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,41,C01,101,64,48,7,,,,,12,10,,1,3,18,0,15,,,,0,279,8,287,431,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,42,B,25,136,14,1,,,,,8,26,,1,2,10,0,3,,,,0,226,11,237,329,ACTA CASILLA,,,
,17,MORELOS,18,JONACATEPEC,3,AXOCHIAPAN,43,B,118,91,38,4,,,,,37,87,,1,15,8,0,20,,,,0,419,18,437,730,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,44,B,12,80,28,104,,,,,41,5,,1,28,5,16,5,,,,0,325,14,339,611,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,44,C01,14,86,31,107,,,,,30,3,,1,19,6,10,3,,,,0,310,13,323,611,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,44,C02,8,88,41,105,,,,,26,3,,1,19,6,7,4,,,,0,308,15,323,610,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,45,B,10,104,59,161,,,,,36,1,,2,45,9,9,2,,,,0,438,14,452,693,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,16,AYALA,4,AYALA,45,C01,6,119,64,156,,,,,27,0,,1,27,8,8,1,,,,0,417,12,429,693,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,45,C02,16,138,68,108,,,,,20,0,,1,43,14,10,2,,,,0,420,19,439,693,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,46,B,1,117,17,133,,,,,23,2,,0,5,14,8,4,,,,0,324,17,341,552,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,46,C01,9,99,12,143,,,,,22,0,,2,26,9,7,1,,,,0,330,17,347,552,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,47,B,15,75,24,89,,,,,24,0,,2,12,3,11,2,,,,0,257,12,269,507,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,47,C01,10,86,12,74,,,,,30,2,,1,16,7,8,1,,,,0,247,0,247,507,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,47,C02,7,80,18,83,,,,,33,2,,2,8,4,9,2,,,,0,248,23,271,506,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,48,B,5,87,44,49,,,,,30,1,,0,8,2,3,2,,,,0,231,15,246,529,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,48,C01,13,80,57,43,,,,,21,2,,1,6,8,9,1,,,,0,241,16,257,529,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,48,C02,9,71,54,52,,,,,16,2,,2,8,4,3,2,,,,0,223,16,239,528,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,49,B,11,198,164,93,,,,,25,2,,0,14,5,3,2,,,,0,517,10,527,741,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,49,C01,5,204,153,104,,,,,23,2,,0,6,5,3,2,,,,0,507,20,527,740,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,16,AYALA,4,AYALA,50,B,5,150,169,66,,,,,18,1,,0,9,3,3,1,,,,0,425,17,442,661,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,50,C01,2,178,150,40,,,,,16,4,,0,4,6,6,1,,,,0,407,10,417,661,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,51,B,2,136,100,59,,,,,4,1,,0,6,5,4,4,,,,1,321,13,335,479,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,51,C01,2,155,71,91,,,,,1,1,,2,2,3,5,2,,,,1,335,13,349,479,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,52,B,4,117,105,53,,,,,14,1,,1,3,8,5,0,,,,0,311,20,331,520,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,52,C01,5,104,114,59,,,,,10,0,,2,4,6,2,5,,,,0,311,11,322,519,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,52,C02,9,96,105,37,,,,,9,2,,0,7,5,3,2,,,,0,275,22,297,519,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,53,B,10,52,67,48,,,,,12,4,,1,10,5,4,1,,,,0,214,16,230,380,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,54,B,19,80,10,128,,,,,26,2,,3,10,17,15,6,,,,0,316,27,343,687,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,54,C01,17,63,8,140,,,,,39,6,,5,1,23,5,6,,,,0,313,13,326,686,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,55,B,9,45,4,136,,,,,7,5,,5,3,4,6,1,,,,0,225,16,241,599,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,55,C01,9,60,12,139,,,,,21,1,,0,8,4,7,2,,,,0,263,25,288,598,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,55,C02,23,44,14,137,,,,,16,3,,0,6,14,4,3,,,,0,264,12,276,598,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,55,E01,6,64,9,33,,,,,20,1,,1,12,5,14,6,,,,0,171,15,186,436,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,55,E01C01,4,53,10,37,,,,,22,1,,2,5,6,10,2,,,,0,152,14,166,436,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,56,B,15,70,6,194,,,,,21,0,,3,9,23,6,2,,,,0,349,20,369,660,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,56,C01,9,79,8,215,,,,,8,3,,3,5,14,5,2,,,,0,351,18,369,659,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,57,B,18,49,8,212,,,,,11,1,,4,4,11,11,4,,,,0,333,26,359,675,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,16,AYALA,4,AYALA,57,C01,13,72,6,237,,,,,15,1,,1,2,9,6,3,,,,0,365,17,382,675,ACTA LEVANTADA EN CONSEJO,,,
,17,MORELOS,16,AYALA,4,AYALA,58,B,15,84,12,187,,,,,10,0,,2,2,13,10,1,,,,0,336,21,357,660,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,58,C01,14,75,13,227,,,,,17,0,,4,2,3,11,0,,,,0,366,15,381,659,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,59,B,19,80,11,176,,,,,20,2,,0,1,7,8,0,,,,1,324,13,338,649,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,59,C01,14,100,12,152,,,,,17,1,,0,2,9,6,2,,,,0,315,13,328,649,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,59,C02,13,97,20,185,,,,,18,6,,1,4,8,5,6,,,,0,363,14,377,649,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,59,C03,14,117,4,196,,,,,12,0,,3,4,5,6,1,,,,0,362,15,377,649,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,60,B,24,149,19,99,,,,,28,7,,4,1,15,6,4,,,,0,356,24,380,699,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,61,B,15,41,12,71,,,,,25,9,,7,2,15,16,5,,,,1,218,15,234,623,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,61,C01,13,80,10,63,,,,,27,10,,8,0,10,8,6,,,,0,235,8,243,622,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,61,C02,10,46,7,85,,,,,31,8,,4,2,10,12,4,,,,0,219,3,222,622,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,62,B,10,97,36,87,,,,,44,21,,5,6,18,3,2,,,,0,329,22,351,741,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,62,C01,11,94,40,93,,,,,45,11,,6,3,16,8,3,,,,0,330,21,351,741,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,62,C02,15,105,38,98,,,,,45,12,,10,3,20,3,6,,,,0,355,20,375,741,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,63,B,27,65,34,33,,,,,9,6,,10,5,23,10,19,,,,1,241,17,259,729,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,64,B,14,85,29,55,,,,,23,5,,7,6,25,11,10,,,,0,270,18,288,674,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,65,B,32,100,37,96,,,,,46,1,,0,4,12,5,3,,,,0,336,38,374,691,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,65,C01,42,82,39,105,,,,,28,2,,1,8,14,6,1,,,,0,328,29,357,690,ACTA CASILLA,,,
,17,MORELOS,16,AYALA,4,AYALA,66,B,21,89,56,41,,,,,41,1,,1,12,10,5,1,,,,0,278,26,304,636,ACTA CASILLA,,,
