ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI_PVEM_NVA_ALIANZA,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
26,SONORA,59,CAJEME,219,523,45760,58092,0,2083,0,906,28070,0,3319,870,1996,0,0,0,0,40,141096,2738,143874,304116,0.4731
26,SONORA,15,CANANEA,19,45,4922,7029,0,408,0,137,631,0,230,0,0,0,0,0,0,4,13357,242,13603,26498,0.5134
26,SONORA,47,CARBO,2,6,821,518,0,21,0,493,349,0,0,13,0,0,0,0,0,0,2215,44,2259,3373,0.6697
26,SONORA,16,CUCURPE,3,2,399,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,1,794,990,0.802
26,SONORA,17,CUMPAS,8,12,413,0,1321,476,0,0,0,1782,4,0,0,0,0,0,0,1,3996,76,4073,5192,0.7845
26,SONORA,18,DIVISADEROS,1,2,471,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,960,1164,0.8247
26,SONORA,60,EMPALME,30,69,5809,0,6323,3954,1938,299,0,0,304,189,268,1242,0,0,0,18,20326,576,20920,39169,0.5341
26,SONORA,63,ETCHOJOA,40,79,8542,10341,0,6983,0,318,95,0,145,0,117,0,0,0,0,2,26541,681,27224,41937,0.6492
26,SONORA,19,FRONTERAS,5,12,710,0,1795,0,338,813,0,0,8,0,0,0,449,0,0,0,4113,57,4170,6165,0.6764
26,SONORA,70,GRAL. PLUTARCO ELIAS CALLES,8,17,175,0,1422,1645,0,0,2329,0,0,0,0,0,0,0,0,0,5571,0,5571,10243,0.5439
26,SONORA,20,GRANADOS,1,2,459,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,2,1018,1218,0.8358
26,SONORA,61,GUAYMAS,91,193,22251,19425,0,1558,0,3099,2496,0,2531,444,631,0,0,0,0,31,52435,1300,53766,108383,0.4961
26,SONORA,49,HERMOSILLO,417,951,100723,136917,0,3654,0,1811,18812,0,5849,0,2928,0,0,0,0,198,270694,6298,277190,552671,0.5015
26,SONORA,21,HUACHINERA,2,2,488,383,0,0,0,0,0,0,7,0,0,0,0,0,0,0,878,8,886,1010,0.8772
26,SONORA,22,HUASABAS,1,3,460,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,1296,1571,0.825
26,SONORA,64,HUATABAMPO,41,99,14334,17463,0,4437,0,178,72,0,619,0,73,0,0,0,0,6,37176,714,37896,56837,0.6667
26,SONORA,23,HUEPAC,2,3,570,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,15,1064,1307,0.8141
26,SONORA,24,IMURIS,9,17,2533,1844,0,94,0,20,649,0,83,0,0,0,0,0,0,0,5223,90,5313,9169,0.5795
26,SONORA,48,LA COLORADA,5,6,418,0,536,543,468,0,0,0,12,0,0,0,0,0,0,0,1977,38,2015,2479,0.8128
26,SONORA,25,MAGDALENA,15,39,3238,7572,0,1225,0,0,0,0,159,0,0,0,0,0,0,0,12194,245,12439,22662,0.5489
26,SONORA,50,MAZATAN,1,3,381,460,0,75,0,0,325,0,1,0,0,0,0,0,0,0,1242,19,1261,1508,0.8362
26,SONORA,26,MOCTEZUMA,4,9,1498,1602,0,0,0,0,0,0,46,0,0,0,0,0,0,0,3146,21,3167,4022,0.7874
26,SONORA,27,NACO,4,7,1525,1346,0,0,0,33,73,0,6,0,0,0,0,0,0,0,2983,49,3032,4441,0.6827
26,SONORA,28,NACORI CHICO,3,4,601,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,10,1207,1498,0.8057
26,SONORA,29,NACOZARI DE GARCIA,10,18,2077,2518,0,878,0,63,0,0,115,0,0,0,0,0,0,0,5651,68,5719,9446,0.6054
26,SONORA,65,NAVOJOA,76,193,33173,0,20943,1989,1349,760,723,0,942,0,489,0,0,0,0,28,60368,1660,62056,113338,0.5475
26,SONORA,30,NOGALES,133,294,24837,22032,0,611,0,805,17897,0,1099,551,819,0,0,0,0,21,68651,1276,69948,175374,0.3989
26,SONORA,66,ONAVAS,1,2,318,0,304,0,130,0,0,0,0,0,0,0,0,0,0,0,752,5,757,908,0.8337
26,SONORA,51,OPODEPE,5,6,608,451,0,0,0,25,111,0,0,0,443,0,0,0,0,0,1638,49,1687,2177,0.7749
26,SONORA,31,OQUITOA,1,1,165,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,450,2,452,532,0.8496
26,SONORA,52,PITIQUITO,6,13,1042,1711,0,309,0,43,880,0,10,0,60,0,0,0,0,1,4055,62,4118,5921,0.6955
26,SONORA,53,PUERTO PEÑASCO,18,67,12853,0,8197,160,77,120,358,0,367,82,295,0,0,0,0,3,22509,438,22950,42190,0.544
26,SONORA,67,QUIRIEGO,3,6,1308,1021,0,31,0,0,87,0,13,0,0,0,0,0,0,0,2460,28,2488,3414,0.7288
26,SONORA,54,RAYON,3,4,729,920,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1663,14,1677,2188,0.7665
26,SONORA,68,ROSARIO,6,9,1561,1639,0,0,0,0,0,0,11,13,0,0,0,0,0,0,3224,41,3265,4641,0.7035
26,SONORA,32,SAHUARIPA,12,12,1199,1937,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3138,45,3184,4581,0.695
26,SONORA,33,SAN FELIPE DE JESUS,1,1,217,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,7,440,508,0.8661
26,SONORA,72,SAN IGNACIO RIO MUERTO,8,21,975,0,2265,634,638,0,237,0,91,0,12,0,0,0,1863,1,6715,158,6874,10092,0.6811
26,SONORA,34,SAN JAVIER,1,2,42,0,326,309,0,0,0,0,0,0,0,0,0,0,0,0,677,4,681,776,0.8776
26,SONORA,55,SAN LUIS RIO COLORADO,91,237,21923,0,15088,819,2910,330,506,0,4392,408,2516,0,0,0,0,72,48892,1554,50518,139009,0.3634
26,SONORA,56,SAN MIGUEL DE HORCASITAS,4,8,981,900,0,198,0,0,649,0,120,0,27,0,0,12,0,1,2887,99,2987,4722,0.6326
26,SONORA,35,SAN PEDRO DE LA CUEVA,3,5,749,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,7,1729,2101,0.8229
26,SONORA,36,SANTA ANA,12,23,2761,3973,0,0,0,102,564,0,41,42,0,0,0,0,0,0,7483,114,7597,12040,0.631
26,SONORA,37,SANTA CRUZ,1,3,325,0,317,265,0,0,0,0,13,0,0,0,0,0,0,0,920,12,932,1347,0.6919
26,SONORA,38,SARIC,2,4,198,0,469,0,560,0,115,0,0,0,0,0,0,0,0,0,1342,36,1378,1799,0.766
26,SONORA,39,SOYOPA,6,5,698,0,403,0,598,0,0,0,0,0,0,0,0,0,0,0,1699,33,1732,2083,0.8315
26,SONORA,40,SUAQUI GRANDE,1,2,513,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,6,1194,1395,0.8559
26,SONORA,41,TEPACHE,3,2,587,0,488,2,0,0,0,0,0,0,0,0,0,0,0,0,1077,24,1101,1445,0.7619
26,SONORA,42,TRINCHERAS,3,3,638,705,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1347,11,1358,1677,0.8098
26,SONORA,43,TUBUTAMA,5,5,336,0,528,0,0,0,131,0,95,0,0,0,0,0,0,0,1090,7,1097,1454,0.7545
26,SONORA,57,URES,13,17,1381,2361,0,1272,0,129,791,0,39,0,41,0,0,0,0,0,6014,197,6211,8849,0.7019
26,SONORA,44,VILLA HIDALGO,3,4,210,314,0,350,0,0,360,0,22,0,0,0,0,0,0,0,1256,31,1287,1636,0.7867
26,SONORA,45,VILLA PESQUEIRA,3,4,667,742,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1433,14,1447,1600,0.9044
26,SONORA,69,YECORA,7,11,1326,1999,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3391,55,3446,4323,0.7971
