ID_ENTIDAD,ID_MUNICIPIO_LOCAL,PARTIDO_CI,CANDIDATURA
11,29,MORENA,Anais Lorena Romero Hernández
11,30,PAN,Saraí Lepe Monjaras
11,30,PRI,Saraí Lepe Monjaras
11,30,PRD,Saraí Lepe Monjaras
11,30,PVEM,Miguel Gerardo Jaramillo Ortiz
11,30,PT,Ignacio Álvarez García
11,30,MC,Edgardo Arellano Salas
11,30,MORENA,Ma. Elena Venegas Ortega
11,31,PAN,Alejandro Antonio Marún González
11,31,PRI,Lucía del Carmen Gómez Dimas
11,31,PRD,Juan de Jesús Navarro Florido
11,31,PVEM,Omar Israel Rodríguez Galván
11,31,PT,María Gabriela Hernández Cortés
11,31,MC,Andoni Valverde Ambriz
11,31,MORENA,Juan Gerardo Morales Pérez
11,32,PAN,Cindy Abril Arvizu Hernández
11,32,PRI,María de la Luz Zarazúa Monjaraz
11,32,PVEM,Eduardo Armando Gerardo García Rangel
11,32,PT,Genaro Martín Zúñiga Soto
11,32,MC,Celso Antonio Mata Minutti
11,32,MORENA,Edgar Manuel Montes de la Vega
11,33,PAN,Rubén Urias Ruiz
11,33,PRI,Jairo Armando Álvarez Vaca
11,33,PRD,Cristina Leticia Arvizu Reyna
11,33,PVEM,Martha Esthela Arellano Martínez
11,33,PT,Claudia García Salinas
11,33,MC,Adolfo Villegas Villegas
11,33,MORENA,Olga Elva Becerra Ducoing
11,33,CI,Irineo Posada Martínez
11,34,PAN,Rogelio Moya Cabrera
11,34,PRI,Petra Barrera Barrera
11,34,PRD,Guillermina Hernández Hernández
11,34,PVEM,María Ángela Rodríguez Salazar
11,34,PT,Gabriela Guerrero Velázquez
11,34,MORENA,Irma Dorantes Cabrera
11,35,PAN,Fernando Gasca Almanza
11,35,PRI,Bianca Ariana Noguez Cervantes
11,35,PRD,Serafín Prieto Álvarez
11,35,PVEM,Juan Pablo Castañeda Medina
11,35,PT,Rosalba Calderón Linares
11,35,MORENA,José Ramón Villegas Reyes
11,35,CI,Fidel Armando Ruíz Ramírez
11,36,PAN,José Guadalupe Paniagua Flores
11,36,PRI,Verónica Serrato Molina
11,36,MC,Ma. Elena Flores Cardoso
11,36,MORENA,Fernando Rosas Cardoso
11,37,PAN,Janet Melanie Murillo Chávez
11,37,PRI,Janet Melanie Murillo Chávez
11,37,PRD,Janet Melanie Murillo Chávez
11,37,PVEM,Juan Antonio Morales Maciel
11,37,PT,Leonel Mata Zamora
11,37,MC,Francisco Javier Chagoya Navarro
11,37,MORENA,Carlos García Villaseñor
11,38,PAN,Alejandra Alcantar Ruíz
11,38,PRI,Katia Daniela Pineda Chávez
11,38,PVEM,Juana Gasca Hernández
11,38,PT,Ma Teresa Moreno Hernández
11,38,MC,Maria Guadalupe Martínez Martínez
11,38,MORENA,Rosa Ma. Hernández Villagrán
11,39,PAN,Moisés Maldonado López
11,39,PRI,Moisés Maldonado López
11,39,PRD,Moisés Maldonado López
11,39,PVEM,María Guadalupe Vega Maciel
11,39,PT,Adriana Bravo Maldonado
11,39,MC,Blanca Araceli Tamayo Calzada
11,39,MORENA,Saúl Trejo Rojas
11,40,PAN,Rómulo García Cabrera
11,40,PRI,Demetria Aguilar García
11,40,PVEM,Juan Gabriel Roque García
11,40,PT,Alfredo Hernández Romero
11,40,MORENA,Ma Jesús Pérez Hernández
11,41,PAN,Enrique Morales Dominguez
11,41,PRI,Enrique Morales Dominguez
11,41,PRD,Enrique Morales Dominguez
11,41,PVEM,Juan Carlos Martínez Calderón
11,41,MC,María Alejandra Álvarez López
11,41,MORENA,Leticia Serrato Guzmán
11,42,PAN,Rubén Benjamín Rico Mosqueda
11,42,PRI,Rubén Benjamín Rico Mosqueda
11,42,PRD,Rubén Benjamín Rico Mosqueda
11,42,PVEM,Daniel Venegas Escobedo
11,42,PT,Víctor Manuel Flores González
11,42,MC,María Fernanda Godínez Gómez
11,42,MORENA,Israel Mosqueda Gasca
11,43,PAN,Berenice Montes Estrada
11,43,PRI,Berenice Montes Estrada
11,43,PRD,Berenice Montes Estrada
11,43,PVEM,Marcela Ramírez Ramírez
11,43,PT,Luis Alejandro Gil Pérez
11,43,MORENA,J. Salomón Espinola Mendieta
11,44,PAN,Rosa María López Salinas
11,44,PRI,Jesús Eduardo Alanís Mosqueda
11,44,PVEM,Karla Itzel Rangel Peralta
11,44,PT,Santiago Olivares Morales
11,44,MC,Arianna Cuevas Tovar
11,44,MORENA,Cinthia Guadalupe Teniente Mendoza
11,45,PAN,Ma. Guadalupe Ramírez Esquivel
11,45,PRI,Jovana Reyes Ramírez
11,45,PRD,Francisco Orozco Martínez
11,45,PVEM,María Remedios Arvizu Oviedo
11,45,PT,Rosalba Ramírez Alvarado
11,45,MORENA,Frank Pierre Villa Landaverde
11,46,PAN,Victoria Eugenia Ramírez Zavala
11,46,PRI,Victoria Eugenia Ramírez Zavala
11,46,PRD,Victoria Eugenia Ramírez Zavala
11,46,PVEM,Ma de los Ángeles López Bedolla
11,46,PT,Mónica Escutia Maciel
11,46,MC,Ma. Teresa Barragán Aguilar
11,46,MORENA,Ymelda Martínez Torres
