CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,6,E,1,1,E01C01,,,89,10,,,,10,26,3,9,,,,72,,,0,0,0,0,219,0,49,268,575,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,7,B,1,0,B,,,15,16,,,,21,3,1,88,,,,1430,,,1,0,0,0,1575,0,0,1575,616,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,7,C,1,0,C01,,,58,15,,,,20,25,2,94,,,,127,,,0,0,0,0,341,0,68,409,615,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,B,1,0,B,,,48,12,,,,28,26,5,93,,,,115,,,1,0,0,1,329,1,71,401,618,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,C,1,0,C01,,,52,20,,,,30,28,1,116,,,,122,,,0,0,0,0,369,0,36,405,617,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,E,1,0,E01,,,9,8,,,,8,11,3,46,,,,33,,,0,0,0,0,118,1,15,134,228,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,9,B,1,0,B,,,25,3,,,,12,21,1,50,,,,53,,,0,0,0,1,166,0,19,185,294,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,10,B,1,0,B,,,10,1,,,,2,7,1,4,,,,54,,,1,0,2,0,82,0,11,93,140,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,11,B,1,0,B,,,86,22,,,,27,21,3,108,,,,120,,,0,0,0,0,387,0,37,424,580,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,11,C,1,0,C01,,,79,7,,,,21,25,2,406,,,,120,,,0,0,0,0,660,0,44,704,580,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,12,B,1,0,B,,,42,20,,,,35,54,4,114,,,,111,,,2,0,0,0,382,0,50,432,673,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,13,B,1,0,B,,,84,16,,,,14,35,2,76,,,,102,,,2,1,0,0,332,0,18,350,459,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,13,C,1,0,C01,,,52,14,,,,12,47,4,85,,,,100,,,3,0,0,0,317,0,27,344,458,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,B,1,0,B,,,42,12,,,,15,18,3,70,,,,121,,,1,0,0,0,282,0,36,318,447,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,C,1,0,C01,,,46,4,,,,9,24,2,73,,,,122,,,0,0,0,0,280,0,41,321,446,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,E,1,0,E01,,,105,10,,,,27,25,3,97,,,,131,,,2,0,1,2,403,0,61,464,633,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,E,1,1,E01C01,,,98,5,,,,8,18,2,149,,,,118,,,0,1,0,1,400,0,64,464,632,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,15,B,1,0,B,,,0,6,,3,,29,10,0,71,,,,,,74,0,0,0,0,193,0,16,209,318,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,16,B,1,0,B,,,2,7,,2,,42,33,0,44,,,,,,119,0,0,0,0,249,0,21,270,354,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,17,B,1,0,B,,,1,1,,2,,27,18,0,38,,,,,,71,1,0,0,0,159,0,18,177,244,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,18,B,1,0,B,,,1,0,,1,,13,8,0,29,,,,,,48,0,0,0,0,100,0,2,102,147,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,19,B,1,0,B,,,2,14,,1,,23,23,12,66,,,,,,68,1,0,0,0,210,0,15,225,306,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,20,B,1,0,B,,,0,0,,0,,14,1,0,40,,,,,,64,1,0,0,1,121,0,13,134,201,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,21,B,1,0,B,,,2,1,,0,,12,4,0,61,,,,,,38,0,0,0,0,118,0,7,125,203,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,22,B,1,0,B,,,0,4,,0,,16,3,0,53,,,,,,18,0,0,0,0,94,0,3,97,196,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,23,B,1,0,B,,,7,5,,6,,132,20,2,163,,,,,,157,1,0,0,1,494,0,64,558,707,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,24,B,1,0,B,,,1,0,,0,,7,2,0,46,,,,,,52,0,0,0,0,108,0,5,113,161,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,25,B,1,0,B,,,12,1,,0,,33,4,4,10,,,,,,13,0,0,0,0,77,1,5,83,106,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,26,B,1,0,B,,,3,3,,1,,29,10,1,130,,,,,,96,0,0,0,0,273,0,19,292,428,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,26,C,1,0,C01,,,2,3,,1,,19,11,1,117,,,,,,100,2,0,0,0,256,0,22,278,428,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,27,B,1,0,B,,,0,2,,0,,24,4,1,51,,,,,,53,0,0,0,0,135,0,11,146,194,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,28,B,1,0,B,,,66,4,,0,,1,12,0,76,,,,,,167,0,1,0,1,328,0,45,373,699,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,29,B,1,0,B,,,0,0,,1,,9,0,0,27,,,,,,54,0,0,0,0,91,0,2,93,135,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,30,B,1,0,B,,,2,4,,1,,38,19,3,60,,,,,,134,1,0,0,0,262,0,32,294,433,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,31,B,1,0,B,,,2,7,,5,,61,12,1,72,,,,,,95,0,0,0,0,255,0,7,262,371,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,32,B,1,0,B,,,2,8,,1,,66,9,1,82,,,,,,77,0,0,0,0,246,0,22,268,395,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,33,B,1,0,B,,,2,2,,4,,79,6,0,30,,,,,,73,0,0,0,0,196,0,14,210,332,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,B,1,0,B,,,26,9,,2,,,32,4,284,,,147,,,,1,0,0,0,505,0,55,560,709,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,C,1,0,C01,,,13,7,,1,,,21,3,268,,,186,,,,0,0,0,0,499,0,55,554,709,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,C,2,0,C02,,,21,22,,4,,,20,7,267,,,168,,,,1,0,0,1,511,0,53,564,709,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,35,B,1,0,B,,,7,12,,2,,,36,2,101,,,116,,,,1,0,0,0,277,0,26,303,393,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,35,C,1,0,C01,,,15,20,,5,,,29,1,121,,,108,,,,1,0,0,1,301,0,18,319,392,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,B,1,0,B,,,3,4,,1,,,16,0,140,,,109,,,,1,0,0,1,275,0,39,314,416,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,C,1,0,C01,,,3,5,,1,,,19,1,122,,,118,,,,0,0,0,1,270,0,39,309,415,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,E,1,0,E01,,,6,9,,4,,,37,41,159,,,141,,,,3,0,0,1,401,0,29,430,497,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,37,B,1,0,B,,,9,6,,3,,,15,3,148,,,172,,,,0,0,0,2,358,0,52,410,524,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,38,B,1,0,B,,,10,11,,0,,,9,2,134,,,100,,,,0,0,0,0,266,0,34,300,406,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,38,C,1,0,C01,,,5,6,,1,,,5,1,132,,,146,,,,0,0,1,1,298,0,13,311,405,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,B,1,0,B,,,8,9,,2,,,20,2,173,,,145,,,,0,0,0,0,359,0,33,392,518,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,C,1,0,C01,,,11,8,,0,,,13,3,166,,,160,,,,0,0,0,0,361,0,29,390,518,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,C,2,0,C02,,,13,4,,1,,,21,2,169,,,158,,,,0,0,0,0,368,0,34,402,518,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,40,B,1,0,B,,,6,2,,1,,,7,0,81,,,42,,,,0,1,0,0,140,0,10,150,178,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,B,1,0,B,,,35,16,,8,,,27,4,119,,,189,,,,1,2,0,0,401,0,57,458,593,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,C,1,0,C01,,,34,17,,2,,,20,3,116,,,204,,,,1,1,0,0,398,0,64,462,593,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,E,1,0,E01,,,1,5,,30,,,11,3,85,,,101,,,,0,0,0,0,236,0,20,256,294,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,42,B,1,0,B,,,100,2,,0,,,11,4,152,,,243,,,,0,0,0,0,512,0,46,558,676,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,42,E,1,0,E01,,,7,1,,1,,,1,0,95,,,75,,,,0,0,0,0,180,0,16,196,244,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,B,1,0,B,,,24,4,,1,,,10,2,167,,,158,,,,0,0,0,0,366,0,43,409,548,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,C,1,0,C01,,,39,4,,1,,,13,1,170,,,143,,,,0,0,0,0,371,0,43,414,548,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,C,2,0,C02,,,39,4,,1,,,6,0,162,,,165,,,,0,0,0,0,377,0,35,412,547,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,B,1,0,B,,,31,8,,0,,,14,2,181,,,201,,,,1,0,1,0,439,0,42,481,618,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,C,1,0,C01,,,21,12,,1,,,16,3,189,,,206,,,,0,0,0,0,448,0,38,486,617,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,C,2,0,C02,,,15,6,,3,,,23,2,163,,,217,,,,0,1,0,0,430,0,50,480,617,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,B,1,0,B,,,45,17,,3,,,27,1,100,,,88,,,,0,1,0,2,284,0,44,328,451,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,C,1,0,C01,,,65,13,,2,,,23,5,88,,,94,,,,3,0,0,0,293,0,37,330,450,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,E,1,0,E01,,,70,23,,3,,,24,3,124,,,101,,,,0,0,0,0,348,0,69,417,608,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,B,1,0,B,,,16,14,,8,,,22,5,215,,,182,,,,0,0,0,0,462,0,85,547,688,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,C,1,0,C01,,,18,9,,2,,,9,2,200,,,208,,,,0,0,0,0,448,0,53,501,688,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,E,1,0,E01,,,6,3,,0,,,2,0,132,,,100,,,,0,0,0,0,243,0,16,259,334,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,47,B,1,0,B,,,24,13,,3,,,10,4,191,,,107,,,,1,0,0,0,353,0,44,397,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,47,C,1,0,C01,,,16,15,,2,,,11,4,197,,,104,,,,0,0,0,0,349,0,53,402,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,B,1,0,B,,,14,49,,4,,,23,6,200,,,145,,,,1,2,0,0,444,0,42,486,659,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,C,1,0,C01,,,21,47,,1,,,23,4,222,,,122,,,,1,2,1,1,445,0,55,500,659,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,C,2,0,C02,,,19,48,,2,,,32,4,187,,,130,,,,0,0,0,0,422,0,50,472,659,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,49,B,1,0,B,,,5,2,,1,,,13,0,179,,,158,,,,0,1,0,0,359,0,32,391,478,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,49,C,1,0,C01,,,9,7,,3,,,8,0,175,,,135,,,,0,0,0,0,337,0,34,371,478,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,50,B,1,0,B,,,11,12,,0,,,25,8,219,,,203,,,,2,0,0,1,481,0,65,546,734,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,B,1,0,B,,,14,10,,2,,,6,1,200,,,115,,,,0,0,0,0,348,0,39,387,506,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,C,1,0,C01,,,16,6,,3,,,9,2,197,,,128,,,,0,0,0,0,361,0,39,400,506,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,C,2,0,C02,,,11,7,,2,,,8,2,214,,,104,,,,0,0,0,0,348,0,36,384,506,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,52,B,1,0,B,,,13,18,,4,,,20,0,152,,,138,,,,0,0,0,0,345,0,33,378,482,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,52,C,1,0,C01,,,10,16,,3,,,26,2,145,,,129,,,,1,1,0,0,333,0,46,379,482,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,B,1,0,B,,,5,6,,4,,,12,6,193,,,164,,,,0,0,0,0,390,0,39,429,604,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,C,1,0,C01,,,4,2,,0,,,17,3,203,,,163,,,,0,0,0,1,393,0,43,436,604,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,C,2,0,C02,,,18,5,,4,,,6,3,201,,,190,,,,1,2,0,0,430,0,30,460,604,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,54,B,1,0,B,,,19,4,,2,,,4,2,186,,,134,,,,0,0,0,0,351,0,31,382,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,54,C,1,0,C01,,,29,8,,1,,,5,1,194,,,113,,,,0,0,0,0,351,0,42,393,503,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,55,B,1,0,B,,,5,8,,3,,,10,1,193,,,125,,,,1,0,0,0,346,0,39,385,493,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,55,C,1,0,C01,,,3,4,,2,,,8,3,191,,,141,,,,0,0,0,0,352,1,28,381,492,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,56,B,1,0,B,,,5,8,,2,,,3,1,190,,,134,,,,0,0,0,0,343,0,32,375,442,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,56,C,1,0,C01,,,8,6,,2,,,5,2,208,,,114,,,,0,1,0,0,346,0,34,380,441,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,57,B,1,0,B,,,9,0,,2,,,8,1,339,,,166,,,,0,0,0,0,525,0,60,585,738,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,57,C,1,0,C01,,,15,1,,2,,,15,1,292,,,200,,,,0,0,1,0,527,0,62,589,738,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,58,B,1,0,B,,,6,2,,5,,,1,0,161,,,141,,,,0,0,0,0,316,0,27,343,446,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,58,C,1,0,C01,,,8,3,,1,,,2,0,174,,,119,,,,0,0,0,0,307,0,35,342,446,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,59,B,1,0,B,,,24,4,,2,,,40,1,185,,,157,,,,0,0,0,0,413,0,30,443,563,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,59,C,1,0,C01,,,19,5,,6,,,43,5,160,,,166,,,,1,0,0,2,407,0,14,421,563,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,60,B,1,0,B,57,,9,7,,8,12,,23,7,,,,173,,,,1,1,0,0,298,0,36,334,452,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,63,B,1,0,B,43,,5,3,,2,2,,3,0,,,,114,,,,0,0,0,0,172,0,13,185,282,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,64,B,1,0,B,110,,16,5,,3,5,,9,1,,,,421,,,,0,0,0,0,570,0,42,612,759,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,65,B,1,0,B,63,,5,9,,3,4,,2,4,,,,102,,,,1,1,0,0,194,0,26,220,365,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,68,B,1,0,B,132,,7,7,,5,9,,38,7,,,,174,,,,0,0,0,0,379,0,79,458,617,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,69,B,1,0,B,25,,12,12,,2,9,,15,5,,,,95,,,,0,0,0,0,175,1,30,206,250,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,70,B,1,0,B,50,,34,6,,1,6,,19,9,,,,207,,,,2,0,0,1,335,0,29,364,481,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,71,B,1,0,B,10,,3,5,,0,1,,17,7,,,,59,,,,3,0,1,1,107,13,2,122,191,ACTA CASILLA,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,72,B,1,0,B,20,,7,6,,5,6,,14,2,,,,89,,,,0,0,0,0,149,0,2,151,206,ACTA LEVANTADA EN CONSEJO,,,
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,77,B,1,0,B,10,,16,13,,5,4,,19,1,,,,112,,,,0,1,0,0,181,0,19,200,322,ACTA LEVANTADA EN CONSEJO,,,
