ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
31,YUCATAN,49,MAYAPAN,2,5,1164,1139,1,4,2,2,2,67,1,0,0,0,0,0,0,0,0,0,,2382,0,21,2403,2504,
31,YUCATAN,50,MERIDA,470,1169,160769,124680,5923,8019,6072,6739,4527,114817,5277,1783,1062,2301,166,54,2417,781,98,695,10957,457137,293,13768,471198,679846,
31,YUCATAN,51,MOCOCHA,4,5,987,1021,8,15,13,17,103,229,7,3,0,0,2,0,2,2,1,1,,2411,0,43,2454,2685,
31,YUCATAN,52,MOTUL,19,42,4940,6104,561,2600,172,286,1321,3108,130,30,0,0,16,0,31,15,4,14,,19332,5,809,20146,25509,
31,YUCATAN,53,MUNA,7,16,979,3407,1291,54,110,272,82,1276,33,0,0,0,2,0,8,14,1,4,,7533,0,251,7784,9694,
31,YUCATAN,54,MUXUPIP,3,4,561,590,7,33,4,17,657,288,9,8,0,0,2,0,0,0,0,0,,2176,0,45,2221,2359,
31,YUCATAN,55,OPICHEN,3,8,1608,1044,19,17,42,35,10,1344,1,0,0,0,3,0,3,3,0,6,,4135,0,97,4232,4852,
31,YUCATAN,56,OXKUTZCAB,16,38,6235,5369,2035,461,198,168,199,1160,29,36,31,35,14,4,18,9,0,2,,16003,1,785,16789,22275,
31,YUCATAN,57,PANABA,6,11,2489,2121,12,15,18,19,9,263,8,8,8,20,0,0,3,0,0,0,,4993,0,72,5065,5596,
31,YUCATAN,58,PETO,17,30,2923,3714,151,1476,181,109,61,2982,44,21,8,21,0,6,10,9,1,5,,11722,23,765,12510,16396,
31,YUCATAN,59,PROGRESO,30,73,7949,12376,210,263,356,267,343,4972,255,183,0,0,134,0,116,106,9,51,,27590,16,1064,28670,44094,
31,YUCATAN,60,QUINTANA ROO,1,2,284,443,0,3,3,4,2,75,3,0,0,0,0,0,0,0,0,0,,817,0,19,836,954,
31,YUCATAN,61,RIO LAGARTOS,3,6,1042,914,11,15,13,13,5,481,4,19,3,2,1,0,4,1,0,1,,2529,1,59,2589,2909,
31,YUCATAN,62,SACALUM,3,6,379,1087,259,52,27,859,9,374,20,0,0,0,0,0,1,0,0,0,,3067,0,105,3172,3670,
31,YUCATAN,63,SAMAHIL,3,7,946,1192,636,36,23,63,186,359,15,3,1,1,2,0,0,0,0,0,,3463,0,118,3581,3977,
31,YUCATAN,64,SANAHCAT,1,2,255,352,2,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,,635,0,0,635,1377,
31,YUCATAN,65,SAN FELIPE,2,3,413,777,9,6,12,7,7,370,2,1,2,10,1,1,5,0,0,1,,1624,0,33,1657,1756,
31,YUCATAN,66,SANTA ELENA,3,6,194,1486,42,13,13,533,3,198,6,0,0,0,2,0,1,3,0,0,,2494,0,52,2546,2959,
31,YUCATAN,67,SEYE,5,13,2380,1040,913,577,28,41,116,805,71,9,0,0,1,0,5,5,0,0,,5991,2,217,6210,7309,
31,YUCATAN,68,SINANCHE,3,5,940,940,2,28,11,5,1,206,8,2,0,5,0,0,3,0,0,0,,2151,0,50,2201,2533,
31,YUCATAN,69,SOTUTA,7,11,874,2034,714,20,35,17,15,343,9,0,0,0,4,0,1,2,0,0,,4068,1,139,4208,6002,
31,YUCATAN,70,SUCILA,2,5,1035,1296,16,10,11,16,3,234,5,4,1,4,0,0,1,0,0,1,,2637,0,46,2683,3008,
31,YUCATAN,71,SUDZAL,2,3,103,518,10,45,9,353,1,303,8,0,0,0,0,0,0,0,1,0,,1351,0,63,1414,1555,
31,YUCATAN,72,SUMA,2,4,267,695,9,111,4,12,7,265,9,2,0,0,0,0,2,1,0,2,,1386,0,64,1450,1705,
31,YUCATAN,73,TAHDZIU,1,4,399,1376,849,5,13,5,1,120,0,0,0,2,0,0,0,0,0,0,,2770,0,39,2809,2960,
31,YUCATAN,74,TAHMEK,2,5,844,370,13,408,11,333,217,565,10,2,0,5,0,0,2,1,0,0,,2781,0,61,2842,3092,
31,YUCATAN,75,TEABO,2,7,1118,1629,44,828,40,17,10,384,5,0,0,0,2,0,3,2,1,1,,4084,0,86,4170,4660,
31,YUCATAN,76,TECOH,10,22,4486,4145,49,157,55,63,103,881,40,0,0,0,3,0,4,1,0,0,,9987,1,266,10254,12414,
31,YUCATAN,77,TEKAL DE VENEGAS,2,4,1053,386,6,351,4,2,5,109,2,5,0,5,0,0,0,1,0,0,,1929,0,31,1960,2282,
31,YUCATAN,78,TEKANTO,6,8,889,1467,10,19,8,23,13,224,8,13,0,8,0,0,4,1,0,1,,2688,0,41,2729,3056,
31,YUCATAN,79,TEKAX,20,52,8374,7107,1536,1180,227,229,189,2501,63,54,41,67,50,11,32,16,3,8,,21688,5,999,22692,29361,
31,YUCATAN,80,TEKIT,4,13,2397,1532,19,21,33,21,1473,392,9,0,0,0,7,0,1,0,0,2,,5907,1,125,6033,7763,
31,YUCATAN,81,TEKOM,4,6,844,1319,9,12,8,12,9,260,3,0,1,3,0,0,2,2,0,1,,2485,0,31,2516,2680,
31,YUCATAN,82,TELCHAC PUEBLO,4,5,657,1215,15,17,14,33,18,270,2,5,0,0,3,0,1,7,0,1,,2258,0,89,2347,2872,
31,YUCATAN,83,TELCHAC PUERTO,2,4,543,626,7,12,30,9,112,169,13,3,0,0,5,0,0,0,0,0,,1529,0,46,1575,1806,
31,YUCATAN,84,TEMAX,6,11,2953,1304,14,3,17,8,31,180,8,3,0,2,0,0,0,0,0,0,,4523,0,64,4587,5345,
31,YUCATAN,85,TEMOZON,8,20,2201,2417,75,725,128,91,74,3462,201,4,2,9,1,1,10,12,1,14,,9428,1,137,9566,10746,
31,YUCATAN,86,TEPAKAN,3,4,154,266,832,435,6,31,1,95,1,0,0,2,0,0,0,0,0,0,,1823,1,26,1850,2081,
31,YUCATAN,87,TETIZ,2,6,810,1222,696,31,23,22,14,285,11,6,1,2,1,0,2,2,0,2,,3130,0,114,3244,3761,
31,YUCATAN,88,TEYA,2,3,121,644,33,8,1,431,2,81,5,3,0,3,0,0,0,2,0,0,,1334,0,40,1374,1616,
31,YUCATAN,89,TICUL,16,47,6713,6800,2925,506,231,270,93,3725,81,0,0,0,25,0,33,16,5,12,,21435,6,707,22148,27919,
31,YUCATAN,90,TIMUCUY,3,9,1270,1382,163,26,7,699,326,123,12,18,0,0,2,0,1,0,0,1,,4030,0,80,4110,5190,
31,YUCATAN,91,TINUM,7,16,1636,1920,54,126,40,57,1668,1051,27,0,0,0,4,0,8,1,0,2,,6594,0,268,6862,8316,
31,YUCATAN,92,TIXCACALCUPUL,4,8,225,2101,29,26,13,29,9,1367,25,0,7,14,1,0,15,3,1,12,,3877,0,88,3965,4576,
31,YUCATAN,93,TIXKOKOB,10,23,3361,3674,50,764,99,89,228,2061,75,15,0,29,0,0,24,9,6,21,,10505,0,351,10856,13450,
31,YUCATAN,94,TIXMEHUAC,4,7,468,1976,978,2,3,10,1,117,1,0,2,2,1,0,1,0,0,0,,3562,0,43,3605,3795,
31,YUCATAN,95,TIXPEUAL,6,9,852,1323,767,34,32,30,71,505,26,7,0,0,6,0,5,2,0,4,,3664,2,130,3796,4378,
31,YUCATAN,96,TIZIMIN,41,92,7040,14345,336,308,567,370,948,10755,196,47,68,142,24,5,157,56,10,54,,35428,8,1111,36547,52608,
31,YUCATAN,97,TUNKAS,4,7,423,732,10,81,5,681,2,124,2,0,0,9,0,0,3,0,0,1,,2073,0,40,2113,2804,
31,YUCATAN,98,TZUCACAB,8,17,1615,1772,1809,407,50,45,603,857,15,24,2,3,1,0,8,3,1,0,,7215,0,223,7438,9866,
31,YUCATAN,99,UAYMA,3,5,600,921,723,10,9,12,3,288,2,0,0,0,0,0,0,0,0,3,,2571,0,23,2594,2771,
31,YUCATAN,100,UCU,2,4,421,714,18,267,15,22,309,365,12,3,2,4,5,0,0,0,0,0,,2157,1,106,2264,2769,
31,YUCATAN,101,UMAN,20,66,8446,9964,415,1229,382,287,790,5439,306,57,41,73,18,11,81,35,5,28,,27607,12,879,28498,40503,
31,YUCATAN,102,VALLADOLID,33,86,6273,8966,580,531,4021,873,203,15067,271,0,41,151,17,28,154,55,12,57,,37300,8,1307,38615,53150,
31,YUCATAN,103,XOCCHEL,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2590,
31,YUCATAN,104,YAXCABA,11,19,2637,3616,29,25,28,60,9,485,7,0,0,0,4,0,11,3,0,3,,6917,1,157,7075,10233,
31,YUCATAN,105,YAXKUKUL,1,4,302,817,26,23,13,20,337,400,141,3,0,0,5,0,7,0,0,2,,2096,0,104,2200,2442,
31,YUCATAN,106,YOBAIN,3,4,460,368,140,7,9,7,13,179,4,3,0,2,0,0,2,0,0,0,,1194,0,58,1252,2030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
