"emm","yr","inegi","ife","mun","edon","date","status","check","ncoal","coal1","coal2","coal3","coal4","ncand","dextra","win","mg","dcoalpan","dcoalpri","dcoalprd","dcoalmor","dcoalpve","dcoalpt","dcoalmc","pan","pri","prd","pvem","pt","mc","morena","oth","efec","lisnom"
"ags-09.004",1995,1004,1004,"COSIO",1,19950806,"ok","",0,"none","none","none","none",6,0,"pan",0.0011,0,0,0,0,0,0,0,0.475976650202066,0.47485406376291,0.00516389762011675,0.00157162101481814,0.0269420745397396,0,0,0.0154916928603502,4454,6197
"ags-09.005",1995,1005,1005,"JESUS MARIA",1,19950806,"ok","",0,"none","none","none","none",6,0,"pri",0.1102,0,0,0,0,0,0,0,0.417102028272895,0.527350952673632,0.0182851874615857,0.00814382298709281,0.0163644744929318,0,0,0.0127535341118623,13016,23082
"ags-09.006",1995,1006,1006,"PABELLON DE ARTEAGA",1,19950806,"ok","",0,"none","none","none","none",6,0,"pri",0.0871,0,0,0,0,0,0,0,0.418772175034942,0.505859584990861,0.0418234598430276,0.0116116546607892,0.00473067412106225,0,0,0.0172024513493173,9301,14886
"ags-09.007",1995,1007,1007,"RINCON DE ROMOS",1,19950806,"ok","",0,"none","none","none","none",6,0,"pan",0.1282,0,0,0,0,0,0,0,0.524299396949273,0.396062433487052,0.0423022348350479,0.00443419652358993,0.00984391628236963,0,0,0.0230578219226676,11276,18813
"ags-09.008",1995,1008,1008,"SAN JOSE DE GRACIA",1,19950806,"ok","",0,"none","none","none","none",6,0,"pri",0.162,0,0,0,0,0,0,0,0.00660501981505945,0.517393218846323,0.0651695288419199,0.000880669308674593,0.0546014971378247,0,0,0.355350066050198,2271,3689
"ags-09.009",1995,1009,1009,"TEPEZALA",1,19950806,"ok","",0,"none","none","none","none",6,0,"pri",0.036,0,0,0,0,0,0,0,0.455661948376353,0.491673605328893,0.0176935886761032,0.00686927560366361,0.00353871773522065,0,0,0.0245628642797669,4804,7755
"ags-09.010",1995,1010,1011,"LLANO--EL",1,19950806,"ok","",0,"none","none","none","none",6,0,"pri",0.456,0,0,0,0,0,0,0,0.2042583060365,0.660271408516612,0.0828263921385119,0.0109967243799719,0.0100608329433786,0,0,0.0315863359850257,4274,7293
"ags-09.011",1995,1011,1010,"SAN FRANCISCO DE LOS ROMO",1,19950806,"ok","",0,"none","none","none","none",6,0,"pri",0.2393,0,0,0,0,0,0,0,0.342761075949367,0.582080696202532,0.0389636075949367,0.0122626582278481,0.00652689873417722,0,0,0.0174050632911392,5056,8534
"ags-10.001",1998,1001,1001,"AGUASCALIENTES",1,19980802,"ok","",0,"none","none","none","none",5,0,"pan",0.1712,0,0,0,0,0,0,0,0.536377635874587,0.365139724452292,0.0698683859310515,0.0132517504055192,0.0153625033365501,0,0,0,243515,360117
"ags-10.002",1998,1002,1002,"ASIENTOS",1,19980802,"ok","",0,"none","none","none","none",5,0,"pan",0.025,0,0,0,0,0,0,0,0.47512640678519,0.450089708041103,0.0544772467786658,0.00905235687489806,0.0112542815201435,0,0,0,12262,19568
"ags-10.003",1998,1003,1003,"CALVILLO",1,19980802,"ok","",0,"none","none","none","none",5,0,"pan",0.0729,0,0,0,0,0,0,0,0.477090456947467,0.404165371464097,0.0889027043829655,0.0110040410320174,0.0188374261734535,0,0,0,16085,28794
"ags-10.004",1998,1004,1004,"COSIO",1,19980802,"ok","",0,"none","none","none","none",5,0,"pri",0.0611,0,0,0,0,0,0,0,0.43951769739401,0.500583430571762,0.0260598988720342,0.014974718008557,0.0188642551536367,0,0,0,5142,7120
"ags-10.005",1998,1005,1005,"JESUS MARIA",1,19980802,"ok","",0,"none","none","none","none",5,0,"pan",0.2301,0,0,0,0,0,0,0,0.593609063909361,0.363491365086349,0.024089759102409,0.010229897701023,0.00857991420085799,0,0,0,18182,28373
"ags-10.006",1998,1006,1006,"PABELLON DE ARTEAGA",1,19980802,"ok","",0,"none","none","none","none",5,0,"pri",0.3687,0,0,0,0,0,0,0,0.217844827586207,0.586551724137931,0.167931034482759,0.0106034482758621,0.0170689655172414,0,0,0,11600,17690
"ags-10.007",1998,1007,1007,"RINCON DE ROMOS",1,19980802,"ok","",0,"none","none","none","none",5,0,"pri",0.0782,0,0,0,0,0,0,0,0.376053472827666,0.454301075268817,0.145669863411799,0.00733798314443476,0.0166376053472828,0,0,0,13764,22067
"ags-10.008",1998,1008,1008,"SAN JOSE DE GRACIA",1,19980802,"ok","",0,"none","none","none","none",5,0,"pri",0.0394,0,0,0,0,0,0,0,0.256241787122208,0.372864651773982,0.0354796320630749,0.00197109067017083,0.333442838370565,0,0,0,3044,4230
"ags-10.009",1998,1009,1009,"TEPEZALA",1,19980802,"ok","",0,"none","none","none","none",5,0,"pan",0.1448,0,0,0,0,0,0,0,0.54220832647688,0.397400032910976,0.0465690307717624,0.00707585979924305,0.00674675004113872,0,0,0,6077,9119
"ags-10.010",1998,1010,1011,"LLANO--EL",1,19980802,"ok","",0,"none","none","none","none",5,0,"pri",0.285,0,0,0,0,0,0,0,0.334005869405723,0.619038884812913,0.0260454878943507,0.00550256786500367,0.0154071900220103,0,0,0,5452,8400
"ags-10.011",1998,1011,1010,"SAN FRANCISCO DE LOS ROMO",1,19980802,"ok","",0,"none","none","none","none",5,0,"pan",0.053,0,0,0,0,0,0,0,0.501370697532744,0.448370392933293,0.0281754492841913,0.0118793786171185,0.0102040816326531,0,0,0,6566,10265
"ags-11.001",2001,1001,1001,"AGUASCALIENTES",1,20010805,"ok","",0,"none","none","none","none",8,0,"pan",0.1586,0,0,0,0,0,0,0,0.497730692076229,0.339142427281846,0.0692452357071214,0.0297266800401204,0.0488277331995988,0.00776705115346038,0,0.00756018054162487,159520,411332
"ags-11.002",2001,1002,1002,"ASIENTOS",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.0413,0,0,0,0,0,0,0,0.300016798252982,0.341340500587939,0.0428355451033093,0.0130186460608097,0.280866789853855,0.00201579035780279,0,0.0199059297833025,11906,21918
"ags-11.003",2001,1003,1003,"CALVILLO",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.1312,0,0,0,0,0,0,0,0.32339377092678,0.454608629730242,0.0993745656706046,0.0747994187883,0.0199633583928233,0.00132667888053573,0,0.0265335776107145,15829,32624
"ags-11.004",2001,1004,1004,"COSIO",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.1044,0,0,0,0,0,0,0,0.391042529168235,0.495483628152051,0.0447873541588257,0.0107263831388784,0.0171245765901393,0.0231464057207377,0,0.0176891230711329,5314,7833
"ags-11.005",2001,1005,1005,"JESUS MARIA",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.1546,0,0,0,0,0,0,0,0.366306590605656,0.520876319941741,0.0310110450297366,0.0218473115669377,0.0188129627381964,0.0290690617793422,0,0.0120767083383906,16478,34271
"ags-11.006",2001,1006,1006,"PABELLON DE ARTEAGA",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.1216,0,0,0,0,0,0,0,0.337683807535021,0.459236056730184,0.109892978334638,0.0162707735143131,0.047420168798399,0.0244496650134865,0,0.00504655007395806,11493,20360
"ags-11.007",2001,1007,1007,"RINCON DE ROMOS",1,20010805,"ok","",0,"none","none","none","none",8,0,"pvem",0.0573,0,0,0,0,0,0,0,0.116712450812978,0.278120127700646,0.0580592471601455,0.335436929244933,0.195931398025095,0.00683049966589947,0,0.00890934739030366,13469,24841
"ags-11.008",2001,1008,1008,"SAN JOSE DE GRACIA",1,20010805,"ok","",0,"none","none","none","none",8,0,"pt",0.0552,0,0,0,0,0,0,0,0.282500826993053,0.2772080714522,0.069798213695005,0.0228250082699305,0.337743962950711,0.00793913331128018,0,0.00198478332782005,3023,4621
"ags-11.009",2001,1009,1009,"TEPEZALA",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.1631,0,0,0,0,0,0,0,0.285311729482212,0.448397323001057,0.243923916872138,0.00686861570975696,0.0123282846072561,0.000528355054596689,0,0.00264177527298344,5678,9995
"ags-11.010",2001,1010,1011,"LLANO--EL",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.2607,0,0,0,0,0,0,0,0.239327731092437,0.5,0.0368067226890756,0.00957983193277311,0.208571428571429,0.00319327731092437,0,0.00252100840336134,5950,9235
"ags-11.011",2001,1011,1010,"SAN FRANCISCO DE LOS ROMO",1,20010805,"ok","",0,"none","none","none","none",8,0,"pri",0.1127,0,0,0,0,0,0,0,0.304990436445836,0.417666492783864,0.219961745783342,0.0119979134063641,0.028169014084507,0.00104329681794471,0,0.0161711006781429,5751,12038
"ags-12.001",2004,1001,1001,"AGUASCALIENTES",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.0188,0,1,1,0,1,1,0,0.487711834916658,0.380729329783902,0.0389975467167763,0.0333718724988691,0.0548151772975606,0.00437423878623378,0,0,229896,457859
"ags-12.002",2004,1002,1002,"ASIENTOS",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.204,0,1,1,0,1,1,0,0.4722030147974,0.139484165398977,0.256165122389711,0.00532014935693542,0.114772507260407,0.0120550407965703,0,0,14462,23863
"ags-12.003",2004,1003,1003,"CALVILLO",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.2147,0,1,1,0,1,1,0,0.496667555318582,0.183161157024793,0.27827645961077,0.0301366302319382,0.00804318848307118,0.00371500933084511,0,0,15004,35387
"ags-12.004",2004,1004,1004,"COSIO",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.1091,0,1,1,0,1,1,0,0.456322869955157,0.328783856502242,0.129490582959641,0.00711748878923767,0.0113632286995516,0.0669219730941704,0,0,5575,8587
"ags-12.005",2004,1005,1005,"JESUS MARIA",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.0353,0,1,1,0,1,1,0,0.455908688059128,0.390186619740886,0.0637182204173508,0.0163656620465881,0.0140925301304647,0.0597282796055828,0,0,20276,41057
"ags-12.006",2004,1006,1006,"PABELLON DE ARTEAGA",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.0191,0,1,1,0,1,1,0,0.387963251323575,0.323959047025849,0.198896761133603,0.0114777327935223,0.0334514170040486,0.0442517907194021,0,0,12844,22530
"ags-12.007",2004,1007,1007,"RINCON DE ROMOS",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pri-pvem-pt",0.1638,0,1,1,0,1,1,0,0.308157099697885,0.16214501510574,0.196759421211639,0.195561297503578,0.114228812211798,0.0231483542693592,0,0,12578,27042
"ags-12.008",2004,1008,1008,"SAN JOSE DE GRACIA",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.2077,0,1,1,0,1,1,0,0.473540973692168,0.113296038705776,0.238654369519202,0.00932869670396129,0.138034472331418,0.0271454490474751,0,0,3307,5039
"ags-12.009",2004,1009,1009,"TEPEZALA",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.0838,0,1,1,0,1,1,0,0.471601208459214,0.371844410876133,0.14033081570997,0.0056963746223565,0.0102235649546828,0.000303625377643504,0,0,6620,10985
"ags-12.010",2004,1010,1011,"LLANO--EL",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.0662,0,1,1,0,1,1,0,0.49420648435727,0.298006192658002,0.0715567821666685,0.00571019566704385,0.124311816677009,0.00620852847400655,0,0,6301,10086
"ags-12.011",2004,1011,1010,"SAN FRANCISCO DE LOS ROMO",1,20040801,"ok","",2,"pri-pvem-pt","prd-conve","none","none",3,0,"pan",0.0763,0,1,1,0,1,1,0,0.424944812362031,0.318074564630856,0.225323767476085,0.00913662006377238,0.0214520480745646,0.0010681873926907,0,0,8154,14489
"ags-13.001",2007,1001,1001,"AGUASCALIENTES",1,20070805,"ok","",1,"pan-pna","none","none","none",7,0,"pri",0.0285,1,0,0,0,0,0,0,0.28663519180924,0.344594964354475,0.043635296283214,0.0355758754670235,0.0104772470610476,0.239504096872248,0,0.0395773281527509,201007,505054
"ags-13.002",2007,1002,1002,"ASIENTOS",1,20070805,"ok","",1,"pan-pna","none","none","none",7,0,"pri",0.0965,1,0,0,0,0,0,0,0.291890183685562,0.461584041082362,0.0177101850023043,0.0795312397129502,0.0078346171571532,0.0639936796365791,0,0.0774560537230891,15189,26335
"ags-13.003",2007,1003,1003,"CALVILLO",1,20070805,"ok","",1,"pan-pna","none","none","none",7,0,"pan-pna",0.0404,1,0,0,0,0,0,0,0.311427961709652,0.297237973294311,0.294921041399915,0.0348149503079081,0.00865800865800866,0.0236570940796293,0,0.0292829705505762,16401,38628
"ags-13.004",2007,1004,1004,"COSIO",1,20070805,"ok","",1,"pan-pna","none","none","none",7,0,"pri",0.1251,1,0,0,0,0,0,0,0.238075704518926,0.417041854260464,0.0365182591295648,0.194097048524262,0.0105052526263132,0.0421877605469401,0,0.0615741203935301,5997,9394
"ags-13.005",2007,1005,1005,"JESUS MARIA",1,20070805,"ok","",1,"pan-pna","none","none","none",7,0,"pri",0.1268,1,0,0,0,0,0,0,0.344288457845208,0.479162665642404,0.0664970232379489,0.0352890339927021,0.0204532360284233,0.0407624351834069,0,0.0135471480699059,20828,47990
