Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 80 - SALVADOR ESCALANTE,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,122,137,676,24,86,5,11,0,0,20,0,0,0,0,0,69,0,0,0,31,1181,2315
Sección 1805 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,36,156,4,0,1,1,,,5,,,,,,24,,,0,18,283,589
C1,AC,Urna tradicional,36,25,165,8,25,0,2,,,12,,,,,,28,,,0,10,311,590
C2,AC,Urna tradicional,23,34,197,6,23,0,1,,,8,,,,,,19,,,0,17,328,590
Total,,,97,95,518,18,48,1,4,0,0,25,0,0,0,0,0,71,0,0,0,45,922,1769
Sección 1806 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,107,142,171,6,6,1,4,,,11,,,,,,8,,,0,16,472,717
C1,AC,Urna tradicional,128,136,178,7,5,5,3,,,16,,,,,,9,,,0,13,500,717
C2,AC,Urna tradicional,129,128,188,6,7,2,1,,,14,,,,,,10,,,0,23,508,717
Total,,,364,406,537,19,18,8,8,0,0,41,0,0,0,0,0,27,0,0,0,52,1480,2151
Sección 1807 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,96,164,14,13,2,2,,,7,,,,,,3,,,2,33,440,663
Total,,,104,96,164,14,13,2,2,0,0,7,0,0,0,0,0,3,0,0,2,33,440,663
Sección 1808 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,118,95,9,13,1,2,,,7,,,,,,9,,,0,19,389,630
Total,,,116,118,95,9,13,1,2,0,0,7,0,0,0,0,0,9,0,0,0,19,389,630
Sección 1809 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,37,91,287,9,0,0,1,,,13,,,,,,36,,,0,11,485,641
Total,,,37,91,287,9,0,0,1,0,0,13,0,0,0,0,0,36,0,0,0,11,485,641
Sección 1810 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,61,108,129,6,44,1,0,,,16,,,,,,10,,,0,18,393,555
C1,AC,Urna tradicional,62,136,121,5,34,1,0,,,15,,,,,,10,,,0,11,395,556
Total,,,123,244,250,11,78,2,0,0,0,31,0,0,0,0,0,20,0,0,0,29,788,1111
Sección 1811 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,117,208,5,4,0,1,,,8,,,,,,15,,,0,4,394,622
Total,,,32,117,208,5,4,0,1,0,0,8,0,0,0,0,0,15,0,0,0,4,394,622
Sección 1812 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,64,214,4,2,2,1,,,8,,,,,,14,,,0,12,334,551
C1,AC,Urna tradicional,9,96,205,4,3,0,0,,,9,,,,,,30,,,0,12,368,551
Total,,,22,160,419,8,5,2,1,0,0,17,0,0,0,0,0,44,0,0,0,24,702,1102
Sección 1813 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,91,184,1,6,1,1,,,6,,,,,,19,,,0,11,359,676
Total,,,39,91,184,1,6,1,1,0,0,6,0,0,0,0,0,19,0,0,0,11,359,676
Sección 1814 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,71,203,4,12,1,0,,,11,,,,,,17,,,0,16,349,554
Total,,,14,71,203,4,12,1,0,0,0,11,0,0,0,0,0,17,0,0,0,16,349,554
Sección 1815 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,30,263,6,1,2,0,,,4,,,,,,19,,,0,16,361,559
C1,AC,Urna tradicional,25,20,268,5,1,0,0,,,2,,,,,,26,,,0,9,356,559
Total,,,45,50,531,11,2,2,0,0,0,6,0,0,0,0,0,45,0,0,0,25,717,1118
Sección 1816 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,77,55,182,13,4,1,0,,,7,,,,,,35,,,0,11,385,592
Total,,,77,55,182,13,4,1,0,0,0,7,0,0,0,0,0,35,0,0,0,11,385,592
Sección 1817 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,33,187,12,3,0,0,,,3,,,,,,26,,,1,14,344,534
C1,AC,Urna tradicional,72,30,195,2,1,0,2,,,2,,,,,,10,,,0,7,321,534
Total,,,137,63,382,14,4,0,2,0,0,5,0,0,0,0,0,36,0,0,1,21,665,1068
Sección 1818 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,36,207,6,0,1,0,,,5,,,,,,15,,,0,9,337,535
C1,AC,Urna tradicional,61,24,177,6,2,1,1,,,2,,,,,,24,,,0,16,314,535
Total,,,119,60,384,12,2,2,1,0,0,7,0,0,0,0,0,39,0,0,0,25,651,1070
Sección 1819 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,61,124,3,7,2,1,,,5,,,,,,10,,,0,11,247,379
C1,AC,Urna tradicional,27,64,121,1,3,3,1,,,6,,,,,,5,,,1,11,243,379
Total,,,50,125,245,4,10,5,2,0,0,11,0,0,0,0,0,15,0,0,1,22,490,758
Sección 1820 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,100,192,12,0,0,0,,,14,,,,,,18,,,0,15,384,537
C1,AC,Urna tradicional,50,94,186,6,5,1,1,,,12,,,,,,16,,,0,10,381,537
Total,,,83,194,378,18,5,1,1,0,0,26,0,0,0,0,0,34,0,0,0,25,765,1074
Sección 2673 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,92,361,9,1,3,1,,,4,,,,,,20,,,0,22,573,715
Total,,,60,92,361,9,1,3,1,0,0,4,0,0,0,0,0,20,0,0,0,22,573,715
Sección 2674 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,24,103,208,10,16,1,0,,,12,,,,,,22,,,0,8,404,615
Total,,,24,103,208,10,16,1,0,0,0,12,0,0,0,0,0,22,0,0,0,8,404,615
Total municipal,,,2528,4162,11088,378,480,65,65,0,0,452,0,0,0,0,0,1036,0,0,9,653,20916,31991
