Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 68 - PENJAMILLO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,1,69,,,1,,1,99,,,,0,,1,,,,,0,1,173,383
C1,AC,Urna tradicional,3,47,,,0,,0,123,,,,1,,0,,,,,0,0,174,383
Total,,,4,116,0,0,1,0,1,222,0,0,0,1,0,1,0,0,0,0,0,1,347,766
Sección 1514 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,175,,,0,,0,95,,,,1,,0,,,,,0,6,286,711
Total,,,9,175,0,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,0,6,286,711
Sección 1515 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,72,,,0,,0,167,,,,0,,0,,,,,0,0,268,691
Total,,,29,72,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,268,691
Sección 1516 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,118,,,1,,0,142,,,,3,,1,,,,,0,6,298,696
Total,,,27,118,0,0,1,0,0,142,0,0,0,3,0,1,0,0,0,0,0,6,298,696
Total municipal,,,677,4423,0,0,30,0,14,3640,0,0,0,15,0,91,0,0,0,0,1,177,9068,18260
