Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 22 - CHARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,103,134,,,4,,1,220,,,,4,,3,,,,,0,19,488,746
Total,,,220,261,0,0,5,0,1,416,0,0,0,9,0,13,0,0,0,0,0,35,960,1492
Sección 349 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,84,,,0,,0,145,,,,0,,0,,,,,0,17,306,504
C1,AC,Urna tradicional,67,95,,,0,,0,118,,,,0,,0,,,,,0,16,296,504
C2,AC,Urna tradicional,48,81,,,1,,0,150,,,,2,,7,,,,,0,8,297,505
Total,,,175,260,0,0,1,0,0,413,0,0,0,2,0,7,0,0,0,0,0,41,899,1513
Sección 350 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,124,,,0,,1,168,,,,0,,0,,,,,0,14,397,589
Total,,,90,124,0,0,0,0,1,168,0,0,0,0,0,0,0,0,0,0,0,14,397,589
Sección 351 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,88,,,1,,1,137,,,,2,,1,,,,,0,8,364,585
C1,AC,Urna tradicional,117,78,,,1,,2,133,,,,5,,3,,,,,0,12,351,585
C2,AC,Urna tradicional,158,95,,,0,,0,113,,,,5,,3,,,,,0,9,383,585
Total,,,401,261,0,0,2,0,3,383,0,0,0,12,0,7,0,0,0,0,0,29,1098,1755
Sección 352 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,176,93,,,0,,0,75,,,,5,,2,,,,,0,8,359,585
C1,AC,Urna tradicional,157,112,,,2,,0,73,,,,2,,3,,,,,0,24,373,586
Total,,,333,205,0,0,2,0,0,148,0,0,0,7,0,5,0,0,0,0,0,32,732,1171
Sección 353 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,138,115,,,3,,8,115,,,,0,,0,,,,,0,33,412,740
Total,,,138,115,0,0,3,0,8,115,0,0,0,0,0,0,0,0,0,0,0,33,412,740
Sección 354 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,45,,,2,,0,124,,,,1,,1,,,,,0,3,251,334
Total,,,75,45,0,0,2,0,0,124,0,0,0,1,0,1,0,0,0,0,0,3,251,334
Sección 355 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,63,,,4,,1,90,,,,0,,2,,,,,0,5,199,310
Total,,,34,63,0,0,4,0,1,90,0,0,0,0,0,2,0,0,0,0,0,5,199,310
Sección 356 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,76,,,2,,0,55,,,,0,,0,,,,,0,9,263,421
Total,,,121,76,0,0,2,0,0,55,0,0,0,0,0,0,0,0,0,0,0,9,263,421
Sección 357 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,78,,,1,,1,80,,,,0,,0,,,,,0,6,242,352
Total,,,76,78,0,0,1,0,1,80,0,0,0,0,0,0,0,0,0,0,0,6,242,352
Sección 358 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,81,89,,,1,,1,122,,,,3,,4,,,,,0,10,311,460
Total,,,81,89,0,0,1,0,1,122,0,0,0,3,0,4,0,0,0,0,0,10,311,460
Sección 359 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,40,,,0,,0,121,,,,3,,1,,,,,0,11,270,481
C1,AC,Urna tradicional,94,23,,,2,,1,66,,,,0,,3,,,,,0,6,195,481
Total,,,188,63,0,0,2,0,1,187,0,0,0,3,0,4,0,0,0,0,0,17,465,962
Sección 360 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,128,,,1,,1,111,,,,0,,4,,,,,0,7,292,487
Total,,,40,128,0,0,1,0,1,111,0,0,0,0,0,4,0,0,0,0,0,7,292,487
Total municipal,,,2730,2756,0,0,46,0,20,4097,0,0,0,49,0,81,0,0,0,0,0,325,10104,15904
