Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 19 - COTIJA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,289,138,0,0,3,0,0,124,0,0,0,1,0,1,0,0,0,0,1,22,579,1095
Sección 315 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,42,,,0,,0,45,,,,0,,0,,,,,0,5,183,409
C1,AC,Urna tradicional,80,50,,,1,,0,51,,,,1,,1,,,,,0,6,190,410
Total,,,171,92,0,0,1,0,0,96,0,0,0,1,0,1,0,0,0,0,0,11,373,819
Sección 316 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,27,,,0,,0,21,,,,0,,2,,,,,1,3,99,217
E1,AC,Urna tradicional,13,26,,,0,,0,35,,,,0,,0,,,,,0,3,77,187
Total,,,58,53,0,0,0,0,0,56,0,0,0,0,0,2,0,0,0,0,1,6,176,404
Sección 317 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,1,27,,,1,,0,42,,,,0,,0,,,,,0,1,72,177
E1,AC,Urna tradicional,9,25,,,0,,0,41,,,,0,,0,,,,,1,4,80,143
Total,,,10,52,0,0,1,0,0,83,0,0,0,0,0,0,0,0,0,0,1,5,152,320
Sección 318 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,24,89,,,4,,0,113,,,,0,,0,,,,,2,5,237,637
E1,AC,Urna tradicional,36,78,,,3,,0,193,,,,0,,0,,,,,0,11,321,598
E2,AC,Urna tradicional,38,117,,,0,,0,85,,,,0,,1,,,,,0,12,253,493
Total,,,98,284,0,0,7,0,0,391,0,0,0,0,0,1,0,0,0,0,2,28,811,1728
Sección 319 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,72,,,1,,0,60,,,,0,,0,,,,,0,10,172,382
C1,AC,Urna tradicional,33,85,,,0,,0,60,,,,0,,1,,,,,0,4,183,383
Total,,,62,157,0,0,1,0,0,120,0,0,0,0,0,1,0,0,0,0,0,14,355,765
Sección 320 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,73,,,0,,0,65,,,,0,,0,,,,,0,1,210,340
Total,,,71,73,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,210,340
Sección 321 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,144,44,,,2,,0,38,,,,1,,0,,,,,1,11,241,480
E1,AC,Urna tradicional,58,37,,,3,,0,27,,,,0,,0,,,,,0,0,125,258
E2,AC,Urna tradicional,40,52,,,1,,0,78,,,,0,,2,,,,,0,3,176,319
Total,,,242,133,0,0,6,0,0,143,0,0,0,1,0,2,0,0,0,0,1,14,542,1057
Sección 322 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,124,32,,,3,,0,30,,,,0,,0,,,,,1,10,200,337
E1,AC,Urna tradicional,46,10,,,0,,0,30,,,,0,,0,,,,,0,2,88,138
Total,,,170,42,0,0,3,0,0,60,0,0,0,0,0,0,0,0,0,0,1,12,288,475
Sección 323 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,56,18,,,1,,0,10,,,,0,,1,,,,,0,2,88,163
Total,,,56,18,0,0,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,88,163
Total municipal,,,3444,2861,0,0,42,0,6,2977,0,0,0,31,0,33,0,0,0,0,11,302,9707,19030
