Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 63 - PAJACUARAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,100,400,0,0,1,196,1,66,0,0,0,1,0,9,0,0,0,0,0,30,804,1281
Sección 1397 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,44,,,2,74,2,27,,,,0,,0,,,,,0,7,175,392
C1,AC,Urna tradicional,20,46,,,0,94,1,13,,,,1,,1,,,,,0,4,180,392
Total,,,39,90,0,0,2,168,3,40,0,0,0,1,0,1,0,0,0,0,0,11,355,784
Sección 1398 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,37,,,1,79,3,22,,,,0,,0,,,,,0,5,182,390
C1,AC,Urna tradicional,32,52,,,0,74,0,18,,,,0,,0,,,,,0,9,185,390
Total,,,67,89,0,0,1,153,3,40,0,0,0,0,0,0,0,0,0,0,0,14,367,780
Sección 1399 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,27,,,0,83,0,39,,,,2,,0,,,,,0,9,198,384
C1,AC,Urna tradicional,46,37,,,2,83,1,28,,,,0,,0,,,,,0,4,201,384
Total,,,84,64,0,0,2,166,1,67,0,0,0,2,0,0,0,0,0,0,0,13,399,768
Sección 1400 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,62,59,,,0,50,5,17,,,,3,,0,,,,,0,4,200,396
C1,AC,Urna tradicional,66,68,,,0,72,4,22,,,,4,,0,,,,,0,6,242,396
Total,,,128,127,0,0,0,122,9,39,0,0,0,7,0,0,0,0,0,0,0,10,442,792
Sección 1401 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,58,,,0,47,1,81,,,,0,,0,,,,,0,6,262,533
C1,AC,Urna tradicional,51,89,,,1,64,1,57,,,,2,,1,,,,,0,5,271,534
Total,,,120,147,0,0,1,111,2,138,0,0,0,2,0,1,0,0,0,0,0,11,533,1067
Sección 1402 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,48,82,,,1,42,1,73,,,,2,,2,,,,,0,4,255,476
C1,AC,Urna tradicional,46,51,,,1,33,2,93,,,,0,,0,,,,,0,9,235,476
Total,,,94,133,0,0,2,75,3,166,0,0,0,2,0,2,0,0,0,0,0,13,490,952
Sección 1403 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,102,,,0,29,2,9,,,,3,,1,,,,,0,7,195,428
E1,AC,Urna tradicional,3,35,,,0,68,1,24,,,,0,,0,,,,,0,2,133,234
Total,,,45,137,0,0,0,97,3,33,0,0,0,3,0,1,0,0,0,0,0,9,328,662
Sección 1404 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,82,,,2,113,1,17,,,,0,,0,,,,,0,10,299,619
C1,AC,Urna tradicional,79,77,,,0,94,1,18,,,,1,,1,,,,,1,7,279,619
Total,,,153,159,0,0,2,207,2,35,0,0,0,1,0,1,0,0,0,0,1,17,578,1238
Sección 1405 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,90,,,4,84,0,24,,,,0,,3,,,,,0,7,285,492
C1,AC,Urna tradicional,62,91,,,3,105,1,19,,,,4,,2,,,,,0,10,297,493
Total,,,135,181,0,0,7,189,1,43,0,0,0,4,0,5,0,0,0,0,0,17,582,985
Sección 1406 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,78,,,0,39,0,13,,,,0,,0,,,,,0,6,143,241
E1,AC,Urna tradicional,141,25,,,1,34,2,4,,,,1,,1,,,,,0,5,214,324
Total,,,148,103,0,0,1,73,2,17,0,0,0,1,0,1,0,0,0,0,0,11,357,565
Total municipal,,,1904,3763,0,0,27,2906,50,1114,0,0,0,42,0,28,0,0,0,0,1,250,10085,17449
