Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 64 - PANINDICUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,33,156,,,4,,2,79,,,,1,,0,,,,,0,13,288,556
Total,,,59,309,0,0,4,0,5,152,0,0,0,2,0,0,0,0,0,0,0,24,555,1111
Sección 1413 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,153,,,1,,2,125,,,,0,,2,,,,,0,16,320,619
C1,AC,Urna tradicional,18,201,,,1,,3,113,,,,1,,3,,,,,0,4,344,620
Total,,,39,354,0,0,2,0,5,238,0,0,0,1,0,5,0,0,0,0,0,20,664,1239
Sección 1414 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,94,,,4,,2,73,,,,0,,0,,,,,0,7,203,511
C1,AC,Urna tradicional,8,97,,,2,,1,73,,,,0,,1,,,,,0,7,189,512
Total,,,31,191,0,0,6,0,3,146,0,0,0,0,0,1,0,0,0,0,0,14,392,1023
Sección 1415 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,16,92,,,0,,1,138,,,,1,,1,,,,,0,9,258,676
Total,,,16,92,0,0,0,0,1,138,0,0,0,1,0,1,0,0,0,0,0,9,258,676
Sección 1416 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,12,,,0,,0,61,,,,0,,1,,,,,0,1,83,250
Total,,,8,12,0,0,0,0,0,61,0,0,0,0,0,1,0,0,0,0,0,1,83,250
Sección 1417 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,16,68,,,0,,0,177,,,,0,,4,,,,,0,8,273,643
C1,AC,Urna tradicional,17,71,,,3,,1,201,,,,1,,1,,,,,0,5,300,643
Total,,,33,139,0,0,3,0,1,378,0,0,0,1,0,5,0,0,0,0,0,13,573,1286
Sección 1418 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,20,,,1,,2,88,,,,0,,0,,,,,0,5,145,311
E1,AC,Urna tradicional,6,20,,,2,,0,49,,,,0,,0,,,,,0,5,82,260
Total,,,35,40,0,0,3,0,2,137,0,0,0,0,0,0,0,0,0,0,0,10,227,571
Sección 1419 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,45,,,1,,4,110,,,,8,,3,,,,,0,7,192,421
C1,AC,Urna tradicional,35,29,,,1,,7,89,,,,3,,2,,,,,0,14,180,421
Total,,,49,74,0,0,2,0,11,199,0,0,0,11,0,5,0,0,0,0,0,21,372,842
Sección 1420 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,65,,,0,,0,137,,,,0,,1,,,,,0,7,220,491
Total,,,10,65,0,0,0,0,0,137,0,0,0,0,0,1,0,0,0,0,0,7,220,491
Sección 1421 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,90,,,1,,0,124,,,,0,,1,,,,,0,6,226,433
C1,AC,Urna tradicional,5,68,,,1,,2,119,,,,0,,1,,,,,0,4,200,433
E1,AC,Urna tradicional,27,71,,,0,,3,130,,,,1,,0,,,,,0,10,242,416
E1C1,AC,Urna tradicional,33,53,,,1,,4,122,,,,0,,0,,,,,0,8,221,416
Total,,,69,282,0,0,3,0,9,495,0,0,0,1,0,2,0,0,0,0,0,28,889,1698
Sección 1422 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,84,,,2,,6,110,,,,1,,2,,,,,1,3,248,480
Total,,,39,84,0,0,2,0,6,110,0,0,0,1,0,2,0,0,0,0,1,3,248,480
Sección 1423 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,228,,,1,,0,118,,,,0,,8,,,,,0,11,380,604
Total,,,14,228,0,0,1,0,0,118,0,0,0,0,0,8,0,0,0,0,0,11,380,604
Sección 1424 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,43,,,4,,8,114,,,,0,,1,,,,,0,8,185,425
C1,AC,Urna tradicional,11,75,,,1,,9,97,,,,1,,1,,,,,0,0,195,425
E1,AC,Urna tradicional,9,49,,,1,,0,83,,,,2,,0,,,,,0,6,150,300
Total,,,27,167,0,0,6,0,17,294,0,0,0,3,0,2,0,0,0,0,0,14,530,1150
Sección 1425 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,15,63,,,0,,0,86,,,,0,,0,,,,,0,4,168,543
C1,AC,Urna tradicional,13,47,,,2,,1,97,,,,0,,1,,,,,1,9,171,544
Total,,,28,110,0,0,2,0,1,183,0,0,0,0,0,1,0,0,0,0,1,13,339,1087
Total municipal,,,627,3192,0,0,42,0,92,3410,0,0,0,32,0,51,0,0,0,0,3,265,7714,15793
