Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 94 - TLALPUJAHUA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2029 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,121,63,25,4,41,39,,,,,15,,2,12,,,,1,18,414,621
C1,AC,Urna tradicional,0,0,0,0,0,29,0,,,,,105,,127,119,,,,0,16,396,622
C2,AC,Urna tradicional,62,149,67,21,5,28,32,,,,,17,,6,8,,,,0,19,414,622
Total,,,135,270,130,46,9,98,71,0,0,0,0,137,0,135,139,0,0,0,1,53,1224,1865
Sección 2030 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,43,102,128,56,1,37,19,,,,,7,,3,13,,,,0,12,421,620
C1,AC,Urna tradicional,23,129,110,81,1,46,11,,,,,3,,2,14,,,,0,16,436,621
Total,,,66,231,238,137,2,83,30,0,0,0,0,10,0,5,27,0,0,0,0,28,857,1241
Sección 2031 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,77,65,46,4,1,61,77,,,,,18,,1,3,,,,0,14,367,520
C1,AC,Urna tradicional,78,61,58,3,1,32,110,,,,,13,,0,2,,,,0,15,373,521
C2,AC,Urna tradicional,70,79,56,6,1,29,96,,,,,12,,0,1,,,,0,10,360,521
Total,,,225,205,160,13,3,122,283,0,0,0,0,43,0,1,6,0,0,0,0,39,1100,1562
Sección 2032 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,54,71,38,4,4,81,34,,,,,9,,0,1,,,,0,18,314,546
C1,AC,Urna tradicional,75,60,49,8,3,58,39,,,,,8,,0,6,,,,1,15,322,547
Total,,,129,131,87,12,7,139,73,0,0,0,0,17,0,0,7,0,0,0,1,33,636,1093
Sección 2033 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,101,104,15,2,94,29,,,,,4,,1,10,,,,0,11,424,636
C1,AC,Urna tradicional,60,126,97,11,1,92,23,,,,,5,,2,6,,,,0,14,437,637
C2,AC,Urna tradicional,40,97,100,17,1,87,27,,,,,4,,4,16,,,,0,12,405,637
C3,AC,Urna tradicional,40,126,95,11,1,119,21,,,,,6,,1,13,,,,0,14,447,637
Total,,,193,450,396,54,5,392,100,0,0,0,0,19,0,8,45,0,0,0,0,51,1713,2547
Sección 2034 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,52,178,16,2,45,25,,,,,5,,1,8,,,,0,5,377,644
C1,AC,Urna tradicional,41,59,184,14,1,34,24,,,,,0,,0,0,,,,0,17,374,644
C2,AC,Urna tradicional,52,76,132,21,0,47,25,,,,,5,,2,21,,,,0,11,392,644
Total,,,133,187,494,51,3,126,74,0,0,0,0,10,0,3,29,0,0,0,0,33,1143,1932
Sección 2035 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,70,76,7,2,14,30,,,,,3,,0,13,,,,0,9,255,444
E1,AC,Urna tradicional,19,86,87,5,1,20,18,,,,,4,,0,8,,,,0,6,254,416
Total,,,50,156,163,12,3,34,48,0,0,0,0,7,0,0,21,0,0,0,0,15,509,860
Sección 2036 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,38,54,3,1,21,50,,,,,6,,0,20,,,,0,8,252,372
Total,,,51,38,54,3,1,21,50,0,0,0,0,6,0,0,20,0,0,0,0,8,252,372
Sección 2037 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,49,88,12,1,59,12,,,,,4,,0,10,,,,3,17,289,500
C1,AC,Urna tradicional,37,66,102,11,3,50,14,,,,,7,,0,12,,,,0,24,326,501
C2,AC,Urna tradicional,38,57,79,13,1,75,20,,,,,1,,2,9,,,,0,20,315,501
Total,,,109,172,269,36,5,184,46,0,0,0,0,12,0,2,31,0,0,0,3,61,930,1502
Sección 2038 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,73,39,8,3,124,36,,,,,14,,2,6,,,,0,28,409,597
C1,AC,Urna tradicional,63,82,58,7,5,128,31,,,,,8,,2,2,,,,0,28,414,597
E1,AC,Urna tradicional,24,52,38,24,1,33,17,,,,,1,,1,4,,,,0,17,212,327
Total,,,163,207,135,39,9,285,84,0,0,0,0,23,0,5,12,0,0,0,0,73,1035,1521
Sección 2039 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,107,15,3,0,70,20,,,,,6,,1,0,,,,0,29,270,407
Total,,,19,107,15,3,0,70,20,0,0,0,0,6,0,1,0,0,0,0,0,29,270,407
Total municipal,,,1514,3561,2777,464,56,2061,983,0,0,0,0,321,0,187,383,0,0,0,5,517,12829,19579
