Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 33 - GABRIEL ZAMORA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,3,287,80,1,1,13,,,,,,,,7,,,,,0,8,400,623
Total,,,5,584,155,3,1,20,0,0,0,0,0,0,0,8,0,0,0,0,0,21,797,1245
Sección 478 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,0,168,76,4,1,18,,,,,,,,4,,,,,0,13,284,444
C1,AC,Urna tradicional,4,218,47,1,1,34,,,,,,,,1,,,,,0,10,316,445
E1,AC,Urna tradicional,2,90,29,0,0,27,,,,,,,,0,,,,,0,3,151,260
Total,,,6,476,152,5,2,79,0,0,0,0,0,0,0,5,0,0,0,0,0,26,751,1149
Sección 479 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,88,50,3,1,35,,,,,,,,1,,,,,0,6,192,327
Total,,,8,88,50,3,1,35,0,0,0,0,0,0,0,1,0,0,0,0,0,6,192,327
Total municipal,,,183,4264,3710,99,18,1809,0,0,0,0,0,0,0,33,0,0,0,0,2,300,10418,16372
