Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 86 - TANGANCICUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,120,292,230,22,535,208,38,0,0,0,0,12,0,0,0,0,0,0,0,55,1512,2776
Sección 1921 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,50,29,10,87,31,1,,,,,0,,,,,,,0,8,243,449
C1,AC,Urna tradicional,10,44,31,6,90,52,4,,,,,1,,,,,,,0,12,250,450
Total,,,37,94,60,16,177,83,5,0,0,0,0,1,0,0,0,0,0,0,0,20,493,899
Sección 1922 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,26,46,55,4,131,18,7,,,,,2,,,,,,,0,14,303,576
C1,AC,Urna tradicional,14,54,42,6,129,32,5,,,,,1,,,,,,,10,14,307,576
Total,,,40,100,97,10,260,50,12,0,0,0,0,3,0,0,0,0,0,0,10,28,610,1152
Sección 1923 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,35,46,8,119,35,6,,,,,3,,,,,,,1,29,312,596
C1,AC,Urna tradicional,31,46,52,6,126,35,6,,,,,0,,,,,,,0,7,309,597
Total,,,61,81,98,14,245,70,12,0,0,0,0,3,0,0,0,0,0,0,1,36,621,1193
Sección 1924 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,43,13,3,29,10,0,,,,,0,,,,,,,0,19,157,672
Total,,,40,43,13,3,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,157,672
Sección 1925 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,34,12,2,18,7,3,,,,,0,,,,,,,7,2,121,407
C1,AC,Urna tradicional,27,30,9,8,16,9,5,,,,,0,,,,,,,0,5,109,407
Total,,,63,64,21,10,34,16,8,0,0,0,0,0,0,0,0,0,0,0,7,7,230,814
Sección 1926 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,26,18,2,7,7,5,,,,,0,,,,,,,1,4,80,285
Total,,,10,26,18,2,7,7,5,0,0,0,0,0,0,0,0,0,0,0,1,4,80,285
Sección 1927 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,53,48,10,10,7,0,,,,,0,,,,,,,7,7,177,511
Total,,,35,53,48,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,177,511
Sección 1928 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,33,20,2,31,4,6,,,,,0,,,,,,,0,13,158,583
Total,,,49,33,20,2,31,4,6,0,0,0,0,0,0,0,0,0,0,0,0,13,158,583
Sección 1929 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,41,101,1,46,25,3,,,,,0,,,,,,,0,10,255,584
C1,AC,Urna tradicional,24,40,74,4,41,32,3,,,,,0,,,,,,,2,23,243,584
C2,AC,Urna tradicional,30,36,90,3,46,35,1,,,,,0,,,,,,,0,15,256,585
Total,,,82,117,265,8,133,92,7,0,0,0,0,0,0,0,0,0,0,0,2,48,754,1753
Sección 1930 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,68,65,6,36,37,2,,,,,0,,,,,,,1,18,269,573
C1,AC,Urna tradicional,33,66,60,5,44,19,1,,,,,0,,,,,,,1,12,241,573
Total,,,69,134,125,11,80,56,3,0,0,0,0,0,0,0,0,0,0,0,2,30,510,1146
Sección 1931 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,75,10,2,30,13,1,,,,,0,,,,,,,0,0,170,560
E1,AC,Urna tradicional,2,46,50,2,27,6,1,,,,,0,,,,,,,1,3,138,305
Total,,,41,121,60,4,57,19,2,0,0,0,0,0,0,0,0,0,0,0,1,3,308,865
Sección 1932 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,33,8,2,22,10,3,,,,,3,,,,,,,0,5,132,422
C1,AC,Urna tradicional,40,37,19,0,16,12,7,,,,,1,,,,,,,0,6,138,423
Total,,,86,70,27,2,38,22,10,0,0,0,0,4,0,0,0,0,0,0,0,11,270,845
Sección 1933 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,14,14,0,16,5,4,,,,,2,,,,,,,0,3,90,385
Total,,,32,14,14,0,16,5,4,0,0,0,0,2,0,0,0,0,0,0,0,3,90,385
Sección 1934 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,57,38,4,28,40,20,,,,,0,,,,,,,0,10,262,625
C1,AC,Urna tradicional,61,63,49,1,11,45,14,,,,,2,,,,,,,0,1,247,625
Total,,,126,120,87,5,39,85,34,0,0,0,0,2,0,0,0,0,0,0,0,11,509,1250
Sección 1935 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,37,144,61,0,12,108,14,,,,,3,,,,,,,0,9,388,534
E1,AC,Urna tradicional,14,66,63,2,19,45,5,,,,,4,,,,,,,0,9,227,329
Total,,,51,210,124,2,31,153,19,0,0,0,0,7,0,0,0,0,0,0,0,18,615,863
Sección 1936 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,80,152,10,15,80,4,,,,,0,,,,,,,0,29,389,606
E1,AC,Urna tradicional,78,18,30,10,9,53,0,,,,,0,,,,,,,0,13,211,386
Total,,,97,98,182,20,24,133,4,0,0,0,0,0,0,0,0,0,0,0,0,42,600,992
Sección 1937 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,68,47,7,92,70,0,,,,,0,,,,,,,0,29,326,571
Total,,,13,68,47,7,92,70,0,0,0,0,0,0,0,0,0,0,0,0,0,29,326,571
Sección 1938 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,73,36,7,260,55,5,,,,,2,,,,,,,0,35,487,694
E1,AC,Urna tradicional,36,50,40,2,89,85,2,,,,,0,,,,,,,0,10,314,461
Total,,,50,123,76,9,349,140,7,0,0,0,0,2,0,0,0,0,0,0,0,45,801,1155
Total municipal,,,1492,2965,2475,236,3803,1646,257,0,0,0,0,69,0,0,0,0,0,0,34,627,13604,27894
