Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 10 - ARTEAGA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C2,AC,Urna tradicional,16,179,,,5,,0,109,,,,2,,3,,,,,0,4,318,599
E1,AC,Urna tradicional,5,61,,,0,,0,52,,,,0,,0,,,,,0,3,121,146
Total,,,58,600,0,0,6,0,0,375,0,0,0,3,0,3,0,0,0,0,0,19,1064,1943
Sección 182 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,0,53,,,0,,0,54,,,,0,,0,,,,,0,1,108,211
E1,AC,Urna tradicional,2,41,,,0,,0,10,,,,0,,0,,,,,0,0,53,65
Total,,,2,94,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,1,161,276
Sección 183 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,3,70,,,1,,0,20,,,,0,,2,,,,,0,2,98,155
Total,,,3,70,0,0,1,0,0,20,0,0,0,0,0,2,0,0,0,0,0,2,98,155
Total municipal,,,474,5465,0,0,23,0,2,3912,0,0,0,3,0,30,0,0,0,0,2,250,10161,17339
