uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
14007,2009,PAN,C. JOSE DE JESUS ARANA MONTES
14007,2012,CPJ,C. PEDRO CORONA ACEVES
14007,2015,PRI,C. JOSE ANTONIO SANCHEZ GONZALEZ
14007,2018,MC,C. MARIA GUADALUPE DURAN NUÑO
14007,2021,PAN,C. OCTAVIO GONZALEZ RUIZ
14008,1992,PAN,C. JUAN ANTONIO GONZALEZ HERNANDEZ
14008,1995,PAN,C. J. GUADALUPE TEJEDA VAZQUEZ
14008,1998,PAN,C. EDUARDO LOPEZ CAMARENA
14008,2000,PRI,C. JORGE DIAZ PEREZ
14008,2004,PAN,C.P. JOSE LUIS MAGAÑA COSS Y LEON
14008,2007,PAN,C. J. GUADALUPE TEJEDA VAZQUEZ
14008,2009,CONVER.,C. JOSE LUIS VALLE MAGAÑA
14008,2012,CPJ,C. OMAR HERNANDEZ HERNANDEZ
14008,2015,COAL.,C. SALVADOR LOPEZ HERNANDEZ
14008,2018,COAL.,C. ANA ISABEL BAÑUELOS RAMIREZ
14008,2021,PMC,C. ANA ISABEL BAÑUELOS RAMIREZ
14009,1992,PRI,LIC. LOURDES ELIZABETH VIZCAINO GONZALEZ
14009,1995,PAN,C. RUBEN ROSALES JIMENEZ
14009,1998,PRI,LIC. RICARDO SANDOVAL GONZALEZ
14009,2000,PAN,LIC. RIGOBERTO OCAMPO VAZQUEZ
14009,2004,PRI,C. RODRIGO GONZALEZ FLORES
14009,2007,PAN,C. JOAQUIN GONZALEZ LARA
14009,2009,PAN,ING. ALEJANDRO ROMERO SERNA
14009,2012,CPJ,C. ALEJANDRO OCAMPO ALDANA
14009,2015,PAN,C. JOAQUIN GONZALEZ LARA
14009,2018,MC,C. JORGE ABEL HERMOSILLO PULIDO
14009,2021,HAGAMOS,C. JORGE MARTIN CAMARENA BALTAZAR
14010,1992,PRI,ING. MARTINIANO LEON LEON
14010,1995,PRI,C. JOSE RAMIRO DAVILA VAZQUEZ
14010,1998,PAN,C. JOSE MENDOZA ECHEVERRIA
14010,2000,PRI,C. MANUEL FRANCISCO REYNOSO DAVILA
14010,2004,PAN,PROFRA. ESTHER LEON DAVILA
14010,2007,PRI,C. MIRELLA RAFAELA LEON CASTRO
14010,2009,AXJ,C. AMADO LEAL DE LA CRUZ
14010,2012,CPJ,C. BELEN CORDOVA DAVILA
14010,2015,COAL.,C. MARIA FELICITAS AGUILAR IBARRA
14010,2018,PNA,C. J. JESUS MONROY MORENO
14010,2021,PAN,C. SANTIAGO LEON CASTRO
14011,1992,PRI,LIC. JOSE DE JESUS MANUEL PATIÑO PELAYO
14011,1995,PRI,C. JOSE SANCHEZ BARRIOS
14011,1998,PRI,C. TOMAS QUEZADA GOMEZ
14011,2000,PAN,M.V.Z. RAUL ALVAREZ CARDENAS
14011,2004,PAN,C. JAVIER DUEÑAS ALVAREZ
14011,2007,PAN,C. SAUL CARDENAS MORELOS
14011,2009,AXJ,LIC. GRISELDA ARIAS MORENO
14011,2012,CPJ,C. ROSENDO PEREZ LEPE
14011,2015,PRI,C. JOSE DE LA CRUZ GONZALEZ REGALADO
14011,2018,PAN,C. NANCY MALDONADO GOMEZ
14011,2021,PRI,LIC. LUZ TERESA VALLE GONZALEZ
14012,1992,PRI,C. MIGUEL ARCEO DUEÑAS
14012,1995,PRI,C. ANGEL HERIBERTO LOPEZ VILLASEÑOR
14012,1998,PAN,C. FILIBERTO NOVOA NOVOA
14012,2000,PRI,C. ANGEL HERIBERTO LOPEZ VILLASEÑOR
14012,2004,PRI,C. MANUEL MARTIN VELASCO PRECIADO
14012,2007,PAN,C. JOSE DE JESUS RUBIO ROBLES
14012,2009,PAN,DRA. IRMA CHAVOYA SERRANO
14012,2012,CPJ,C. JUAN CARLOS DE ROBLES ARCEO
14012,2015,PMC,C. ROSALIO VILLASEÑOR ALVAREZ
14012,2018,COAL.,C. MAYRA ISELA GUITRON CONTRERAS
14012,2021,PMC,LIC. MAYRA ISELA GUITRON CONTRERAS
14013,1992,PRI,C. CARLOS PADILLA VILLARUEL
14013,1995,PRI,C. HECTOR MANUEL CAMACHO HERNANDEZ
14013,1998,PRI,C. CARLOS PADILLA VILLARRUEL
14013,2000,PAN,LIC. GUSTAVO RIOS AGUINAGA
14013,2004,PRI,C. CARLOS PADILLA VILLARRUEL
14013,2007,PAN,C. J. TRINIDAD GARCIA SEPULVEDA
14013,2009,PAN,C. FRANCISCO GODINEZ ARIAS
14013,2012,CPJ,C. RAMON BAÑALES ARAMBULA
14013,2015,PRI,C. MIGUEL ORTEGA GUZMAN
14013,2018,COAL.,C. CRUZ CARRILLO SOLIS
14013,2021,PRI,LIC. JOSE AURELIO FONSECA OLIVARES
14014,1992,PRI,C. J. JESUS VILLALOBOS RAMOS
14014,1995,PRI,LIC. VICENTE FAJARDO MERCADO
14014,1998,PAN,ING. JESUS GONZALEZ FREGOSO
14014,2000,PAN,C. J. ROSARIO JIMENEZ CASTAÑEDA
14014,2004,PRI,TEC. SALVADOR QUIÑONES CORONEL
14014,2007,PAN,C. MARTIN ARREOLA JIMENEZ
14014,2009,PAN,DR. GERARDO HERMOSILLO BAEZA
14014,2012,CPJ,C. HUGO CONTRERAS GARCIA
14014,2015,PRI,C. RUBEN VELASCO GUTIERREZ
14014,2018,PRI,C. SONIA GUADALUPE CABRERA RAMIREZ
14014,2021,PMC,C. KARLA ALEJANDRA CRUZ SANCHEZ
14015,1992,PRI,DR. FRANCISCO JULIAN IÑIGUEZ GARCIA
14015,1995,PAN,LIC. FELIPE RIVERA PELAYO
14015,1998,PRI,LIC. JAVIER ALEJANDRO GALVAN GUERRERO
14015,2000,PRI,L.E. ARMANDO PEREZ OLIVIA
14015,2004,PAN,ING. CARLOS LUIS MEILLON JOHNSTON
14015,2007,PAN,C. FRANCISCO FERNANDO GUERRERO MORENO
14015,2009,PAN,M.V.Z. FERNANDO MORAN GUZMAN
14015,2012,APPJ,C. SALVADOR ALVAREZ GARCIA
14015,2015,COAL.,C. FABRICIO ISRAEL CORONA VIZCARRA
14015,2018,COAL.,C. MIGUEL ANGEL IÑIGUEZ BRAMBILA
14015,2021,PRI,C. GUSTAVO SALVADOR ROBLES MARTINEZ
14016,1992,PRI,C. ADOLFO AVIÑA ZUÑIGA
14016,1995,PRI,C. AGUSTIN ZUÑIGA BANDA
14016,1998,PRI,C. JOSE AYALA RANGEL
14016,2000,PRI,C. AGUSTIN ZUÑIGA BANDA
14016,2004,PAN,C. DAVID SOTO CISNEROS
14016,2007,PRI,C. AGUSTIN ZUÑIGA BANDA
14016,2009,PAN,DR. JUAN CARLOS ESTRADA CAZARES
14016,2012,APPJ,C. J. JESUS RODRIGUEZ ROJAS
14016,2015,PES,C. GABRIEL VASQUEZ ANDRADE
14016,2018,COAL.,C. GABRIEL VASQUEZ ANDRADE
14016,2021,PMC,C. RODOLFO HERNANDEZ SANCHEZ
14017,1992,PRI,PROFR. AGUSTIN FLORES BAUTISTA
14017,1995,PRI,C. MANUEL ESTRADA RAMIREZ
14017,1998,PRI,LIC. IGNACIO BAÑUELOS VALERA
14017,2000,PAN,C. RAMON DEMETRIO GUERRERO MARTINEZ
14017,2004,PRI,DR. VENANCIO OROZCO RIOS
14017,2007,PAN,C. MANUEL GOMEZ TORRES
14017,2009,PAN,DR. LUCIANO ARCE GOMEZ
14017,2012,PAN,C. MANUEL GOMEZ TORRES
14017,2015,PAN,C. LORENZO MURGUIA LOPEZ
14017,2018,MC,C. JOSE ANGEL PRUDENCIO VARGAS
14017,2021,PMC,C. JOSE ANGEL PRUDENCIO VARGAS
14018,1992,PRI,LIC. EUGENIO GARCIA OCHOA
14018,1995,PAN,DR. RAUL MORENO CERDA
14018,1998,PAN,LIC. LUIS VALLE CAMPOS
14018,2000,PRI,DR. JESUS IGNACIO ZUÑIGA VALENZUELA
14018,2004,PAN,ING. JOSE ARTURO GARCIA BARAJAS
14018,2007,PRI,C. JOSE MENDOZA BARRIENTOS
14018,2009,PAN,C. MIGUEL SALCEDO PEREZ
14018,2012,PAN,C. EDUARDO ESPINOZA SALAZAR
14018,2015,COAL.,C. JAVIER ARTURO FRANCO ESQUEDA
14018,2018,COAL.,C. ENRIQUE ROJAS ROMAN
14018,2021,PRI,C. RICARDO HERNANDEZ BECERRA
14019,1992,PRI,M.V.Z. MACLOVIO CURIEL MAYORGA
14019,1995,PRI,LIC. HECTOR BUGARIN BENAVIDES
14019,1998,PRI,M.V.Z. MACLOVIO CURIEL MAYORGA
14019,2000,PRI,ING. JOSE CARMEN CARRILLO ALEGRIA
14019,2004,PRI,C. FELIPE LUJANO AVILA
14019,2007,PAN,DR. LUIS ALBERTO ZAMORA ZAMORA
14019,2009,PAN,C. LUIS GUTMARO LOPEZ RAYGOZA
14019,2012,CPJ,C. OSCAR HERNANDEZ HERNANDEZ
14019,2015,PRI,C. JUAN CARLOS RODRIGUEZ MAYORGA
14019,2018,COAL.,C. MANUEL VILLALOBOS ALVAREZ
14019,2021,PRD,ING. MANUEL VILLALOBOS ALVAREZ
14020,1992,PRI,PROFR. MIGUEL VALDEZ RODRIGUEZ
14020,1995,PRI,C. GONZALO MILLAN CURIEL ALCARAZ
14020,1998,PT,PROFR. ALFREDO ANTUNA MARQUEZ
14020,2000,PAN,PROFR. JUAN GARCIA MICHEL
14020,2004,PAN,C. MACEDONIO LEON RODRIGUEZ
14020,2007,PRI,C. CARLOS ALBERTO OROZCO MADRIGAL
14020,2009,AXJ,M.V.Z. OSCAR CASTILLON ROMERO
14020,2012,CPJ,C. HOMERO ROMERO ALMARAL
14020,2015,PRI,C. PRISCILIANO RAMIREZ GORDIAN
14020,2018,PRI,C. PRISCILIANO RAMIREZ GORDIAN
14020,2021,PVEM,C. MIGUEL ANGEL SILVA RAMIREZ
14021,1992,PRI,LIC. ROBERTO ROSALES GOMEZ
14021,1995,PAN,M.V.Z. ISMAEL GOMEZ CAMACHO
14021,1998,PRI,C. SALVADOR DURAN NUÑEZ
14021,2000,PRI,ING. JOSE LUIS GOMEZ GRADILLA
14021,2004,PRI,DR. JUAN AVILA CUENCA
14021,2007,COALICIÓN,C. MARGARITO CASILLAS MADERA
14021,2009,PVEM,DR. VICTOR MANUEL OLGUIN FLORES
14021,2012,CPJ,C. SALVADOR DURAN NUÑEZ
14021,2015,PRI,C. NICOLAS ENRIGUE CORONA
14021,2018,MC,C. ALFREDO SEVILLA CUEVAS
14021,2021,PRI,C. MARIO PELAYO GUZMAN
14022,1992,PRI,PROFR. ARTURO SALAS HERNANDEZ
14022,1995,PRI,ING. JOSE ANTONIO MORAN ARAIZA
14022,1998,PRI,LIC. ARMANDO ZUÑIGA CARDENAS
14022,2000,PRI,C. ADOLFO DARUICH LOPEZ
14022,2004,PAN,M.V.Z. MARTIN ORTIZ QUINTERO
14022,2007,PRI,C. ENRIQUE GONZALEZ GOMEZ
14022,2009,PAN,C. ROBERTO GALLARDO RUIZ
14022,2012,PAN,C. JESUS HUERTA AGUILAR
14022,2015,PMC,C. FERNANDO MARTINEZ GUERRERO
14022,2018,PRD,C. FERNANDO MARTINEZ GUERRERO
14022,2021,PMC,C. JORGE ELISEO SALAS CHAVEZ
14023,1992,PAN,ING. ALBERTO CARDENAS JIMENEZ
14023,1995,PAN,C.P. RAFAEL RIOS MARTINEZ
14023,1998,PAN,C. LAZARO EDUARDO CARDENAS JIMENEZ
14023,2000,PAN,C. LUIS CARLOS LEGUER RETOLAZA
14023,2004,PRI,LIC. HUMBERTO ALVAREZ GONZALEZ
14023,2007,PAN,C. DAGOBERTO MORENO LEAL
14023,2009,AXJ,C.P. ANSELMO ABRICA CHAVEZ
14023,2012,CPJ,C. JOSE LUIS OROZCO SANCHEZ ALDANA
14023,2015,PMC,C. ALBERTO ESQUER GUTIERREZ
14023,2018,MC,C. J. JESUS GUERRERO ZUÑIGA
14023,2021,PT,C. ALEJANDRO BARRAGAN SANCHEZ
14024,1992,PRI,PROFR. JOSE LUIS FACUNDO GUERRERO
14024,1995,PRD,DR. ARTURO FACUNDO RAMIREZ
14024,1998,PRD,C. JUAN CARLOS OROZCO FLORES
14024,2000,PAN,C. GUSTAVO CABRAL GONZALEZ
14024,2004,PAN,C.P. ANTONIO VAZQUEZ MEDINA
14024,2007,COALICIÓN,C. ARTURO FACUNDO GUERRERO
14024,2009,PAN,LIC. HECTOR JESUS CASTILLO ANDRADE
14024,2012,PAN,C. FELIX ALBERTO IBARRA VAZQUEZ
14024,2015,COAL.,C. FRANCISCO JAVIER BUENROSTRO ACOSTA
14024,2018,COAL.,C. MIGUEL DE JESUS ESPARZA PARTIDA
14024,2021,PRI,MTRO. MIGUEL ANGEL IBARRA FLORES
14025,1992,PAN,C. JOSE DE JESUS ALEJO MAYORGA
14025,1995,PAN,ARQ. ADOLFO PINEDO MARTINEZ
14025,1998,PAN,C. JOSE DE JESUS ALEJO MAYORGA
14025,2000,PRI,PROFR. OSBALDO LEAÑOS MEDINA
14025,2004,PAN,PROFR. JOSE LUIS CARRILLO SANDOVAL
14025,2007,PAN,C. ENRIQUE ALVAREZ DE LA TORRE
14025,2009,PAN,MTRO. JOSE LUIS CARRILLO SANDOVAL
14025,2012,CPJ,C. JOSE DE JESUS NAVARRO CARDENAS
14025,2015,PAN,C. ARMANDO PINEDO MARTINEZ
14025,2018,COAL.,C. JORGE ALONSO ARELLANO GANDARA
14025,2021,PMC,DR. JOSE JULIAN QUEZADA SANTOYO
14026,1992,PRI,LIC. GONZALO ZUÑIGA ARIAS
14026,1995,PAN,PROFR. VICTOR JAVIER MORALES DIAZ
14026,1998,PRI,C. MALAQUIAS ARIAS BUENROSTRO
14026,2000,PRI,C. RICARDO ZUÑIGA ARIAS
14026,2004,PAN,C. ANTONIO LOPEZ BARAJAS
14026,2007,PAN,C. JOSE CARLOS CHAVEZ PANTOJA
14026,2009,PAN,DRA. MARIA GUADALUPE BUENROSTRO ORTIZ
14026,2012,CPJ,C. GONZALO ZUÑIGA ARIAS
14026,2015,PRI,C. JOSE GUADALUPE BUENROSTRO MARTINEZ
14026,2018,PVEM,C. JOSE GUADALUPE BUENROSTRO MARTINEZ
14026,2021,PES,C. CESAR SALVADOR SANCHEZ NAVARRO
14027,1992,PRI,M.V.Z. PASCUAL GONZALEZ HORTA
14027,1995,PRI,C. GUADALUPE HORTA OCHOA
14027,1998,PRI,LIC. ESTEBAN ARIAS SOTO
14027,2000,PRI,C. JUAN MANUEL OROZCO SERRANO
14027,2004,PAN,C. RAUL DELGADO BENAVIDES
14027,2007,PAN,C. GERARDO PALACIOS CAMPOS
14027,2009,PAN,L.A.E. J. JESUS DELGADO CAMBEROS
14027,2012,CPJ,C. PEDRO SANCHEZ OROZCO
14027,2015,PAN,C. JOSE DE JESUS FLORES SANTANA
14027,2018,PAN,C. GERARDO PALACIOS CAMPOS
14027,2021,PMC,C. J JESUS DELGADO CAMBEROS
14028,1992,PRI,C. LUIS ALBERTO ANAYA GALVAN
14028,1995,PAN,C. JOSE GREGORIO ITURRALDE TORRES
14028,1998,PAN,PROFRA. LUZ MARGARITA RAMIREZ PEREZ
14028,2000,PRI,M.V.Z. GUADALUPE JOSEFINA BAÑUELOS DELGADILLO
14028,2004,PAN,C. JOSE NICOLAS MORALES RAMOS
14028,2007,PRI,C. JOSE GREGORIO ITURRALDE TORRES
14028,2009,PAN,TEC. FELIPE SOLTERO RAMOS
14028,2012,PAN,C. LUIS ALBERTO ROBLES PEÑA
14028,2015,PAN,C. OSCAR OSVALDO GUIJARRO ESPINOSA
14028,2018,PAN,C. JUAN MANUEL ESTRELLA JIMENEZ
14028,2021,HAGAMOS,ING. JUAN MANUEL TORRES ARREOLA
14029,1992,PRD,DR. HECTOR MANUEL FIGUEROA PLASCENCIA
14029,1995,PRD,C. ROBERTO GUTIERREZ RODRIGUEZ
14029,1998,PRD,PROFR. JOSE LUIS GARCIA RUBIO
14029,2000,PRD,DR. HECTOR MANUEL FIGUEROA PLASCENCIA
14029,2004,PAN,C. ADRIAN CORNELIO GONZALEZ FERNANDEZ
14029,2007,PRI,C. CARLOS GUSTAVO GUTIERREZ RODRIGUEZ
14029,2009,CONVER.,M.V.Z. ADRIAN CORNELIO GONZALEZ FERNANDEZ
14029,2012,APPJ,C. MA. VICTORIA MERCADO SANCHEZ
14029,2015,PT,C. ADRIAN CORNELIO GONZALEZ FERNANDEZ
14029,2018,COAL.,C. ADRIAN CORNELIO GONZALEZ FERNANDEZ
14029,2021,PRI,C. UBALDO CHAVEZ DELGADILLO
14030,1992,PAN,DR. JOSE RAUL ROBLES PUGA
14030,1995,PRI,C.P. JOSE GUADALUPE PADILLA CASTAÑEDA
14030,1998,PRI,LIC. ALBERTO ALCANTAR BELTRAN
14030,2000,PAN,L.C.P. ALEJANDRO DE JESUS AGUIRRE CURIEL
14030,2004,PAN,ING. ARTURO GUTIERREZ TEJEDA
14030,2007,PRI,C. GERARDO DEGOLLADO GONZALEZ
14030,2009,PAN,C.P. J. JESUS CABRERA JIMENEZ
14030,2012,PAN,C. JOAQUIN HUERTA BARRIOS
14030,2015,COAL.,C. JAVIER DEGOLLADO GONZALEZ
14030,2018,MC,C. MOISES ALEJANDRO ANAYA AGUILAR
14030,2021,PAN,C. ALEJANDRO DE JESUS AGUIRRE CURIEL
14031,1992,PRI,C. RAFAEL FELIX SOSA
14031,1995,PRI,PROFR. LAURO BRAMASCO PALACIOS
14031,1998,PRI,C. BASILIO GONZALEZ RODRIGUEZ
14031,2000,PRI,C. MARCOS MIGUEL BRAMASCO PALACIOS
14031,2004,PRI,C. RUBEN OROZCO BUGARIN
14031,2007,PRI,C. BACILIO GONZALEZ RODRIGUEZ
14031,2009,PAN,LIC. JUAN ALBERTO LUJANO OROZCO
14031,2012,PAN,C. ALBERTO GARAY DE LA O
14031,2015,PAN,C. MARCOS MIGUEL BRAMASCO PALACIOS
14031,2018,PRI,C. VICENTA TORRES TORRES
14031,2021,PAN,C. MARCOS MIGUEL BRAMASCO PALACIOS
14032,1992,PRI,C. JOSE MANUEL A. LEPE SANTANA
14032,1995,PRI,ING. ANTONIO CORONA MONROY
14032,1998,PRI,LIC. JOSE LUIS SANTANA MENDOZA
14032,2000,PRI,C. JAIME AGUILAR CASTAÑEDA
14032,2004,PAN,C. PABLO BALTAZAR PEREZ
14032,2007,PAN,C. JOSEFAT SANTANA CASTILLO
14032,2009,AXJ,C. JUAN CARLOS GUDIÑO RUELAS
14032,2012,CPJ,C. JESUS SALVADOR CUENCA CISNEROS
14032,2015,PRD,C. CARLOS ALBERTO CORONA BAYARDO
14032,2018,PRI,C. MARIA PEREZ ENRIQUEZ
14032,2021,HAGAMOS,C. ALVARO GONZALEZ ALVARADO
14033,1992,PRI,C. JUAN MANUEL LOPEZ GARCIA
14033,1995,PRI,C. JOSE DE JESUS AYALA GUZMAN
14033,1998,PRI,C. ROBERTO QUEZADA OÑATE
14033,2000,PRI,C. J. JESUS AYALA GUZMAN
14033,2004,PRI,C. JUAN BRAVO VILLASEÑOR
14033,2007,PAN,C. JUAN JOSE SERRATO GUZMAN
14033,2009,AXJ,C. FELIPE VILLASEÑOR QUEZADA
14033,2012,CPJ,C. JOSE LOPEZ SILVA
14033,2015,PAN,C. J. GUADALUPE DOMINGUEZ HERRERA
14033,2018,PRI,C. ANTONIO MEDINA FUENTE
14033,2021,PMC,ING. ALEJANDRO GARCIA NAVARRO
14034,1992,PRI,DR. MIGUEL AGUSTIN HERNANDEZ MICHEL
14034,1995,PRI,ING. JORGE GONZALEZ ZARATE
14034,1998,PRI,C. ROSA ANGELICA RIVERA GONZALEZ
14034,2000,PAN,DR. CESAR EUGENIO RAMOS GARCIA
14034,2004,PRI,ING. JORGE GONZALEZ ZARATE
14034,2007,PAN,C. J. JESUS GONZALEZ MURILLO
14034,2009,PAN,DRA. ANDREA MICHEL SANTANA
14034,2012,CPJ,C. IGNACIO RAMIREZ RODRIGUEZ
14034,2015,PRI,C. ERICK ROSENDO COVARRUBIAS MICHEL
14034,2018,PRD,C. RAUL GARCIA RAMIREZ
14034,2021,MORENA,ARQ. GABRIEL RAMIREZ SANTANA
14035,1992,PRI,PROFR. MARTIN LOZANO VILLALOBOS
14035,1995,PAN,C. JOSE DEL REFUGIO QUEZADA JASSO
14035,1998,PRI,LIC. HORACIO VERDIN PEREZ
14035,2000,PRI,LIC. JOSE PEREZ QUEZADA
14035,2004,PAN,LIC. JOSE ALBA LUJANO
14035,2007,PRI,C. JOSE PEREZ QUEZADA
14035,2009,AXJ,LIC. RAUL FERMIN GUTIERREZ PEREZ
14035,2012,PAN,C. FELIPE DE JESUS ROMO CUELLAR
14035,2015,PAN,C. JOSE DEL REFUGIO QUESADA JASSO
14035,2018,COAL.,C. FELIPE DE JESUS ROMO CUELLAR
14035,2021,MORENA,LIC. GILBERTO ANTONIO PALOMAR GONZALEZ
14036,1992,PRI,PROFR. CARLOS CESAR SIERRA ROMERO
14036,1995,PRI,C. JUAN MANUEL CHAVEZ JORDAN
14036,1998,PRI,LIC. JOSE RICARDO RON SIORDIA
14036,2000,PAN,PROFR. VICENTE RENTERIA LOZA
14036,2004,PRI,C. JUAN MANUEL CHAVEZ JORDAN
14036,2007,PAN,C. IGNACIO TELLEZ GONZALEZ
14036,2009,PVEM,ING. LUIS MANUEL VELEZ FREGOSO
14036,2012,PAN,C. BONIFACIO ROMERO VELADOR
14036,2015,PMC,C. EDUARDO RON RAMOS
14036,2018,MC,C. MARIO CAMARENA GONZALEZ RUBIO
14036,2021,PMC,C. MARIO CAMARENA GONZALEZ RUBIO
14037,1992,PRI,ING. JOSE CRUZ GOMEZ MICHEL
14037,1995,PAN,C. ENRIQUE GARCIA ROBLES
14037,1998,PRI,C. ANTONIO MENDOZA OLIVARES
14037,2000,PRI,ING. ARMANDO NUÑEZ RAMOS
14037,2004,PRI,C. ANTONIO MENDOZA OLIVARES
14037,2007,PRI,C. ENRIQUE GUERRERO SANTANA
14037,2009,AXJ,DR. GABRIEL GOMEZ MICHEL
14037,2012,PAN,C. ENRIQUE GUERRERO SANTANA
14037,2015,PRI,C. J. JESUS CHAGOLLAN HERNANDEZ
14037,2018,COAL.,C. MONICA MARIN BUENROSTRO
14037,2021,PMC,MTRO. MILTON CARLOS CARDENAS OSORIO
14038,1992,PRI,C. MANUEL EFRAIN PONCE ARREOLA
14038,1995,PRI,C. ARTURO ARREOLA CARO
14038,1998,PRI,ING. JOSE RODRIGO O'BRIEN CORONADO
14038,2000,PAN,C. JORGE VILLASEÑOR BARAJAS
14038,2004,PRI,C. J. GIL TERRIQUEZ ROBLES
14038,2007,PRI,C. MIGUEL ANGEL GUZMAN ZEPEDA
14038,2009,PVEM,PROFR. J. GIL TERRIQUEZ ROBLES
14038,2012,PAN,C. LAURA CRUZ TOPETE
14038,2015,PRI,C. ALBINO LOPEZ PAINO
14038,2018,PVEM,C. DOMINGO VELIZ PEÑA
14038,2021,HAGAMOS,C. FELICIANO CASTRO LOPEZ
