uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
27002,1944,NA,C. ANDRÉS HERNÁNDEZ CASANOVA
27002,1947,NA,C. CESAR AGUILERA LÓPEZ
27002,1950,NA,C. MARIO PRIEGO JUÁREZ
27002,1953,NA,C. PLACIDO AGUILERA COLORADO
27002,1956,NA,C. ERNESTO BALTAZAR VALENZUELA
27002,1959,NA,C. RUBEN DARIO VIDAL RAMOS
27002,1963,NA,C. LEONIDES DE LOS SANTOS
27002,1965,NA,C. TRINIDAD FUENTES A.
27002,1968,NA,C. MANUEL PIÑERA MORALES
27002,1971,NA,C. EDUARDO ESTRADA ESPINOZA
27002,1974,NA,C. EUGENIO AMAT DE LA FUENTE
27002,1977,NA,C. FERNANDO SÁNCHEZ DE LA CRUZ
27002,1980,NA,C. JULIAN MONTEJO DE LA FUENTE
27002,1983,NA,C. EUGENIO AMAT DE LA FUENTE
27002,1986,NA,C. RUBEN DARIO VIDAL RAMOS
27002,1989,NA,C. RODOLFO SÁNCHEZ DE LA CRUZ
27002,1992,CM-PRD,DR. CARLOS ALBERTO WILSON GOMEZ
27002,1995,PRD,DR. HECTOR MUÑOZ RAMIREZ
27002,1998,PRI,LIC. OSCAR ALBERTO PRIEGO GALLEGOS
27002,2001,PRD,C. ABENAMAR MORALES GAMAS
27002,2004,PRD,C. TOMAS BRITO LARA
27002,2007,CPBT,C. SALVADOR AQUINO ALMEIDA
27002,2010,PRI,ING. NELSON PEREZ GARCIA
27002,2013,PRD,C. AVENAMAR PEREZ ACOSTA
27002,2016,COAL.,C. RAFAEL ACOSTA LEON
27002,2018,COAL.,C. ARMANDO BELTRAN TENORIO
27002,2021,MORENA,C. MARIA ESTHER ZAPATA ZAPATA
27003,1947,NA,C. IGNACIO DE LA CRUZ ZETINA
27003,1950,NA,C. RODRIGO CAPARROSO POZO
27003,1953,NA,C. JULIÁN JAUME MAGAÑA
27003,1956,NA,C. ULISES GARCÍA FERNÁNDEZ
27003,1959,NA,C. JUAN SABINO OLIVE
27003,1962,NA,C. JOSÉ LUIS VARELA MENDOZA
27003,1965,NA,C. RAMÓN TELLAECHE MERINO
27003,1968,NA,C. MOISÉS ALVAREZ LUNA
27003,1971,NA,C. HOMERO PEDRERO PRIEGO
27003,1974,NA,C. RODRIGO CAPARROSO POZO
27003,1977,NA,C. MARÍA DEL C. PAREDES SALDIVAR
27003,1978,NA,C. JAIME PÉREZ GARCÍA
27003,1980,NA,C. ARMANDO PÉREZ CHAN
27003,1983,NA,C. AMADO FRANCISCO FRANCO SUÁREZ
27003,1986,NA,C. JULIO CESAR VIDAL PÉREZ
27003,1989,NA,C. ANASTACIO FERNÁNDEZ RAMÍREZ
27003,1992,PRI,C.P. JOSE L. VARELA ALVAREZ
27003,1995,PRI,C.P. NAPOLEON RODRIGUEZ SUAREZ
27003,1998,PRI,C. ROMEO BENJAMIN GARCIA MORA
27003,2001,PRI,C. FRANCISCO HERRERA LEON
27003,2004,PRD,C. JOSE DAVID ASCENCIO ARELLANO
27003,2007,PRI,C. NICOLAS CARLOS BELLIZIA ABOAF
27003,2010,PRI,ING. AQUILES REYES QUIROZ
27003,2013,PRD,C. RAMON HERNANDEZ SANCHEZ
27003,2016,PRI,C. GABRIELA DEL CARMEN LOPEZ SANLUCAS
27003,2018,MORENA,C. GUADALUPE CRUZ IZQUIERDO
27003,2021,MORENA,C. LLUVIA SALAS LOPEZ
27003,NA,NA,C. EZEQUIEL JIMÉNEZ LEÓN
27004,1919,NA,C. GUSTAVO HERNÁNDEZ LOROÑO
27004,1953,NA,C. REGULO TORPEY ANDRADE
27004,1956,NA,C. JOSÉ GUIMOD CABALLERO
27004,1959,NA,C. MARIO A. BROWN PERALTA
27004,1962,NA,C. ANGEL M. MARTÍNEZ ZENTELLA
27004,1965,NA,C. OSCAR QUINTERO MARTÍNEZ DE ESCOBAR
27004,1968,NA,C. ANTONIO OCAMPO RAMÍREZ
27004,1971,NA,C. ROBERTO ROSADO SASTRE
27004,1974,NA,C. RAMÓN MAGAÑA ROMERO
27004,1977,NA,C. AGUSTÍN BELTRAN BASTAR
27004,1980,NA,C. PASCUAL BELLIZIA CASTAÑEDA
27004,1983,NA,C. GUSTAVO ROSARIO TORRES
27004,1986,NA,C. AMADOR IZUNDEGUI RULLAN
27004,1989,NA,C. CESAR ROJAS HERRERA
27004,1992,PRI,ARQ. MANUEL SUAREZ HERRERA
27004,1995,PRI,LIC. EDGAR AZCUAGA CABRERA
27004,1998,PRI,LIC. GEORGINA TRUJILLO ZENTELLA
27004,2001,PRI,QUIM. ANDRES RAFAEL GRANIER MELO
27004,2004,PRI,C. JOSE ANTONIO CAMPAÑ ABREU
27004,2007,PRI,C. EVARISTO HERNANDEZ CRUZ
27004,2010,PRI,C. JESUS ALI DE LA TORRE
27004,2013,PRD,C. JOSE HUMBERTO DE LOS SANTOS BERTRUY
27004,2016,CONSINTER,ENF. CONCEJO INTERNO CONCEJO INTERNO
27004,2018,COAL.,C. EVARISTO HERNANDEZ CRUZ
27004,2021,MORENA,C. YOLANDA DEL CARMEN OSUNA HUERTA
27005,1940,NA,C. CANDELARIO BOSADA MUÑOZ
27005,1942,NA,C. MANUEL RUIZ PERALTA
27005,1944,NA,C. HEBERTO MOHENO BOSADA
27005,1947,NA,C. CANDELARIO BOSADA MUÑOZ
27005,1950,NA,C. JULIÁN MURILLO PULIDO
27005,1953,NA,C. CARLOS ECHEVERRÍA VALENZUELA
27005,1956,NA,C. JOSÉ SABINO DAGDUG JAHIRALA
27005,1959,NA,C. SALVADOR PERALTA ESCOBAR
27005,1962,NA,C. TEOFILO CACEP HADAD
27005,1965,NA,C. ADOLFO FERRER LUTZOW
27005,1968,NA,C. RAMÓN MAGAÑA ROMERO
27005,1971,NA,C. ALVARO GRANIEL SASTRE
27005,1974,NA,C. RUBEN DARIO VIDAL RAMOS
27005,1977,NA,C. FRANCISCO PERALTA BURELO
27005,1980,NA,C. BLADIMIR BUSTAMANTE SASTRE
27005,1983,NA,C. JOSÉ SABINO DAGDUG JAHIRALA
27005,1986,NA,C. ISIDRO FILIGRANA GRACIA
27005,1989,NA,C. PEDRO JIMÉNEZ LEÓN
27005,1992,PRI,C. OSCAR CACEP PERALTA
27005,1995,PRI,LIC. ROGELIO RODRIGUEZ JAVIER
27005,1998,PRI,C. MANUEL EUGENIO GRANIEL CACERES
27005,2001,PRD,C. JOSE MANUEL COPELAND GURDIEL
27005,2004,PRI,C. GREGORIO ARIAS PEREZ
27005,2007,CPBT,C. JAVIER MAY RODRIGUEZ
27005,2010,PRI,ING. ALEJANDRO MEDINA CUSTODIO
27005,2013,PRD,C. HECTOR PERALTA GRAPPIN
27005,2016,MORENA,C. JAVIER MAY RODRIGUEZ
27005,2018,MORENA,C. LORENA MENDEZ DENIS
27005,2021,MORENA,C. GREGORIO EFRAIN ESPADAS MENDEZ
27006,1919,NA,C. GONZALO RABELO WADE
27006,1940,NA,C. MANUEL HERNÁNDEZ GONZÁLEZ
27006,1942,NA,C. CARMEN BURELO ZENTELLA
27006,1943,NA,C. JONAS QUIROGA HERNÁNDEZ
27006,1948,NA,C. MAURO PERÉZ TORRES
27006,1950,NA,C. CARMEN MARTÍNEZ GORDILLO
27006,1953,NA,C. LUIS ORAMAS SAENZ
27006,1955,NA,C. ROBERTO DÁAZ MERITO
27006,1959,NA,C. JESÚS QUEVEDO GUZMÁN
27006,1962,NA,C. SALVADOR JUÁREZ RAMON
27006,1965,NA,C. GUSTAVO BLE TARACENA
27006,1968,NA,C. MANUEL RODRÍGUEZ GARCIA
27006,1971,NA,C. SANTIAGO VINAGRE RODRÍGUEZ
27006,1973,NA,C. RAFAEL TORRES MARQUEZ
27006,1977,NA,C. JUAN ARMANDO GORDILLO
27006,1980,NA,C. TOMAS YAÑEZ BURELO
27006,1983,NA,C. JOSUE XXICOTENCATL S.
27006,1986,NA,C. HEBERTO TARACENA RUÍZ
27006,1989,NA,C. OSCAR GÓMEZ SAUZ
27006,1992,PRI,PROFR. GABRIEL MONTEJO LOPEZ
27006,1995,PRI,ING. FERNANDO RUIZ HERNANDEZ
27006,1996,NA,C. HEBERTO TARACENA RUÍZ
27006,1998,PRI,PROFR. ISRAEL SANCHEZ GARCIA
27006,2001,PRI,C. ADOLFO PULIDO SANTIAGO
27006,2004,PRD,C. CESAR FRANCISCO BURELO BURELO
27006,2007,PRI,C. FRANCISCO JESUS SANCHEZ SOBERANO
27006,2010,PRD,C. JUAN ARMANDO GORDILLO DE DIOS
27006,2013,PRD,C. TIOFILO OVANDO SANCHEZ
27006,2016,PRD,C. TITO CAMPOS PIEDRA
27006,2018,COAL.,C. NYDIA NARANJO COBIAN
27006,2021,C.I.,C. JESUS ABRAHAM CANO GONZALEZ
27007,1919,NA,C. DANIEL OCAMPO SAURI
27007,1950,NA,C. MIGUEL PASCUAL GONZÁLEZ
27007,1953,NA,C. HEBERTO CABRERA SIBILLA
27007,1956,NA,C. JULIO CESAR ROMERO CABRERA
27007,1959,NA,C. HORACIO GARCÍA LASTRA
27007,1962,NA,C. CIPRIAN CABRERA MARTÍNEZ
27007,1965,NA,C. SEGISMUNDO FONZ CABRERA
27007,1968,NA,C. RICARDO AGUILAR GUTIÉRREZ
27007,1971,NA,C. JOSÉ BERNAT MARÍN
27007,1974,NA,C. HEBERTO CABRERA SIBILLA
27007,1977,NA,C. BARTOLO AGUIRRE MARTÍNEZ
27007,1980,NA,C. ANTONIO NAZAR BOLÍVAR
27007,1983,NA,C. JOAQUÍN CABRERA PUJOL
27007,1986,NA,C. HEBERTO CABRERA JASSO
27007,1989,NA,C. MIGUEL A. CABRERA PUJOL
27007,1992,CM-PRI,LIC. RAMON RODRIGUEZ LAYNEZ
27007,1995,PRI,LIC. VENTURA MARIN FONZ
27007,1998,PRI,ING. HEBERTO RAMON CABRERA JASSO
27007,2001,PRI,C. MANUEL DIAZ MARTINEZ
27007,2004,PRI,C. FRANCISCO JAVIER CONDE ORDORICA
27007,2007,PRI,C. JORGE LUIS GONZALEZ MARIN
27007,2010,PAN,C. MIGUEL ANGEL JIMENEZ LANDERO
27007,2013,PRI,C. JOSE ARMIN MARIN SAURY
27007,2016,PVEM,C. MANUELA DEL PILAR RIOS LOPEZ
27007,2018,PVEM,C. CARLOS ALBERTO PASCUAL PEREZ JASSO
27007,2021,MORENA,C. JOSE BERNAT RODRIGUEZ
27008,1919,NA,C. HIRAM R. HERRERA SOL
27008,1944,NA,C. CESAR GONZÁLEZ COLLADO
27008,1947,NA,C. FERNANDO AGUIRRE COLORADO
27008,1950,NA,C. DOMINGO MADRAZO ACUÑA
27008,1953,NA,C. MIGUEL MARTÍNEZ RUIZ
27008,1956,NA,C. ROBERTO AGUIRRE DEL VALLE
27008,1959,NA,C. CESAR AUGUSTO ROMERO
27008,1962,NA,C. JORGE GURRIA MARTÍNEZ DE ESCOBAR
27008,1965,NA,C. CARLOS M. DE LA FUENTE LAZO
27008,1968,NA,C. FELIX ACUÑA DEL VALLE
27008,1971,NA,C. JUAN MARTÍNEZ FICACHI
27008,1974,NA,C. CARLOS MARTÍNEZ DE ESCOBAR ZURITA
27008,1977,NA,C. ABENAMAR DE LA FUENTE LAZO
27008,1980,NA,C. JESÚS MADRAZO MARTÍNEZ DE ESCOBAR
27008,1983,NA,C. ABENAMAR DE LA FUENTE LAZO
27008,1986,NA,C. CESAR E. RABELO DAGDUG
27008,1989,NA,C. CARLOS FRANCISCO DAGDUG CADENA
27008,1992,PRI,DR. LUIS FELIPE MADRIGAL HERNANDEZ
27008,1995,PRI,LIC. JOSE DEL CARMEN TORRUCO JIMENEZ
27008,1998,PRI,C. CESAR ERNESTO RABELO DAGDUG
27008,2001,PRI,C. MANRIQUE DAGDUG URGELL
27008,2004,PRD,C. WALTER HERRERA RAMIREZ
27008,2007,CPBT,C. OSCAR FERRER ABALOS
27008,2010,PRI,M.V.Z. GERALD WASHINGTON HERRERA CASTELLANOS
27008,2013,PRD,C. FRANCISCO SANCHEZ RAMOS
27008,2016,PRD,C. JOSE SABINO HERRERA DAGDUG
27008,2018,MORENA,C. JOSE DEL CARMEN TORRUCO JIMENEZ
27008,2021,MORENA,C. OSCAR FERRER ABALOS
27009,1940,NA,C. HERMINO OROPEZA OROPEZA
27009,1943,NA,C. TIBURCIO TORRES MÉNDEZ
27009,1946,NA,C. ALFREDO MANZUR
27009,1949,NA,C. JULIÁN OCAÑA ALVAREZ
27009,1952,NA,C. FELIPE PÉREZ BENITEZ
27009,1959,NA,C. JUAN OCAÑA ALVAREZ
27009,1962,NA,C. ENRIQUE FERNÁNDEZ VERAUD
27009,1965,NA,C. ROMULO OROPEZA DE LA CRUZ
27009,1968,NA,C. JULIO CESAR BOCANEGRA
27009,1971,NA,C. LUIS E. CÁRDENAS PALOMEQUE
27009,1974,NA,C. LUIS A. ZURITA OROPEZA
27009,1977,NA,C. MANLIO EVOLI OCAÑA
27009,1980,NA,C. FREDDY OROPEZA CORREA
27009,1983,NA,C. LUIS FELIPE OROPEZA LUNA
27009,1986,NA,C. RODOLFO JIMENEZ DAMASCO
27009,1989,NA,C. JESUS A. GOMEZ MALDONADO
27009,1992,CM-PRI,LIC. JOSE JESUS TORPEY ANDRADE
27009,1995,PRI,LIC. JAIME CORDOVA CONTRERAS
27009,1998,PRI,DR. FERNANDO EMILIO PRIEGO DEYA
27009,2001,PRI,C. ROGER SILVIANO PEREZ EVOLI
27009,2004,PRI,C. EDISSON HERNANDEZ PINTO
27009,2007,PRI,C. ANTONIO PRIEGO JIMENEZ
27009,2010,PRD,ING. LUIS FRANCISCO DEYA OROPEZA
27009,2013,PRI,C. OVIDIO HERNANDEZ PEREZ
27009,2016,COAL.,C. ESPERANZA MENDEZ VAZQUEZ
27009,2018,MORENA,C. MARIA ASUNCION SILVAN MENDEZ
27009,2021,MORENA,C. FERNANDO EMILIO PRIEGO ZURITA
27010,1919,NA,C. ALCIBIADES CASTILLO GONZÁLEZ
27010,1940,NA,C. JORGE BOETIGGER
27010,1944,NA,C. ISIDORO VÁZQUEZ PALMA
27010,1948,NA,C. BELISARIO PÉREZ FRÍAS
27010,1950,NA,C. MANUEL A. FUENTES ROSADO
27010,1953,NA,PROFR. MANUEL GALLEGOS ROMERO
27010,1956,NA,C. TOMAS TARACENA HERNÁNDEZ
27010,1959,NA,PROFR. JESÚS SANDOVAL VALENZUELA
27010,1962,NA,PROFR. SALVADOR MARTÍNEZ GUZMÁN
27010,1966,NA,C. MANUEL ULIN HERNANDEZ
27010,1968,NA,C. MERCEDES GARCÍA ULIN
27010,1971,NA,PROFR. JOSÉ HERNÁNDEZ GUZMÁN
27010,1974,NA,PROFR. SEBASTIAN SANDOVAL VALENZUELA
27010,1977,NA,PROFR. AURELIANO BARJAU HERNÁNDEZ
27010,1980,NA,PROFR. JESÚS SANDOVAL TORRES
27010,1983,NA,LIC. BALDEMAR HERNÁNDEZ MARQUEZ
27010,1986,NA,LIC. LENIN MEDINA RUIZ
27010,1989,NA,LIC. AMADOR IZQUIERDO ARELLANO
27010,1992,PRI,LIC. ANDRES MADRIGAL HERNANDEZ
27010,1995,PRD,Q.F.B. JOSE CARMEN ORUETA MADRIGAL
27010,1998,PRI,C. JUAN MAGAÑA MADRIGAL
27010,2001,PRD,C. ANTONIO SASTRE SEGOVIA
27010,2004,PRD,C. FRANCISCO MIRABAL HERNANDEZ
27010,2007,CPBT,C. JESUS SELVAN GARCIA
27010,2010,PRI,C. RENAN LOPEZ SANCHEZ
27010,2013,PRD,C. DOMINGO GARCIA VARGAS
27010,2016,COAL.,C. FRANCISCO JAVIER CABRERA SANDOVAL
27010,2018,MORENA,C. JESUS SELVAN GARCIA
27010,2021,MORENA,C. NURIS LOPEZ SANCHEZ
27011,1947,NA,C. JOSÉ FARIA C.
27011,1950,NA,C. MANUEL GARCÍA ALVAREZ
27011,1953,NA,C. HORACIO FILIGRANA ZUBIETA
27011,1956,NA,C. ARMIN HERRERA OCAÑA
27011,1959,NA,C. LUIS A. CABRALES SALA
27011,1962,NA,C. RAÚL OJEDA GARRIDO
27011,1965,NA,C. MANUEL LARA TOMPSON
27011,1968,NA,C. HORACIO FILIGRANA LEZAMA
27011,1971,NA,C. LEANDRO SÁNCHEZ PÉREZ
27011,1974,NA,C. ARMANDO RODRÍGUEZ VILLEGAS
27011,1977,NA,C. JULIO C. LEZAMA MOO
27011,1980,NA,C. ALCIDES JIMÉNEZ ARIAS
27011,1983,NA,C. OSCAR ARGAIZ ZURITA
27011,1986,NA,C. RAÚL GILBERTO LEZAMA MOO
27011,1989,NA,C. ANTONIO ARGAIZ ZURITA
27011,1992,PRI,LIC. SAUL JIMENEZ MENDEZ
27011,1995,PRI,DR. EDUARDO ENRIQUE FLORES ARIAS
27011,1998,PRI,LIC. FIDELIO QUINTO PERALTA DAMIAN
27011,2001,PRD,C. FRANCISCO ALFONSO FILIGRANA CASTRO
27011,2004,PRD,C. RAFAEL ELIAS SANCHEZ CABRALES
27011,2007,CPBT,C. CARLOS FRANCISCO LASTRA GONZALEZ
27011,2010,PRD,C. ARMANDO NARCISO CORREA PEÑA
27011,2013,PRI,C. JOSE FELIPE TORRES ARIAS
27011,2016,COAL.,C. ANA LILIA DIAZ ZUBIETA
27011,2018,COAL.,C. FRANCISCO ALFONSO FILIGRANA CASTRO
27011,2021,MORENA,C. ERIC ROBERT GARRIDO ARGAEZ
27012,1919,NA,C. DIEGO ANDRADE RUIZ
27012,1956,NA,C. ABEL FALCON CÁMARA
27012,1959,NA,C. ULISES GONZÁLEZ BLENGIO
27012,1962,NA,C. JORGE ZURITA ROVIROSA
27012,1965,NA,C. LUIS FALCON CÁMARA
27012,1968,NA,C. ALFONSO ALVAREZ GARCÍA
27012,1971,NA,C. MANUEL GARCÍA CASTILLO
27012,1974,NA,C. MANLIO MARQUEZ ORAMAS
27012,1977,NA,C. VÍCTOR MANUEL LÓPEZ CRUZ
27012,1980,NA,C. JOSÉ E. ROVIROSA CARRILLO
27012,1983,NA,C. LENIN FALCON MÉNDEZ
27012,1986,NA,C. FRANCISCO HERNÁNDEZ PINEDA
27012,1989,NA,C. OSCAR ZACARÍAS PÉREZ
27012,1990,NA,C. HECTOR JORGE RUIZ ANDRADE
27012,1992,CM-PRI,C. JULIO CESAR PEREZ OROPEZA
27012,1995,PRI,C. ALEXIS FALCON AGUIRRE
27012,1998,PRI,LIC. CARLOS CESAR GIL CASTILLO
27012,2001,PRI,C. JOSE EDUARDO ROVIROSA RAMIREZ
27012,2004,PRD,C. JOSE RAMIRO LOPEZ OBRADOR
27012,2007,CPBT,C. FREDY MARTINEZ COLOME
27012,2010,PRI,DR. ALFONSO PEREZ ALVAREZ
27012,2013,PRD,C. VICTOR MANUEL GONZALEZ VALERIO
27012,2016,PRI,C. JOSE EDUARDO ROVIROSA RAMIREZ
27012,2018,MORENA,C. ROBERTO VILLALPANDO ARIAS
27012,2020,CM,C. MAURO WINZING NEGRIN
27012,2021,MORENA,C. JULIO ERNESTO GUTIERREZ BOCANEGRA
27013,1940,NA,C. JOSÉ ÁNGEL MARTÍNEZ ZENTELLA
27013,1944,NA,C. MÁXIMO GÓMEZ SUBIAUR
27013,1950,NA,C. CONCHA SALAZAR
27013,1953,NA,C. JOSÉ DEL CARMEN GÓMEZ TOSCA
27013,1956,NA,C. HERNÁN RABELO WADE
27013,1959,NA,C. VÍCTOR ZAPATA
27013,1962,NA,C. VICTORIO CHAN MORALES
27013,1965,NA,C. ELEAZER RIVERA MAGAÑA
27013,1968,NA,C. LUIS GARCÍA RUIZ
27013,1971,NA,C. FRANCISCO RABELO CUPIDO
27013,1974,NA,C. JOSÉ ANGEL RUIZ HERNÁNDEZ
27013,1977,NA,C. OSCAR RABELO TOSCA
27013,1980,NA,C. FELIPE RODRÍGUEZ DE LA CRUZ
27013,1981,NA,C. JOSÉ NEFTALÍ FRÍAS DÍAZ
27013,1983,NA,C. JOSÉ ANGEL RUIZ HERNÁNDEZ
27013,1986,NA,C. CARMEN SÁNCHEZ JIMÉNEZ
27013,1989,NA,C. JULIO CÉSAR DÍAZ ZAPATA
27013,1992,CM-PRI,DR. ROOSEVELT GOMEZ FLORES
27013,1995,PRD,DR. ADAN MAGAÑA GOMEZ
27013,1998,PRI,PROFR. RAMON GOMEZ ALVAREZ
27013,2001,PRI,C. CESAR DE LA CRUZ OSORIO
27013,2004,PRD,C. SILBESTRE ALVAREZ RAMON
27013,2007,CPBT,C. AVENAMAR LEYVA GOMEZ
27013,2010,PRI,LIC. MARCO ANTONIO LEYVA LEYVA
27013,2013,PRD,C. PEDRO LANDERO LOPEZ
27013,2016,PAN,C. FRANCISCO LOPEZ ALVAREZ
27013,2018,MORENA,C. JANICIE CONTRERAS GARCIA
27013,2021,MORENA,C. SHEILA DARLIN ALVAREZ HERNANDEZ
27014,1919,NA,C. CARLOS MARIO BALCAZAR G.
27014,1938,NA,C. JOSÉ ENCARNACIÓN ASMITIA
27014,1940,NA,C. JOSÉ M. BARTILLOTTI QUINTERO
27014,1942,NA,C. EVELIO ALEJANDRO ROMERO
27014,1944,NA,C. AGUSTÍN BELTRAN BASTAR
27014,1947,NA,C. AUGUSTO HERNÁNDEZ OLIVE
27014,1950,NA,C. SAMUEL MAGAÑA CORTES
27014,1953,NA,C. MANUEL R. DOMÍNGUEZ
27014,1956,NA,C. GUILLERMO SEVILLA FIGUEROA
27014,1959,NA,C. CENOBIO SANTOS MAGAÑA
27014,1962,NA,C. MANUEL A. BUENO FRANYUTTI
27014,1965,NA,C. NACIR ANTONIO RAJAL
27014,1968,NA,C. MIGUEL A. CARAVEO SAMELLERA
27014,1971,NA,C. AUGUSTO HERNÁNDEZ MAGAÑA
27014,1974,NA,C. ALFREDO ANTONIO CARRILLO
27014,1977,NA,C. MANUEL SUAREZ HERRERA
27014,1980,NA,C. ALFREDO RODRÍGUEZ ROCHER
27014,1983,NA,C. JUAN SANTOS ROMERO
27014,1986,NA,C. CIRO BURELO MAGAÑA
27014,1989,NA,C. MIGUEL HUGO ALAMILLA PÉREZ
27014,1992,PRI,LIC. JOSE MANUEL BARJAUS PEREZ
27014,1995,PRI,LIC. PEDRO DOMINGUEZ CUPIL
27014,1998,PRI,ING. LUIS ARTURO DE LA FUENTE SANCHEZ
27014,2001,PRD,DR. JORGE ANDRES GARCIA FERNANDEZ
27014,2004,PRD,C. SEBASTIAN IZQUIERDO GOMEZ
27014,2007,PRI,C. FRANCISCO SANTO MAGAÑA
27014,2010,PRD,TEC. CRISTOBAL JAVIER ANGULO
27014,2013,PRI,C. JORGE ALBERTO CARRILLO JIMENEZ
27014,2016,COAL.,C. BERNARDO BARRADA RUIZ
27014,2018,MORENA,C. ANTONIO ALEJANDRO ALMEIDA
27014,2021,PRD,C. ANA LUISA CASTELLANOS HERNANDEZ
27015,1919,NA,C. MATEO JACINTO
27015,1940,NA,C. ENRIQUE VALDIVIA
27015,1944,NA,C. ANTONIO TORRUCO OTERO
27015,1945,NA,C. FRANCISCO A. LANZ CASALS
27015,1947,NA,C. VICTOR M. ZURITA PRIEGO
27015,1950,NA,C. NEMESIO MARCIN PÉREZ
27015,1953,NA,C. CALIXTO MERINO BASTAR
27015,1954,NA,C. TOMAS JUÁREZ ALVARADO
27015,1956,NA,C. ANIBAL REYES JIMÉNEZ
27015,1959,NA,C. ULISES PALOMEQUE MERINO
27015,1962,NA,C. JOSÉ GONZÁLEZ GUTIÉRREZ
27015,1965,NA,C. PEDRO PALOMEQUE GONZÁLEZ
27015,1968,NA,C. SERVIO GARCÍA CATALDO
27015,1971,NA,C. FRANCISCO A. LANZ CASALS
27015,1974,NA,C. ALICIA GONZÁLEZ LANZ
27015,1977,NA,C. ESSAU VALENCIA CASTILLO
27015,1978,NA,C. MARCO A. MUÑOZ MOSCOSO
27015,1980,NA,C. BENJAMIN MÉNDEZ TORRANO
27015,1983,NA,C. FAUSTO MÉNDEZ JIMÉNEZ
27015,1986,NA,C. ITURBIDE PÉREZ MÉNDEZ
27015,1989,NA,C. GUILLERMO NARVAES OSORIO
27015,1992,PRI,LIC. GABRIEL JACINTO VAZQUEZ CABRERA
27015,1995,PRI,LIC. ROGELIO BETANCOUR GONZALEZ
27015,1998,PRI,DR. RUBEN ASCENCIO WADE
27015,2001,PRI,C. JORGE LUIS IZA RAMIREZ
27015,2004,PRI,C. VICTOR MANUEL NARVAEZ OSORIO
27015,2007,PRI,C. PEDRO PALOMEQUE CALZADA
27015,2010,PRI,DR. ULISES SOLIS GARCIA
27015,2013,PRD,C. ALTERIO RAMOS PEREZ PEREZ
27015,2016,PRI,C. EFRAIN NARVAEZ HERNANDEZ
27015,2018,MORENA,C. TOMIRIS DOMINGUEZ PEREZ
27015,2021,PMC,C. RICKI ANTONIO ARCOS PEREZ
27016,1919,NA,C. LUIS MONTALVO C.
27016,1940,NA,C. ORBELIN MEDINA P.
27016,1942,NA,C. ANDRÉS GONZÁLEZ C.
27016,1945,NA,C. REGULO ROSADO DÍAZ
27016,1947,NA,C. MANUEL ROSADO G.
27016,1950,NA,C. MAXIMILIANO MÉNDEZ
27016,1953,NA,C. ALEJANDRO BRINDIS
27016,1956,NA,C. RAFAEL QUINTERO P.
27016,1959,NA,C. CESAR MELO CALCANEO
27016,1962,NA,C. GUSTAVO B. PRATS
27016,1965,NA,C. EMILIO DUPEYRON SALAZAR
27016,1968,NA,C. JOSÉ PRATS DE SALAZAR
27016,1971,NA,C. RICARDO LÓPEZ AGUILAR
27016,1974,NA,C. JUAN J. LEÓN RÍOS
27016,1977,NA,C. DARVELIO ASMITIA PADRÓN
27016,1980,NA,C. AMILCAR SALA CASANOVA
27016,1983,NA,C. HIGINIO ARIAS AREVALO
