ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA,,,
29,TLAXCALA,012,ESPAÑITA,0012,14,1931,590,,74,809,99,,62,631,35,41,31,12,0,,,,,,,,,,,,4315,0,213,4528,6566,,,,
29,TLAXCALA,013,HUAMANTLA,0042,105,5055,10796,,1018,2187,1147,,665,14818,801,84,54,22,4,197,92,14,45,,,,,,,,36999,25,2165,39189,63563,,,,
29,TLAXCALA,014,HUEYOTLIPAN,0012,20,1711,1045,,210,1521,57,,202,1847,67,31,25,13,4,,,,,,,,,,,,6733,0,393,7126,11283,,,,
29,TLAXCALA,015,IXTACUIXTLA DE MARIANO MATAMOROS,0025,50,705,1915,,331,1927,1167,,626,7470,679,31,11,12,6,,,,,,,,1459,,,,16339,4,922,17265,27916,,,,
29,TLAXCALA,016,IXTENCO,0004,8,283,565,,75,123,72,,69,1882,85,4,5,0,0,18,18,3,11,,,,,,,,3213,3,215,3431,5277,,,,
29,TLAXCALA,017,MAZATECOCHCO DE JOSE MARIA MORELOS,0004,12,276,783,,515,161,611,,42,2409,88,13,26,1,2,71,22,3,26,,,,,,,,5049,3,173,5225,7693,,,,
29,TLAXCALA,018,CONTLA DE JUAN CUAMATZI,0017,44,679,3101,,1487,1152,1148,,256,6831,1636,38,22,6,8,,,,,,,,,,2041,,18405,9,729,19143,26505,,,,
29,TLAXCALA,019,TEPETITLA DE LARDIZABAL,0008,22,1135,1332,,1593,245,188,,466,3752,168,33,20,7,11,79,35,2,26,,,,,,,,9092,3,283,9378,14581,,,,
29,TLAXCALA,020,SANCTORUM DE LAZARO CARDENAS,0005,12,515,905,,156,192,77,,246,1674,98,8,4,6,2,62,18,4,24,,,,,,,,3991,1,136,4128,6544,,,,
29,TLAXCALA,021,NANACAMILPA DE MARIANO ARISTA,0010,23,1080,2199,,153,412,195,,280,2822,169,48,7,9,2,96,25,4,20,,,,,,,,7521,1,284,7806,12923,,,,
29,TLAXCALA,022,ACUAMANALA DE MIGUEL HIDALGO,0004,7,227,372,,254,111,267,,72,1859,51,6,2,0,1,61,17,1,14,,,,,,,,3315,2,106,3423,4477,,,,
29,TLAXCALA,023,NATIVITAS,0014,31,1311,765,,2113,367,251,,1895,3949,156,44,32,25,26,102,46,1,48,,,,,,,,11131,1,378,11510,18316,,,,
29,TLAXCALA,024,PANOTLA,0016,35,505,2132,,803,1270,337,,342,5331,985,12,14,4,1,,,,,,,,808,,,,12544,64,734,13342,19992,,,,
29,TLAXCALA,025,SAN PABLO DEL MONTE,0017,81,3095,3382,,660,5383,6227,,354,11245,2995,50,35,15,5,,,,,,,,,,,,33446,13,1986,35445,54385,,,,
29,TLAXCALA,026,SANTA CRUZ TLAXCALA,0008,22,851,1711,,643,360,241,,165,3790,924,25,15,2,3,,,,,,,,,,388,,9118,4,426,9548,14420,,,,
29,TLAXCALA,027,TENANCINGO,0006,14,443,689,,109,281,238,,59,2614,379,5,7,1,0,,,,,,,,,,,,4825,2,384,5211,8777,,,,
29,TLAXCALA,028,TEOLOCHOLCO,0009,28,666,2390,,378,494,1112,,170,5798,199,18,12,3,0,177,63,7,39,,,,,,,,11526,4,468,11998,16964,,,,
29,TLAXCALA,029,TEPEYANCO,0007,16,396,1877,,461,138,342,,150,2472,80,13,11,6,5,,,,,,,,,,,,5951,0,247,6198,8740,,,,
29,TLAXCALA,030,TERRENATE,0008,18,368,2117,,76,634,678,,83,1816,124,2,5,5,1,86,39,10,17,,,341,,,,,6402,2,320,6724,10079,,,,
29,TLAXCALA,031,TETLA DE LA SOLIDARIDAD,0015,35,1552,,1253,447,758,117,621,173,4586,168,31,19,5,0,122,80,9,33,563,406,,,,,,10943,1933,782,13658,21726,,,,
29,TLAXCALA,032,TETLATLAHUCA,0007,15,869,609,,1552,163,169,,610,1664,78,26,17,4,8,43,15,3,15,,,,,,,,5845,0,191,6036,9432,,,,
29,TLAXCALA,033,TLAXCALA,0035,118,6426,8468,,1375,1351,925,,4230,22126,1129,285,78,95,27,487,187,16,150,,,,,2661,,,50016,31,1675,51722,73408,,,,
29,TLAXCALA,034,TLAXCO,0036,63,3040,,2175,630,697,213,1789,243,4796,192,39,42,12,8,139,74,11,76,1579,1919,,,,,,17674,1115,971,19760,30994,,,,
29,TLAXCALA,035,TOCATLAN,0003,7,135,645,,66,239,362,,25,954,33,2,1,0,0,26,19,0,8,,,156,,,,,2671,1,93,2765,4439,,,,
29,TLAXCALA,036,TOTOLAC,0012,29,549,1411,,319,942,298,,448,5995,507,15,9,4,4,,,,,,,,594,,,,11095,6,596,11697,16898,,,,
29,TLAXCALA,037,ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS,0007,12,385,932,,52,161,70,,46,2028,69,1,4,1,0,58,22,3,16,,,,,,,,3848,2,219,4069,6640,,,,
29,TLAXCALA,038,TZOMPANTEPEC,0006,18,482,1973,,129,599,423,,136,2143,150,5,4,1,0,90,38,10,34,,,423,,,,,6640,9,326,6975,11078,,,,
29,TLAXCALA,039,XALOZTOC,0009,25,377,1998,,213,458,3396,,87,3094,124,3,3,1,5,68,48,5,20,,,635,,,,,10535,2,316,10853,16568,,,,
29,TLAXCALA,040,XALTOCAN,0009,15,764,381,,151,1444,73,,177,1695,108,6,8,1,1,,,,,,,,,,,,4809,1,303,5113,7910,,,,
29,TLAXCALA,041,PAPALOTLA DE XICOHTENCATL,0012,34,893,1713,,1236,356,2545,,199,6740,241,32,33,1,4,180,44,5,71,,,,,,,,14293,1,479,14773,21542,,,,
29,TLAXCALA,042,XICOHTZINCO,0005,17,444,1417,,384,189,1749,,85,2727,96,9,5,1,1,,,,,,,,,,,,7107,6,274,7387,10601,,,,
29,TLAXCALA,043,YAUHQUEMEHCAN ,0011,36,3121,1065,,434,3112,190,,483,5535,333,42,27,15,3,,,,,,,,,,,,14360,13,810,15183,23907,,,,
29,TLAXCALA,044,ZACATELCO,0014,52,1904,3728,,2143,781,2083,,627,9623,360,92,65,19,11,,,,,,,,,,,,21436,6,805,22247,32739,,,,
29,TLAXCALA,045,SANTA APOLONIA TEACALCO,0002,6,240,256,,601,47,49,,210,710,12,5,7,1,2,6,4,0,4,,,,,,,,2154,0,67,2221,3673,,,,
29,TLAXCALA,046,SANTA CRUZ QUILEHTLA,0003,8,145,239,,343,135,153,,87,1701,77,11,8,1,3,81,32,4,26,,,,,,,,3046,0,118,3164,4786,,,,
29,TLAXCALA,047,SAN JUAN HUACTZINCO,0002,8,214,240,,517,96,58,,177,1345,36,9,10,0,5,35,13,3,13,,,,,,,,2771,2,85,2858,5318,,,,
29,TLAXCALA,048,SANTA CATARINA AYOMETLA,0004,11,278,977,,499,259,256,,146,2151,72,21,12,0,4,,,,,,,,,,,,4675,0,284,4959,6907,,,,
29,TLAXCALA,049,SANTA ISABEL XILOXOXTLA,0002,5,103,327,,52,90,119,,54,934,22,2,1,2,1,32,5,0,8,,,,,,,,1752,0,84,1836,3214,,,,
29,TLAXCALA,050,SAN JOSE TEACALCO,0005,7,157,808,,40,149,154,,93,1061,56,6,3,3,1,49,20,1,15,,,312,,,,,2928,1,90,3019,4210,,,,
29,TLAXCALA,051,SAN FRANCISCO TETLANOHCAN,0003,13,412,745,,195,306,349,,117,3090,113,4,12,3,1,58,26,5,31,,,,,,,,5467,2,221,5690,8279,,,,
29,TLAXCALA,052,LA MAGDALENA TLALTELULCO,0006,22,1734,1096,,269,1266,252,,251,2622,195,19,14,7,1,108,77,10,16,,,,,,,1083,9020,4,376,9400,14119,,,,
29,TLAXCALA,053,SAN DAMIAN TEXOLOC,0002,7,249,133,,1087,79,110,,129,1135,40,11,10,1,4,10,11,2,4,,,,,,,,3015,0,90,3105,4350,,,,
29,TLAXCALA,054,EMILIANO ZAPATA,0004,6,218,721,,28,106,125,,34,405,26,1,0,0,0,12,6,0,0,,,432,,,,,2114,0,102,2216,3131,,,,
29,TLAXCALA,055,LAZARO CARDENAS,0002,4,95,412,,22,112,147,,25,335,37,1,5,0,0,15,10,0,3,,,252,,,,,1471,6,64,1541,2225,,,,
29,TLAXCALA,056,SAN JERONIMO ZACUALPAN,0002,5,236,291,,517,88,64,,95,726,17,8,4,0,3,12,6,2,4,,,,,,,,2073,0,82,2155,2971,,,,
29,TLAXCALA,057,SAN LUCAS TECOPILCO,0002,5,326,281,,20,241,58,,29,480,27,2,5,0,0,,,,,,,,,,,,1469,0,104,1573,2415,,,,
29,TLAXCALA,058,SANTA ANA NOPALUCAN,0002,8,450,270,,396,137,60,,161,1522,43,3,10,3,0,21,17,1,5,,,,,,,,3099,0,93,3192,5456,,,,
29,TLAXCALA,059,SAN LORENZO AXOCOMANITLA,0002,6,145,571,,299,66,175,,97,1128,28,4,7,1,0,,,,,,,,,,,,2521,2,128,2651,3762,,,,
29,TLAXCALA,060,BENITO JUAREZ,0002,7,217,495,,311,94,38,,108,1144,47,0,3,2,0,23,24,1,11,,,,,,,,2518,1,104,2623,4280,,,,
