ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,VR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,11,ATENCO,14,66,1084,6713,461,2056,314,244,1751,11227,841,254,25,9,1,1,,,,,,3670,,,,,,,,,,,,,,,,,28651,10,1219,29880,43672,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M011.pdf
15,MEXICO,12,ATIZAPAN,3,13,543,994,191,503,1062,77,71,1969,50,318,21,11,2,1,55,33,4,12,,,,,,,,,,,,,,,,,,,5917,2,146,6065,8343,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M012.pdf
15,MEXICO,13,ATIZAPAN DE ZARAGOZA 3,167,617,58305,34002,4046,5243,51627,3100,4667,75089,4141,6363,1056,272,136,95,2417,531,129,474,,,,,,,,,,,,,,,,,,,251693,180,6342,258215,396803,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M013_ATIZAPANDEZARAGOZA_JI_116_2018.pdf
15,MEXICO,14,ATLACOMULCO,39,126,4765,15520,710,3856,1123,518,1055,20275,1089,433,91,42,17,11,620,205,42,116,,,,,,,,,,,,,,,,,,,50488,35,1543,52066,74401,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M014.pdf
15,MEXICO,15,ATLAUTLA,13,34,2206,3828,245,94,60,263,592,1312,131,4800,26,16,8,2,37,10,2,21,,,863,,,,,,,,,,,,,,,,14516,1,522,15039,20936,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M015.pdf
15,MEXICO,16,AXAPUSCO,20,33,1924,4827,115,3894,50,42,226,1818,79,35,49,12,3,1,118,112,12,11,,,,665,,,,,,,,,,,,,,,13993,2,336,14331,17874,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M016.pdf
15,MEXICO,17,AYAPANGO,5,9,105,794,2511,30,37,127,22,486,11,18,27,10,3,16,9,2,1,0,,,,,,,,,,,,,,,,,,,4209,4,109,4322,5683,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M017.pdf
15,MEXICO,18,CALIMAYA,16,60,7423,7036,426,830,1124,235,919,5932,224,1772,92,43,21,10,118,35,6,35,,,,,,,,,,,,,,,,,,,26281,7,702,26990,37607,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M018.pdf
15,MEXICO,19,CAPULHUAC 4,12,40,520,2490,611,380,1699,77,5060,2699,90,914,35,14,2,5,69,32,2,17,,,,,,,,,,,,,,,,,,,14716,10,321,15047,25014,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M019.pdf
15,MEXICO,20,COACALCO DE BERRIOZABAL,106,351,26119,24423,11909,3144,4525,2323,3298,63518,2860,5641,811,251,60,42,1328,257,58,263,,,,,,,,,,,,,,,,,,,150830,102,3408,154340,223214,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M020.pdf
15,MEXICO,21,COATEPEC HARINAS 5,19,50,2746,5357,153,5395,533,107,198,2847,117,169,32,20,4,1,156,158,20,9,,,,,,,,,,,,,,,,,,,18022,10,607,18639,26702,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M021.pdf
15,MEXICO,22,COCOTITLAN 6,6,17,2050,1587,2319,51,475,1139,127,790,81,23,,,,,18,5,0,6,,,,,,,,,,,,,,,,,,,8671,6,177,8854,11388,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M022.pdf
15,MEXICO,23,COYOTEPEC,11,54,5788,3510,313,586,2482,306,1667,6699,315,1026,175,24,15,3,200,52,13,26,,,,,,,,,,,,,,,,,,,23200,19,481,23700,36152,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M023.pdf
15,MEXICO,24,CUAUTITLAN 7,27,123,6306,14418,1154,1075,732,605,4798,21040,809,789,130,32,15,6,440,97,18,76,,,,,3576,,,,,,,,,,,,,,56116,20,1102,57238,81448,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M024_CUAUTITLAN_JI_88_2018.pdf
15,MEXICO,25,CUAUTITLAN IZCALLI 8,258,674,83724,35029,4923,5184,11645,4924,7969,106497,4824,8689,1485,295,281,62,2649,550,95,549,,,,,,,,,,,,,,,,,,,279374,170,6374,285918,408508,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M025.pdf
15,MEXICO,26,CHALCO 9,71,356,9416,30187,10954,3970,2974,6271,2226,67450,5054,2378,644,159,93,132,2574,399,173,582,,,,,,,,,,,,,,,,,,,145636,98,4341,150075,239188,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M026.pdf
15,MEXICO,27,CHAPA DE MOTA,14,39,6658,3481,106,111,174,298,4499,822,71,188,86,47,14,1,19,6,3,10,,,,,,,,,,,,,,,,,,,16594,1,627,17222,20760,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M027.pdf
15,MEXICO,28,CHAPULTEPEC,2,12,618,2185,80,206,1075,55,187,515,31,737,16,6,2,2,16,8,1,3,,,,,,,,,,,,,,,,,,,5743,2,106,5851,7927,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M028.pdf
15,MEXICO,29,CHIAUTLA,12,35,341,5861,140,101,577,161,263,8574,118,,7,2,1,0,,,,,,,,,,,,,,,,,,,,,,,16146,11,312,16469,21271,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M029.pdf
15,MEXICO,30,CHICOLOAPAN,70,207,3141,23349,6923,1686,1832,838,1395,34482,1446,679,254,57,23,31,1003,189,64,218,,,,,,1565,,,,,,,,,,,,,79175,162,2057,81394,129663,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M030.pdf
15,MEXICO,31,CHICONCUAC,7,31,616,1525,241,278,688,1384,2118,3657,115,1075,65,8,11,9,99,17,4,26,,,,,,,2304,,,,,,,,,,,,14240,2,331,14573,19651,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M031.pdf
15,MEXICO,32,CHIMALHUACAN 10,162,683,10554,114409,12976,5574,3234,2691,3814,96016,3875,2623,528,203,72,103,3651,840,145,709,,,,,,,,,,,,,,,,,,,262027,142,7723,269892,451573,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M032_CHIMALHUACAN_JI_3_2018.pdf
15,MEXICO,33,DONATO GUERRA,16,39,137,7396,7334,123,62,51,254,590,84,48,239,53,9,26,44,4,3,9,,,,,,,,,,,,,,,,,,,16466,0,825,17291,23599,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M033.pdf
15,MEXICO,34,ECATEPEC DE MORELOS,745,2052,73681,163325,62419,20588,24683,12466,17056,366746,17306,11125,2764,1063,359,364,10717,2569,464,2233,,,,,,,,,,,,,,,,,,,789928,561,23149,813638,1248615,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M034.pdf
15,MEXICO,35,ECATZINGO,4,12,1598,1404,62,120,,67,92,1605,65,20,25,11,14,3,38,12,3,12,,,,,,,,,,,,,,,,,,,5151,3,128,5282,6830,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M035.pdf
15,MEXICO,36,HUEHUETOCA,51,148,12938,8968,1056,674,7215,569,2846,9362,673,6599,378,104,52,11,353,59,4,77,,,,,,,,,,,,,,,,,,,51938,17,1376,53331,92773,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M036.pdf
15,MEXICO,37,HUEYPOXTLA,16,49,1292,5705,2623,491,115,208,5606,4725,161,,102,62,5,12,93,37,2,35,,,,,,,,,,,,,,,,,,,21274,9,850,22133,30394,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M037.pdf
15,MEXICO,38,HUIXQUILUCAN 11,76,289,68115,31879,2380,1411,2387,1123,1341,19140,1104,,1563,445,179,47,738,149,43,157,,,,,,,,,,,,,,,,,,,132201,21,3046,135268,187671,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M038_HUIXQUILUCAN_JI_66_2018.pdf
15,MEXICO,39,ISIDRO FABELA 12,5,13,74,2495,1190,51,327,34,957,294,18,355,33,11,0,8,9,2,1,0,,,,,,,,,,,,,,,,,,,5859,2,194,6055,8054,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M039.pdf
15,MEXICO,40,IXTAPALUCA,226,573,11177,101340,10012,4090,2436,2668,2242,73400,2967,2926,386,150,57,83,2030,509,98,442,,,,,,,,,,,,,,,,,,,217013,97,5823,222933,344842,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M040.pdf
15,MEXICO,41,IXTAPAN DE LA SAL,19,47,6899,5109,528,497,245,256,275,2921,209,125,144,52,22,7,68,18,11,33,,,,,,,,,,,,,,,,,,,17419,11,607,18037,26407,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M041.pdf
15,MEXICO,42,IXTAPAN DEL ORO 13,5,9,1199,1092,1157,10,100,5,35,179,5,25,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,3809,0,139,3948,5116,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M042_IXTAPANDELORO_JI_98_2018.pdf
15,MEXICO,43,IXTLAHUACA,48,172,16071,12402,1777,10962,4812,5387,1117,16872,762,,965,125,191,55,,,,,,,,,,,,,,,,,,,,,,,71498,11,3693,75202,107519,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M043.pdf
15,MEXICO,44,XALATLACO,7,30,1644,2647,80,452,4644,45,141,2086,66,91,20,11,5,0,62,40,5,13,,,,,,,,,,,,,,,,,,,12052,15,287,12354,18208,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M044.pdf
15,MEXICO,45,JALTENCO 14,14,33,3465,2553,227,215,332,163,180,5774,151,426,102,16,16,5,118,33,7,21,,,,,,,,,,,,,,,,,,,13804,6,310,14120,19670,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M045.pdf
15,MEXICO,46,JILOTEPEC,44,116,3472,9989,1183,869,6162,362,11465,11641,512,257,98,46,8,17,322,52,16,94,,,,,,,,,,,,,,,,,,,46565,13,1483,48061,64903,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M046.pdf
15,MEXICO,47,JILOTZINGO,10,25,2245,2330,398,94,2711,52,79,1315,56,1344,71,37,9,2,32,14,2,11,,,,,,,,,,,,,,,,,,,10802,2,336,11140,14896,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M047.pdf
15,MEXICO,48,JIQUIPILCO,30,90,1251,13241,601,4453,2193,587,487,6702,457,3227,64,13,21,9,585,244,47,62,,,,,,,,,,,,,,,,,,,34244,13,1482,35739,51235,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M048.pdf
15,MEXICO,49,JOCOTITLAN,29,86,11621,12985,538,656,194,338,437,6737,383,179,185,66,40,6,196,60,15,38,,,,,,,,,,,,,,,,,,,34674,5,1049,35728,47187,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M049.pdf
15,MEXICO,50,JOQUICINGO,5,17,96,2058,54,235,1767,52,,3208,90,36,0,0,2,0,41,20,3,11,,,,,,,,,,,,,,,,,,,7673,1,190,7864,10087,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M050.pdf
15,MEXICO,51,JUCHITEPEC,8,27,311,3303,106,298,78,894,134,7075,213,62,53,0,2,3,99,32,27,36,,,,,,,,,,,,,,,,,,,12726,3,332,13061,17550,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M051.pdf
15,MEXICO,52,LERMA,48,169,18317,25825,2540,1154,3419,886,648,20888,881,728,408,165,44,36,548,123,29,155,,,,,,,,,,,,,,,,,,,76794,55,1730,78579,105497,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M052.pdf
15,MEXICO,53,MALINALCO,16,36,1378,4474,5129,229,260,174,259,1436,68,206,118,94,5,26,21,12,5,4,,,,,,,,,,,,,,,,,,,13898,16,498,14412,19224,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M053.pdf
15,MEXICO,54,MELCHOR OCAMPO,16,73,14478,4357,339,363,232,6376,314,5353,216,480,,,,,140,27,4,39,,,,,,,,,,,,,,,,,,,32718,9,825,33552,49097,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M054.pdf
15,MEXICO,55,METEPEC,86,281,28955,35148,1933,6984,4397,1424,1982,44217,1794,2681,414,114,53,44,1025,440,40,178,,,,,,,,,,,,,,,,,,,131823,78,2678,134579,180279,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M055.pdf
15,MEXICO,56,MEXICALTZINGO 15,4,14,101,1408,32,294,248,264,1324,585,37,1433,6,3,1,2,18,8,1,4,,,,,,,,602,,,,,,,,,,,6371,2,114,6487,9479,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M056.pdf
15,MEXICO,57,MORELOS,18,40,722,5944,199,152,216,7060,181,1063,99,35,199,5,63,44,41,4,4,12,,,,,,,,,,,,,,,,,,,16043,4,718,16765,21739,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M057.pdf
15,MEXICO,58,NAUCALPAN DE JUAREZ 16,454,1159,137699,73029,9492,10084,10350,6295,6986,148915,8790,7000,2029,629,337,135,4398,1035,211,940,,,,,,,,,,,,,,,,,,,428354,414,12626,441394,686477,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M058_NAUCALPANDEJUAREZ_JI_92_2018.pdf
15,MEXICO,59,NEXTLALPAN,10,41,568,3545,317,362,750,257,843,7710,3623,544,22,5,1,2,,,,,,,,,,,,,,,,,,,,,,,18549,8,556,19113,26750,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M059.pdf
15,MEXICO,60,NEZAHUALCOYOTL 17,680,1511,31562,76011,184735,10073,10891,7052,6800,190794,7618,4329,3254,1393,146,512,5447,1366,265,970,,,,,,,,,,,,,,,,,,,543218,358,13703,557271,865265,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M060_NEZAHUALCOYOTL_JI_119_2018.pdf
15,MEXICO,61,NICOLAS ROMERO,100,430,47059,34442,4593,4417,5151,2301,4895,65108,2584,2384,988,281,157,60,2177,490,84,453,,,,,,,,,2983,,,,,,,,,,180607,144,4773,185524,284282,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M061.pdf
15,MEXICO,62,NOPALTEPEC,5,13,2230,1345,81,1060,863,95,,94,,146,71,30,10,0,,,,,,,,,,,,,,,,,,,,,,,6025,3,203,6231,7529,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M062.pdf
15,MEXICO,63,OCOYOACAC,22,77,2853,9758,2024,680,2123,4357,,8712,515,2246,180,35,21,21,196,57,10,58,,,,,,,,,,,,,,,,,,,33846,40,842,34728,47899,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M063.pdf
15,MEXICO,64,OCUILAN 18,13,38,1093,3944,4533,228,639,71,2289,2434,76,85,54,114,5,22,53,32,5,16,,,,,,,,,,,,,,,,,,,15693,2,600,16295,20827,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M064.pdf
15,MEXICO,65,EL ORO,17,53,4091,4849,201,241,122,236,4518,2171,114,951,84,23,30,2,55,20,6,21,,,,,,,,,,,,,,,,,,,17735,16,660,18411,25978,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M065.pdf
15,MEXICO,66,OTUMBA,18,46,5055,3766,1301,259,240,193,1630,3165,126,1105,132,89,9,4,64,41,10,29,,,,,,,,,,,,,,,,,,,17218,8,487,17713,26374,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M066.pdf
15,MEXICO,67,OTZOLOAPAN,4,11,12,1655,24,1810,,2,,23,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3526,0,66,3592,4201,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M067.pdf
15,MEXICO,68,OTZOLOTEPEC,24,87,2919,7176,1068,1071,1983,483,8901,11153,621,1809,85,34,22,13,290,78,13,81,,,,,,,,,,,,,,,,,,,37800,49,1100,38949,55239,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M068.pdf
15,MEXICO,69,OZUMBA 19,13,34,239,3616,154,430,1278,89,2599,4755,194,483,3,1,0,0,102,31,5,23,,,,,,,,,,,,,,,,,,,14002,7,284,14293,19836,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M069.pdf
15,MEXICO,70,PAPALOTLA,2,6,145,1050,9,54,192,29,,1153,31,420,0,0,0,0,18,3,4,3,,,,,,,,,,,,,,,,,,,3111,0,44,3155,3877,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M070.pdf
15,MEXICO,71,LA PAZ,82,306,5685,33426,16012,2943,7814,1629,1896,43653,2212,1600,347,156,33,80,1478,357,88,280,,,,,,,,,,,,,,,,,,,119689,63,4109,123861,193763,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M071.pdf
15,MEXICO,72,POLOTITLAN 20,10,21,248,2668,54,51,3505,31,1188,502,31,11,4,2,1,0,3,0,2,4,,,,,,,,,,,,,,,,,,,8305,0,266,8571,11640,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M072.pdf
15,MEXICO,73,RAYON 21,4,13,132,2432,99,1413,25,427,859,930,32,390,14,1,2,1,42,39,3,2,,,,,,,,,,,,,,,,,,,6843,8,152,7003,8778,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M073.pdf
15,MEXICO,74,SAN ANTONIO LA ISLA,4,25,2044,3451,124,263,2751,74,337,2664,88,354,28,6,4,1,52,14,3,19,,,,,,,,,,,,,,,,,,,12277,3,239,12519,16927,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M074.pdf
15,MEXICO,75,SAN FELIPE DEL PROGRESO,43,149,4234,22730,1135,2175,1208,753,902,22636,733,450,112,33,16,13,526,178,37,167,,,,,,,,,,,,,,,,,,,58038,33,2845,60916,89327,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M075.pdf
15,MEXICO,76,SAN MARTIN DE LAS PIRAMIDES,14,32,5745,4505,346,146,244,155,145,2416,224,252,78,28,7,0,62,11,2,24,,,,,,,,,,,,,,,,,,,14390,6,319,14715,19819,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M076.pdf
15,MEXICO,77,SAN MATEO ATENCO 22,21,95,6534,16217,557,847,1261,531,3370,13995,515,441,99,38,17,7,318,95,8,96,,,,,,,,,,,,,,,,,,,44946,27,1000,45973,62857,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M077_SANMATEOATENCO_JI_111_2018.pdf
15,MEXICO,78,SAN SIMON DE GUERRERO,4,9,16,1528,2127,16,4,16,,352,19,,6,6,0,4,11,1,0,1,,,,,,,,,,,,,,,,,,,4107,0,79,4186,4938,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M078.pdf
15,MEXICO,79,SANTO TOMAS,10,19,763,1951,1278,53,808,40,66,233,8,19,26,61,0,5,2,8,0,4,,,,,,,,,,,,,,,,,,,5325,1,192,5518,7024,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M079.pdf
15,MEXICO,80,SOYANIQUILPAN DE JUAREZ,7,19,4330,661,22,115,20,15,2008,1141,52,22,41,18,12,0,15,7,1,7,,,,,,,,,,,,,,,,,,,8487,0,156,8643,10207,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M080.pdf
15,MEXICO,81,SULTEPEC,23,40,2657,6536,819,151,85,175,,2329,103,50,50,57,9,5,34,6,1,24,,,,,,,,,,,,,,,,,,,13091,2,694,13787,19349,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M081.pdf
15,MEXICO,82,TECAMAC,157,504,19410,64821,3651,9606,3131,1916,4542,95606,3529,2193,395,113,49,37,,,,,,,,,,,,,,2955,,,,,,,,,211954,370,8010,220334,322728,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M082.pdf
15,MEXICO,83,TEJUPILCO,44,104,1257,11870,7199,910,178,298,1012,12327,282,366,100,94,8,27,254,97,21,102,,,,,,,,,,,,,,,,,,,36402,24,1531,37957,55886,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M083.pdf
15,MEXICO,84,TEMAMATLA,5,16,217,950,117,88,104,1340,2188,1112,104,286,50,3,7,8,35,14,5,10,,,,,,,,,,,,,,,,,,,6638,2,155,6795,9877,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M084.pdf
15,MEXICO,85,TEMASCALAPA,15,45,8608,4332,235,420,66,162,118,5703,143,62,233,62,37,7,156,66,10,37,,,,,,,,,,,,,,,,,,,20457,6,493,20956,28256,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M085.pdf
15,MEXICO,86,TEMASCALCINGO,34,88,868,7170,1083,499,10082,334,587,10261,1069,1545,35,33,2,7,,,,,,,,,,,,,,,,,,,,,,,33575,7,1591,35173,48037,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M086.pdf
15,MEXICO,87,TEMASCALTEPEC,23,47,3748,4262,503,428,2595,123,139,5313,125,,81,74,7,7,116,57,6,39,,,,,,,,,,,,,,,,,,,17623,2,481,18106,23868,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M087.pdf
15,MEXICO,88,TEMOAYA,26,109,5161,9085,1159,2585,4647,4216,796,12361,644,951,211,55,42,38,502,160,36,100,,,,,,,,,,,,,,,,,,,42749,11,1640,44400,66560,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M088.pdf
15,MEXICO,89,TENANCINGO,36,113,5777,9111,751,1104,5069,536,1956,9069,467,4468,119,33,26,6,228,86,13,106,,,,,,,,,,,5285,,,,,,,,44210,44,1538,45792,69404,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M089.pdf
15,MEXICO,90,TENANGO DEL AIRE,5,13,280,1283,42,152,2801,35,24,1511,185,19,16,0,0,0,26,10,1,8,,,,,,,,,,,,,,,,,,,6393,1,131,6525,8305,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M090.pdf
15,MEXICO,91,TENANGO DEL VALLE,27,91,1970,5961,5469,6127,820,441,1012,14434,586,347,130,65,10,31,516,293,44,85,,,,,,,,,,,,,,,,,,,38341,41,1063,39445,59014,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M091.pdf
15,MEXICO,92,TEOLOYUCAN,25,95,9818,7846,1367,612,1639,790,1203,15928,547,279,251,79,28,12,396,97,17,108,,,,,,,,,,,,,,,,,,,41017,16,934,41967,62655,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M092.pdf
15,MEXICO,93,TEOTIHUACAN,23,73,1776,7796,4951,719,1091,270,621,8424,414,3074,121,78,10,7,216,67,13,38,,,,,,,,,,,,,,,,,,,29686,628,815,31129,44310,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M093.pdf
15,MEXICO,94,TEPETLAOXTOC,11,36,900,4230,219,286,1202,146,822,4877,153,2335,20,1,2,1,72,14,12,23,,,,,,,,,,,,,,,,,,,15315,4,370,15689,21489,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M094.pdf
15,MEXICO,95,TEPETLIXPA,8,21,140,1591,79,183,3796,201,118,3032,98,298,7,1,2,0,48,26,3,22,,,,,,,,,,,,,,,,,,,9645,1,339,9985,14030,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M095.pdf
