Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 99 - TUXPAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,75,99,,,0,,4,220,,,,1,,3,,,,,0,7,409,645
Total,,,169,172,0,0,1,0,6,414,0,0,0,2,0,3,0,0,0,0,0,19,786,1289
Sección 2118 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,57,,,3,,1,236,,,,2,,1,,,,,1,12,412,659
C1,AC,Urna tradicional,94,46,,,3,,1,274,,,,2,,0,,,,,0,16,436,660
C2,AC,Urna tradicional,88,40,,,1,,1,259,,,,5,,1,,,,,0,15,410,660
C3,AC,Urna tradicional,84,48,,,2,,1,253,,,,6,,4,,,,,0,15,413,660
Total,,,365,191,0,0,9,0,4,1022,0,0,0,15,0,6,0,0,0,0,1,58,1671,2639
Sección 2119 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,62,109,,,5,,3,245,,,,0,,0,,,,,0,9,433,683
C1,AC,Urna tradicional,41,131,,,5,,6,226,,,,0,,9,,,,,0,9,427,683
Total,,,103,240,0,0,10,0,9,471,0,0,0,0,0,9,0,0,0,0,0,18,860,1366
Sección 2120 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,38,,,1,,1,141,,,,2,,2,,,,,0,4,216,402
C1,AC,Urna tradicional,32,60,,,2,,1,125,,,,1,,0,,,,,0,12,233,402
Total,,,59,98,0,0,3,0,2,266,0,0,0,3,0,2,0,0,0,0,0,16,449,804
Sección 2121 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,50,42,,,1,,3,221,,,,2,,1,,,,,0,10,330,539
C1,AC,Urna tradicional,42,65,,,1,,0,198,,,,5,,2,,,,,0,16,329,539
Total,,,92,107,0,0,2,0,3,419,0,0,0,7,0,3,0,0,0,0,0,26,659,1078
Sección 2122 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,46,,,0,,2,103,,,,0,,5,,,,,0,20,276,394
C1,AC,Urna tradicional,82,51,,,3,,2,95,,,,3,,4,,,,,0,24,264,394
Total,,,182,97,0,0,3,0,4,198,0,0,0,3,0,9,0,0,0,0,0,44,540,788
Sección 2123 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,160,41,,,2,,0,139,,,,5,,1,,,,,0,17,365,539
C1,AC,Urna tradicional,150,51,,,4,,0,142,,,,12,,0,,,,,0,14,373,540
C2,AC,Urna tradicional,142,50,,,1,,2,144,,,,6,,2,,,,,1,9,357,540
Total,,,452,142,0,0,7,0,2,425,0,0,0,23,0,3,0,0,0,0,1,40,1095,1619
Sección 2124 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,10,,,0,,0,98,,,,0,,0,,,,,0,11,170,291
Total,,,51,10,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,11,170,291
Sección 2125 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,165,36,,,3,,2,151,,,,9,,2,,,,,0,23,391,584
Total,,,165,36,0,0,3,0,2,151,0,0,0,9,0,2,0,0,0,0,0,23,391,584
Sección 2126 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,140,71,,,2,,2,165,,,,6,,2,,,,,0,8,396,607
Total,,,140,71,0,0,2,0,2,165,0,0,0,6,0,2,0,0,0,0,0,8,396,607
Sección 2127 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,69,,,1,,1,132,,,,0,,0,,,,,0,9,318,500
C1,AC,Urna tradicional,117,59,,,1,,0,154,,,,0,,0,,,,,0,15,346,501
Total,,,223,128,0,0,2,0,1,286,0,0,0,0,0,0,0,0,0,0,0,24,664,1001
Sección 2128 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,120,10,,,0,,1,32,,,,3,,0,,,,,0,5,171,274
Total,,,120,10,0,0,0,0,1,32,0,0,0,3,0,0,0,0,0,0,0,5,171,274
Sección 2129 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,18,,,1,,0,52,,,,1,,0,,,,,0,5,137,174
Total,,,60,18,0,0,1,0,0,52,0,0,0,1,0,0,0,0,0,0,0,5,137,174
Total municipal,,,3100,1930,0,0,55,0,59,6641,0,0,0,81,0,60,0,0,0,0,2,407,12335,19437
