Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 46 - JOSE SIXTO VERDUZCO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,53,31,175,26,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,302,544
Sección 769 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,96,39,185,28,0,0,0,,,,,0,,0,,,0,,0,6,354,645
C1,AC,Urna tradicional,116,36,199,19,0,0,0,,,,,1,,0,,,2,,0,13,386,646
Total,,,212,75,384,47,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,19,740,1291
Sección 770 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,67,152,7,0,0,0,,,,,0,,0,,,0,,0,18,350,628
C1,AC,Urna tradicional,85,54,129,12,0,3,1,,,,,2,,0,,,4,,0,18,308,628
C2,AC,Urna tradicional,87,79,137,11,0,0,0,,,,,1,,0,,,3,,0,13,331,629
Total,,,278,200,418,30,0,3,1,0,0,0,0,3,0,0,0,0,7,0,0,49,989,1885
Sección 771 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,177,102,17,0,0,0,,,,,0,,0,,,0,,0,11,365,623
C1,AC,Urna tradicional,72,154,87,8,1,0,0,,,,,4,,0,,,0,,0,13,339,624
Total,,,130,331,189,25,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,704,1247
Sección 772 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,16,239,6,1,1,0,,,,,0,,0,,,0,,0,11,384,638
C1,AC,Urna tradicional,136,20,226,16,2,1,1,,,,,0,,0,,,1,,0,11,414,639
Total,,,246,36,465,22,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,22,798,1277
Sección 773 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,97,4,103,43,0,2,0,,,,,0,,0,,,0,,0,10,259,591
C1,AC,Urna tradicional,67,17,127,30,0,1,1,,,,,1,,0,,,1,,0,9,254,592
Total,,,164,21,230,73,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,19,513,1183
Total municipal,,,4056,1630,5954,1554,23,29,54,0,0,0,0,35,0,14,0,0,36,0,1,436,13822,23924
