Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 90 - TEPALCATEPEC,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,92,110,0,0,1,0,2,55,0,0,0,11,0,3,0,0,0,0,0,5,279,535
Sección 1988 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,98,,,2,,1,141,,,,2,,1,,,,,0,17,380,738
Total,,,118,98,0,0,2,0,1,141,0,0,0,2,0,1,0,0,0,0,0,17,380,738
Sección 1989 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,150,,,0,,0,135,,,,0,,3,,,,,0,8,313,581
E1,AC,Urna tradicional,15,107,,,1,,0,131,,,,0,,2,,,,,0,7,263,511
E2,AC,Urna tradicional,28,57,,,1,,0,79,,,,0,,0,,,,,0,3,168,357
E3,AC,Urna tradicional,19,142,,,0,,0,89,,,,0,,0,,,,,0,2,252,478
Total,,,79,456,0,0,2,0,0,434,0,0,0,0,0,5,0,0,0,0,0,20,996,1927
Sección 1990 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,87,,,0,,0,96,,,,0,,0,,,,,0,0,200,448
E1,AC,Urna tradicional,19,59,,,2,,1,82,,,,0,,0,,,,,0,0,163,325
Total,,,36,146,0,0,2,0,1,178,0,0,0,0,0,0,0,0,0,0,0,0,363,773
Sección 1991 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,203,,,2,,0,126,,,,0,,0,,,,,0,5,356,731
E1,AC,Urna tradicional,8,203,,,1,,0,77,,,,0,,6,,,,,0,8,303,634
E2,AC,Urna tradicional,24,43,,,0,,0,42,,,,0,,0,,,,,0,0,109,246
Total,,,52,449,0,0,3,0,0,245,0,0,0,0,0,6,0,0,0,0,0,13,768,1611
Sección 1992 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,118,,,1,,0,62,,,,0,,0,,,,,0,3,198,427
E1,AC,Urna tradicional,4,28,,,0,,0,46,,,,0,,0,,,,,0,0,78,129
Total,,,18,146,0,0,1,0,0,108,0,0,0,0,0,0,0,0,0,0,0,3,276,556
Sección 1993 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,1,38,,,0,,0,61,,,,0,,0,,,,,0,2,102,274
E1,AC,Urna tradicional,12,32,,,4,,0,30,,,,0,,0,,,,,0,3,81,169
E2,AC,Urna tradicional,6,4,,,0,,0,57,,,,0,,0,,,,,0,2,69,146
Total,,,19,74,0,0,4,0,0,148,0,0,0,0,0,0,0,0,0,0,0,7,252,589
Sección 1994 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,20,,,0,,0,43,,,,0,,0,,,,,0,6,94,216
E1,AC,Urna tradicional,55,48,,,0,,0,51,,,,0,,0,,,,,0,5,159,286
Total,,,80,68,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,11,253,502
Total municipal,,,2361,3857,0,0,31,0,28,3391,0,0,0,59,0,46,0,0,0,0,1,262,10036,19496
