Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 4 - ANGAMACUTIRO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,33,94,128,4,1,,0,,,,,3,,5,13,,,,0,8,289,613
Total,,,94,177,230,11,1,0,1,0,0,0,0,5,0,6,22,0,0,0,1,14,562,1226
Sección 44 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,50,168,128,20,2,,1,,,,,4,,3,12,,,,0,11,399,710
Total,,,50,168,128,20,2,0,1,0,0,0,0,4,0,3,12,0,0,0,0,11,399,710
Sección 45 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,12,132,181,5,0,,1,,,,,0,,4,5,,,,0,6,346,595
C1,AC,Urna tradicional,4,117,218,2,3,,0,,,,,0,,0,9,,,,0,8,361,596
C2,AC,Urna tradicional,11,90,202,4,2,,0,,,,,0,,2,16,,,,0,2,329,596
C3,AC,Urna tradicional,12,117,215,3,0,,0,,,,,0,,4,17,,,,0,10,378,596
Total,,,39,456,816,14,5,0,1,0,0,0,0,0,0,10,47,0,0,0,0,26,1414,2383
Sección 46 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,225,206,3,0,,0,,,,,0,,4,2,,,,1,12,473,705
Total,,,20,225,206,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,12,473,705
Sección 47 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,30,19,1,0,,0,,,,,0,,1,3,,,,0,2,58,147
Total,,,2,30,19,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,58,147
Sección 48 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,16,157,76,1,2,,0,,,,,0,,4,2,,,,0,4,262,439
Total,,,16,157,76,1,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,262,439
Sección 49 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,124,142,1,0,,2,,,,,0,,0,0,,,,0,3,307,618
Total,,,35,124,142,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,307,618
Sección 50 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,98,108,0,0,,0,,,,,0,,0,0,,,,0,5,220,435
C1,AC,Urna tradicional,5,110,96,2,0,,1,,,,,0,,2,3,,,,0,4,223,435
Total,,,14,208,204,2,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,9,443,870
Sección 51 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,11,157,95,3,0,,0,,,,,0,,3,7,,,,0,7,283,562
C1,AC,Urna tradicional,12,138,128,6,0,,2,,,,,1,,0,3,,,,0,4,294,562
Total,,,23,295,223,9,0,0,2,0,0,0,0,1,0,3,10,0,0,0,0,11,577,1124
Total municipal,,,755,3573,3000,78,21,0,14,0,0,0,0,35,0,60,161,0,0,0,2,159,7858,13974
