Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 17 - CONTEPEC,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,60,153,109,2,3,1,2,,,,,,,2,,,2,,0,20,354,617
C2,AC,Urna tradicional,80,188,76,3,2,2,0,,,,,,,4,,,1,,0,12,368,617
Total,,,195,506,283,9,6,4,5,0,0,0,0,0,0,10,0,0,7,0,0,53,1078,1850
Sección 296 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,194,106,5,3,2,10,,,,,,,0,,,3,,1,17,433,739
C1,AC,Urna tradicional,83,151,105,5,4,1,7,,,,,,,0,,,4,,0,36,396,740
Total,,,175,345,211,10,7,3,17,0,0,0,0,0,0,0,0,0,7,0,1,53,829,1479
Sección 297 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,61,306,116,6,1,0,12,,,,,,,2,,,0,,0,13,517,671
C1,AC,Urna tradicional,64,234,106,5,2,1,4,,,,,,,1,,,2,,1,25,445,671
C2,AC,Urna tradicional,58,271,93,3,0,2,20,,,,,,,0,,,0,,0,15,462,671
E1,AC,Urna tradicional,66,119,83,1,0,0,1,,,,,,,0,,,0,,0,12,282,422
E1C1,AC,Urna tradicional,92,108,78,1,1,0,5,,,,,,,2,,,4,,0,15,306,422
Total,,,341,1038,476,16,4,3,42,0,0,0,0,0,0,5,0,0,6,0,1,80,2012,2857
Sección 298 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,198,70,2,0,0,0,,,,,,,0,,,0,,0,11,355,534
C1,AC,Urna tradicional,52,190,79,3,2,1,2,,,,,,,2,,,2,,0,14,347,534
Total,,,126,388,149,5,2,1,2,0,0,0,0,0,0,2,0,0,2,0,0,25,702,1068
Total municipal,,,3864,5837,3182,357,61,47,113,0,0,0,0,0,0,69,0,0,79,0,9,663,14281,22249
