Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 20 - CUITZEO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,303,127,224,10,75,4,4,0,0,0,0,7,0,0,0,3,0,0,0,52,809,2058
Sección 334 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,23,18,2,3,0,3,,,,,1,,,,1,,,0,2,86,183
Total,,,33,23,18,2,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,2,86,183
Sección 335 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,93,75,56,4,30,0,4,,,,,7,,,,2,,,0,11,282,472
C1,AC,Urna tradicional,85,71,65,0,33,0,0,,,,,5,,,,4,,,0,10,273,472
Total,,,178,146,121,4,63,0,4,0,0,0,0,12,0,0,0,6,0,0,0,21,555,944
Sección 336 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,68,56,66,6,15,2,1,,,,,0,,,,0,,,0,8,222,443
C1,AC,Urna tradicional,61,65,33,1,26,4,1,,,,,2,,,,0,,,0,5,198,444
Total,,,129,121,99,7,41,6,2,0,0,0,0,2,0,0,0,0,0,0,0,13,420,887
Sección 337 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,260,76,81,4,33,1,1,,,,,5,,,,9,,,2,32,504,714
C1,AC,Urna tradicional,268,74,98,5,13,5,6,,,,,15,,,,4,,,1,16,505,715
C2,AC,Urna tradicional,240,87,91,5,20,1,2,,,,,14,,,,6,,,1,11,478,715
C3,AC,Urna tradicional,269,42,81,6,14,1,8,,,,,4,,,,5,,,0,15,445,715
Total,,,1037,279,351,20,80,8,17,0,0,0,0,38,0,0,0,24,0,0,4,74,1932,2859
Sección 338 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,247,42,104,5,6,3,1,,,,,2,,,,4,,,0,17,431,729
C1,AC,Urna tradicional,228,71,119,3,7,0,5,,,,,7,,,,5,,,0,13,458,730
C2,AC,Urna tradicional,255,62,92,1,11,3,2,,,,,4,,,,4,,,0,17,451,730
Total,,,730,175,315,9,24,6,8,0,0,0,0,13,0,0,0,13,0,0,0,47,1340,2189
Sección 339 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,211,71,80,2,7,1,0,,,,,6,,,,0,,,0,13,391,644
C1,AC,Urna tradicional,198,85,63,5,4,2,3,,,,,4,,,,6,,,0,35,405,644
C2,AC,Urna tradicional,213,69,57,3,5,2,1,,,,,6,,,,2,,,1,10,369,644
Total,,,622,225,200,10,16,5,4,0,0,0,0,16,0,0,0,8,0,0,1,58,1165,1932
Total municipal,,,5988,1830,2773,134,984,58,123,0,0,0,0,154,0,0,0,129,0,0,16,573,12762,22949
