Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 3 - ALVARO OBREGON,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,34,164,105,1,0,0,0,,,,,0,,0,,,1,,0,20,325,508
C1,AC,Urna tradicional,30,140,144,0,1,0,0,,,,,0,,1,,,1,,0,10,327,508
C2,AC,Urna tradicional,24,131,160,0,0,0,0,,,,,0,,1,,,0,,0,13,329,509
Total,,,88,435,409,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,43,981,1525
Sección 32 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,165,144,4,2,1,0,,,,,0,,3,,,3,,0,29,371,568
C1,AC,Urna tradicional,27,180,119,4,1,3,0,,,,,1,,3,,,1,,0,32,371,569
C2,AC,Urna tradicional,23,173,139,6,0,2,0,,,,,0,,0,,,3,,0,21,367,569
Total,,,70,518,402,14,3,6,0,0,0,0,0,1,0,6,0,0,7,0,0,82,1109,1706
Sección 33 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,233,85,3,1,1,0,,,,,2,,8,,,0,,0,13,376,596
C1,AC,Urna tradicional,34,226,68,6,1,0,1,,,,,2,,2,,,1,,0,10,351,596
Total,,,64,459,153,9,2,1,1,0,0,0,0,4,0,10,0,0,1,0,0,23,727,1192
Sección 34 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,171,125,2,2,0,0,,,,,1,,3,,,2,,0,11,368,668
C1,AC,Urna tradicional,50,184,114,3,1,2,0,,,,,2,,1,,,0,,0,11,368,668
Total,,,101,355,239,5,3,2,0,0,0,0,0,3,0,4,0,0,2,0,0,22,736,1336
Sección 35 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,165,185,5,1,1,1,,,,,1,,6,,,3,,0,19,412,704
C1,AC,Urna tradicional,17,206,186,1,0,0,0,,,,,0,,5,,,6,,0,13,434,705
Total,,,42,371,371,6,1,1,1,0,0,0,0,1,0,11,0,0,9,0,0,32,846,1409
Sección 36 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,179,155,3,4,1,1,,,,,1,,2,,,0,,0,6,383,704
C1,AC,Urna tradicional,17,206,135,3,1,0,1,,,,,0,,2,,,1,,1,16,383,704
Total,,,48,385,290,6,5,1,2,0,0,0,0,1,0,4,0,0,1,0,1,22,766,1408
Sección 37 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,125,47,2,1,0,0,,,,,1,,2,,,3,,0,7,201,426
C1,AC,Urna tradicional,6,117,72,8,1,0,0,,,,,0,,0,,,1,,0,7,212,426
Total,,,19,242,119,10,2,0,0,0,0,0,0,1,0,2,0,0,4,0,0,14,413,852
Total municipal,,,843,5037,3569,120,24,13,10,0,0,0,0,17,0,59,0,0,33,0,1,408,10134,17438
