CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,5,B,1,0,B,127,46,2,5,13,2,2,62,4,0,0,0,0,,,,,18,,,281,1,3,285,394,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,5,C,1,0,C01,114,47,6,2,6,7,4,60,5,0,0,0,0,,,,,29,,,280,0,9,289,394,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,6,B,1,0,B,182,78,4,7,13,10,11,119,10,0,1,0,0,,,,,32,,,467,0,19,486,693,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,7,B,1,0,B,136,37,1,5,15,2,11,48,8,1,1,0,0,,,,,20,,,285,0,12,297,394,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,7,C,1,0,C01,112,46,1,3,6,5,11,55,4,1,0,0,0,,,,,28,,,272,0,10,282,393,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,8,B,1,0,B,163,80,5,6,13,8,18,80,5,2,1,0,0,,,,,25,,,406,0,19,425,581,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,8,C,1,0,C01,165,88,0,5,9,4,13,89,2,1,0,0,0,,,,,33,,,409,0,10,419,581,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,9,B,1,0,B,187,65,6,12,16,2,12,127,2,1,0,0,0,,,,,32,,,462,0,22,484,630,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,9,C,1,0,C01,164,67,1,11,10,4,16,132,7,2,0,0,0,,,,,30,,,444,1,29,474,629,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,9,S,1,0,SMR01,10,4,0,1,0,0,1,5,0,0,0,0,0,,,,,1,,,22,0,0,22,0,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,10,B,1,0,B,201,58,2,9,7,7,12,91,9,1,0,0,0,,,,,29,,,426,1,10,437,612,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,10,C,1,0,C01,201,66,3,1,17,5,10,96,7,2,1,0,0,,,,,25,,,434,0,18,452,612,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,11,B,1,0,B,172,52,5,8,14,8,15,80,5,2,0,0,0,,,,,28,,,389,0,12,401,617,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,11,C,1,0,C01,138,52,4,8,16,8,14,88,6,2,0,0,0,,,,,19,,,355,1,17,373,617,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,12,B,1,0,B,119,157,1,5,12,7,10,60,3,0,0,0,0,,,,,24,,,398,1,6,405,414,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,12,C,1,0,C01,129,58,3,4,9,5,10,59,7,0,0,0,0,,,,,26,,,310,0,11,321,413,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,13,B,1,0,B,125,31,2,5,7,9,9,79,6,1,0,0,0,,,,,14,,,288,1,8,297,406,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,13,C,1,0,C01,106,41,1,6,11,10,9,67,6,1,0,0,0,,,,,21,,,279,2,12,293,405,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,14,B,1,0,B,132,47,2,2,13,7,4,55,4,1,0,0,0,,,,,30,,,297,0,15,312,454,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,14,C,1,0,C01,122,44,0,4,18,11,8,63,5,1,1,0,0,,,,,29,,,306,1,11,318,454,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,15,B,1,0,B,120,51,2,11,4,18,12,54,1,1,1,0,0,,,,,12,,,287,0,8,295,517,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,15,C,1,0,C01,95,47,5,6,8,7,7,63,8,2,1,0,0,,,,,13,,,262,0,10,272,517,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,16,B,1,0,B,78,33,6,5,6,7,7,53,0,0,0,0,0,,,,,9,,,204,0,16,220,425,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,16,C,1,0,C01,124,41,2,5,14,1,4,34,3,0,1,0,0,,,,,14,,,243,1,9,253,424,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,17,B,1,0,B,124,48,4,5,14,10,7,65,6,0,0,0,0,,,,,11,,,294,0,22,316,512,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,17,C,1,0,C01,128,52,6,5,9,4,10,62,4,3,0,0,0,,,,,16,,,299,1,12,312,512,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,18,B,1,0,B,131,48,2,8,11,10,8,69,6,1,0,0,0,,,,,20,,,314,1,18,333,523,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,18,C,1,0,C01,105,69,4,8,9,8,10,80,6,2,0,0,0,,,,,26,,,327,0,9,336,523,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,19,B,1,0,B,133,65,3,5,12,6,9,73,7,0,0,0,0,1,1,0,0,,,,315,0,11,326,503,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,19,C,1,0,C01,13,61,5,6,16,7,5,63,9,0,0,0,1,0,1,0,0,,,,187,0,14,201,503,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,20,B,1,0,B,184,55,4,4,9,4,10,73,8,0,0,0,0,1,1,0,0,,,,353,3,18,374,528,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,20,C,1,0,C01,153,55,5,4,19,5,14,77,11,5,0,0,0,0,2,0,0,,,,350,2,17,369,528,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,21,B,1,0,B,110,75,3,7,16,8,7,99,8,0,1,0,0,1,1,0,0,,,,336,0,17,353,626,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,21,C,1,0,C01,129,59,6,11,15,4,9,94,9,0,0,0,0,2,1,1,0,,,,340,0,10,350,626,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,22,B,1,0,B,140,78,7,7,10,3,10,93,4,2,0,0,0,0,0,0,2,,,,356,0,17,373,733,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,23,B,1,0,B,128,54,4,5,14,2,9,58,5,0,0,0,0,1,0,0,0,,,,280,0,12,292,485,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,23,C,1,0,C01,133,43,3,7,10,5,5,53,7,0,0,0,0,2,0,0,0,,,,268,0,7,275,485,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,24,B,1,0,B,129,74,3,3,12,4,5,72,11,0,0,0,0,0,0,0,0,,,,313,0,20,333,616,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,25,B,1,0,B,117,28,4,5,8,7,5,42,4,0,1,0,0,0,0,0,0,,,,221,0,12,233,447,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,25,C,1,0,C01,137,50,5,11,12,3,2,41,1,0,0,1,0,0,1,0,0,,,,264,0,8,272,446,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,26,B,1,0,B,141,67,6,13,11,8,5,72,3,0,2,0,0,1,0,0,2,,,,331,0,20,351,573,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,26,C,1,0,C01,143,68,6,10,17,5,22,79,7,0,1,2,0,1,0,0,1,,,,362,0,8,370,572,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,27,B,1,0,B,174,48,7,5,7,5,11,68,7,5,2,1,0,2,1,0,2,,,,345,0,6,351,539,Acta casilla,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,001,AGUASCALIENTES,28,B,1,0,B,74,29,2,7,8,3,3,76,4,0,1,0,0,1,0,0,0,,,,208,1,16,225,372,Grupo de recuento,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,001,AGUASCALIENTES,29,B,1,0,B,82,61,6,3,7,8,7,58,4,0,0,0,0,3,0,0,0,,,,239,0,5,244,417,Acta casilla,,,
,1,AGUASCALIENTES,11,AGUASCALIENTES,001,AGUASCALIENTES,29,C,1,0,C01,74,46,3,8,17,3,6,61,3,0,0,0,0,0,0,0,1,,,,222,1,8,231,417,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,30,B,1,0,B,125,61,4,9,26,1,5,67,3,1,0,0,0,0,1,0,0,,,,303,1,17,321,613,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,31,B,1,0,B,116,51,3,10,9,6,10,44,7,0,0,0,0,0,0,0,0,,,,256,2,17,275,485,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,31,C,1,0,C01,115,43,5,2,11,2,11,55,5,2,1,0,0,1,0,0,1,,,,254,0,13,267,485,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,32,B,1,0,B,103,56,8,8,8,13,5,91,10,2,0,0,0,2,0,0,2,,,,308,0,10,318,578,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,32,C,1,0,C01,78,45,3,7,6,3,6,60,9,0,0,0,0,1,0,0,0,,,,218,0,7,225,577,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,33,B,1,0,B,66,43,1,12,3,0,0,76,6,0,0,0,0,0,0,0,0,,,,207,0,1,208,394,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,33,C,1,0,C01,93,31,2,6,11,4,7,65,3,2,0,0,0,1,0,0,1,,,,226,0,13,239,394,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,34,B,1,0,B,95,28,1,3,3,3,3,36,4,0,1,0,0,1,0,0,2,,,,180,0,2,182,393,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,34,C,1,0,C01,106,22,2,2,6,4,6,41,7,1,0,0,0,0,0,0,0,,,,197,3,6,206,392,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,35,B,1,0,B,225,82,6,6,24,5,11,77,6,1,1,0,0,2,0,0,0,,,,446,0,16,462,704,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,35,C,1,0,C01,246,77,5,9,11,11,9,67,6,3,1,1,0,0,0,0,0,,,,446,1,15,462,703,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,35,C,2,0,C02,222,77,12,4,18,9,6,86,6,3,1,0,0,2,1,0,0,,,,447,1,14,462,703,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,36,B,1,0,B,116,50,2,17,7,7,6,80,4,1,0,1,0,0,0,0,0,,,,291,0,10,301,436,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,36,C,1,0,C01,147,62,2,5,15,9,6,62,3,2,0,0,0,1,0,0,0,,,,314,1,10,325,436,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,37,B,1,0,B,174,64,4,4,11,9,10,76,5,1,0,1,0,3,0,0,0,,,,362,0,14,376,542,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,37,C,1,0,C01,163,46,3,8,17,7,11,63,10,0,1,0,0,0,1,0,1,,,,331,1,14,346,541,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,38,B,1,0,B,160,94,8,14,17,5,5,94,5,4,1,1,0,2,0,0,0,,,,410,1,16,427,666,Acta casilla,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,38,C,1,0,C01,156,77,4,6,17,12,19,93,7,1,0,0,0,0,1,0,0,,,,393,0,18,411,665,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,39,B,1,0,B,113,55,5,5,8,2,5,56,2,1,0,0,0,0,0,0,1,,,,253,1,11,265,414,Grupo de recuento,,,
,1,AGUASCALIENTES,10,AGUASCALIENTES,001,AGUASCALIENTES,39,C,1,0,C01,95,42,4,12,10,4,7,54,7,2,0,1,0,3,0,0,0,,,,241,0,12,253,413,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,40,B,1,0,B,202,66,6,7,18,8,9,60,7,2,2,0,0,4,0,0,0,,,,391,0,10,401,639,Acta casilla,,,
,1,AGUASCALIENTES,17,AGUASCALIENTES,001,AGUASCALIENTES,40,C,1,0,C01,171,71,1,2,17,4,8,95,7,3,1,0,0,2,0,0,0,,,,382,3,21,406,639,Grupo de recuento,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,41,B,1,0,B,239,70,3,5,8,7,6,63,2,4,1,1,0,,,,,40,,,449,0,12,461,686,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,41,C,1,0,C01,190,87,4,8,9,8,16,65,7,0,0,0,0,,,,,32,,,426,1,7,434,686,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,41,C,2,0,C02,262,70,4,8,8,6,3,59,5,5,0,0,0,,,,,40,,,470,1,15,486,685,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,41,C,3,0,C03,122,44,0,4,18,11,8,63,5,1,1,0,0,,,,,29,,,306,1,11,318,685,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,41,C,4,0,C04,207,82,4,17,9,9,1,61,5,1,1,0,0,,,,,29,,,426,0,14,440,685,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,41,C,5,0,C05,222,87,3,2,7,6,5,52,5,1,2,1,0,,,,,47,,,440,2,13,455,685,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,42,B,1,0,B,132,70,6,11,7,5,5,89,5,2,1,0,0,,,,,0,,,333,0,19,352,562,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,42,C,1,0,C01,113,78,4,7,10,5,7,66,4,0,1,0,0,,,,,8,,,303,0,17,320,561,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,43,B,1,0,B,193,72,1,6,11,4,9,85,8,1,0,0,0,,,,,30,,,420,1,17,438,624,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,43,C,1,0,C01,157,86,6,4,17,4,4,73,9,5,2,0,0,,,,,32,,,399,0,20,419,624,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,43,C,2,0,C02,183,70,4,4,11,9,11,73,8,0,1,0,0,,,,,31,,,405,2,7,414,624,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,43,S,1,0,SMR01,17,8,0,6,2,3,1,28,2,0,0,0,0,,,,,1,,,68,1,5,74,0,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,44,B,1,0,B,266,84,1,7,12,13,8,85,3,2,0,0,0,,,,,57,,,538,0,16,554,729,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,44,C,1,0,C01,320,81,6,1,4,7,3,55,7,2,0,0,0,,,,,62,,,548,0,9,557,729,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,44,C,2,0,C02,306,82,2,5,6,4,5,59,5,7,0,0,0,,,,,42,,,523,0,11,534,729,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,44,C,3,0,C03,294,76,4,1,15,6,3,76,3,2,0,1,0,,,,,50,,,531,1,9,541,729,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,44,C,4,0,C04,286,90,1,2,9,8,19,57,1,3,0,1,0,,,,,65,,,542,0,18,560,729,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,44,C,5,0,C05,295,88,3,1,7,8,7,70,7,0,0,0,0,,,,,60,,,546,1,17,564,728,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,45,B,1,0,B,226,96,2,1,6,4,3,47,2,1,0,0,0,,,,,40,,,428,0,11,439,549,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,45,C,1,0,C01,249,75,3,1,6,0,2,30,2,2,0,0,0,,,,,30,,,400,0,14,414,549,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,45,C,2,0,C02,221,93,2,3,5,7,3,48,4,1,0,0,0,,,,,34,,,421,0,7,428,549,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,46,B,1,0,B,238,93,2,5,10,10,7,48,3,3,0,1,0,,,,,51,,,471,0,6,477,651,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,46,C,1,0,C01,268,85,3,3,7,6,5,57,2,0,1,0,0,,,,,36,,,473,0,10,483,651,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,46,C,2,0,C02,261,82,4,7,4,7,4,55,4,0,1,0,0,,,,,45,,,474,0,17,491,650,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,47,B,1,0,B,304,83,4,3,9,6,8,69,1,4,0,1,0,,,,,31,,,523,0,10,533,708,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,47,C,1,0,C01,361,62,3,4,14,9,1,48,1,1,0,0,0,,,,,50,,,554,0,12,566,708,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,47,C,2,0,C02,348,61,1,2,7,8,4,54,5,3,0,0,0,,,,,60,,,553,0,10,563,708,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,47,C,3,0,C03,327,75,0,3,14,11,3,51,3,3,3,1,0,,,,,37,,,531,0,11,542,708,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,47,C,4,0,C04,296,77,4,3,10,5,7,63,8,3,0,0,0,,,,,42,,,518,0,14,532,708,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,48,B,1,0,B,208,65,0,4,9,12,0,60,2,0,0,0,0,,,,,34,,,394,0,14,408,606,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,48,C,1,0,C01,223,73,2,3,12,1,15,41,4,5,0,0,0,,,,,22,,,401,0,11,412,605,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,48,C,2,0,C02,212,76,2,3,14,5,10,57,3,0,1,0,0,,,,,26,,,409,0,14,423,605,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,49,B,1,0,B,167,101,5,18,10,7,9,95,15,2,1,0,0,,,,,30,,,460,0,20,480,744,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,49,C,1,0,C01,173,86,8,6,15,7,15,91,11,1,0,0,0,,,,,21,,,434,0,14,448,743,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,50,B,1,0,B,135,49,4,5,6,2,7,81,3,0,1,1,0,,,,,18,,,312,0,22,334,511,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,50,C,1,0,C01,137,50,4,9,6,4,8,67,5,1,1,0,0,,,,,18,,,310,0,10,320,510,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,50,C,2,0,C02,137,48,3,8,10,2,7,70,7,1,1,0,0,,,,,26,,,320,0,16,336,510,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,51,B,1,0,B,170,60,2,15,9,3,6,86,1,1,0,0,0,,,,,26,,,379,0,14,393,572,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,51,C,1,0,C01,146,67,5,16,10,3,8,62,10,0,1,1,0,,,,,22,,,351,1,19,371,572,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,52,B,1,0,B,166,69,3,5,7,6,10,99,11,1,0,0,0,,,,,19,,,396,0,17,413,594,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,52,C,1,0,C01,179,65,8,3,16,3,12,73,3,0,0,0,0,,,,,31,,,393,0,18,411,594,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,53,B,1,0,B,160,58,4,6,4,1,10,87,7,3,0,0,0,,,,,17,,,357,0,16,373,531,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,53,C,1,0,C01,193,37,2,7,7,5,10,79,7,3,2,0,0,,,,,18,,,370,0,19,389,531,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,53,C,2,0,C02,190,61,1,6,14,4,17,57,1,1,0,0,0,,,,,25,,,377,0,8,385,530,Acta casilla,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,54,B,1,0,B,100,53,2,10,13,5,5,67,7,0,0,0,0,,,,,7,,,269,0,10,279,538,Grupo de recuento ,,,
,1,AGUASCALIENTES,6,AGUASCALIENTES,001,AGUASCALIENTES,54,C,1,0,C01,101,50,5,8,5,7,7,59,9,2,0,0,0,,,,,8,,,261,0,5,266,537,Acta casilla,,,
